Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.954412,[3 7] ; [105  14],[8.37209302 1.62790698] ; [99.62790698 19.37209302],1
v4,1,2.2e-05,18.036962,[6 4] ; [113   5],[9.296875 0.703125] ; [109.703125   8.296875],1
b1,1,0.00532,7.767279,[8 2] ; [42 77],[3.87596899 6.12403101] ; [46.12403101 72.87596899],0
n4,1,0.022616,5.197756,[4 6] ; [88 31],[7.13178295 2.86821705] ; [84.86821705 34.13178295],0
n6,1,0.034384,4.47551,[6 4] ; [102  17],[8.37209302 1.62790698] ; [99.62790698 19.37209302],0
s2,1,0.038141,4.298712,[1 9] ; [51 66],[4.09448819 5.90551181] ; [47.90551181 69.09448819],0
r1,1,0.041065,4.173313,[4 6] ; [84 34],[6.875 3.125] ; [81.125 36.875],0
u2,1,0.044805,4.025974,[6 1] ; [25 30],[3.5 3.5] ; [27.5 27.5],0
s3,1,0.04799,3.910345,[2 8] ; [61 55],[5. 5.] ; [58. 58.],0
v3,1,0.096707,2.759023,[1 9] ; [42 75],[3.38582677 6.61417323] ; [39.61417323 77.38582677],0
s7,1,0.114352,2.493019,[2 7] ; [55 56],[4.275 4.725] ; [52.725 58.275],0
a6,1,0.120565,2.409967,[4 6] ; [77 42],[6.27906977 3.72093023] ; [74.72093023 44.27906977],0
p2,1,0.122737,2.38204,[6 4] ; [96 23],[7.90697674 2.09302326] ; [94.09302326 24.90697674],0
a5,1,0.144577,2.12856,[8 2] ; [67 52],[5.81395349 4.18604651] ; [69.18604651 49.81395349],0
a3,1,0.148265,2.090014,[3 7] ; [64 55],[5.19379845 4.80620155] ; [61.80620155 57.19379845],0
d5,1,0.187698,1.735593,[3 7] ; [61 57],[5. 5.] ; [59. 59.],0
b4,1,0.19653,1.667979,[3 7] ; [61 58],[4.96124031 5.03875969] ; [59.03875969 59.96124031],0
u1,1,0.296205,1.091202,[1 9] ; [  4 115],[0.3875969 9.6124031] ; [  4.6124031 114.3875969],0
b5,1,0.345845,0.888645,[4 6] ; [66 53],[5.42635659 4.57364341] ; [64.57364341 54.42635659],0
v2,1,0.38954,0.740376,[3 6] ; [54 58],[4.23966942 4.76033058] ; [52.76033058 59.23966942],0
p6,1,0.395745,0.721218,[2 8] ; [39 79],[3.203125 6.796875] ; [37.796875 80.203125],0
s6,1,0.39867,0.712333,[5 5] ; [73 42],[6.24 3.76] ; [71.76 43.24],0
n1,1,0.400628,0.70644,[2 1] ; [12 17],[1.3125 1.6875] ; [12.6875 16.3125],0
s1,1,0.407792,0.685227,[1 9] ; [  5 113],[0.46875 9.53125] ; [  5.53125 112.46875],0
s8,1,0.480978,0.496644,[5 5] ; [46 73],[3.95348837 6.04651163] ; [47.04651163 71.95348837],0
d3,1,0.577267,0.310674,[2 8] ; [33 84],[2.75590551 7.24409449] ; [32.24409449 84.75590551],0
a4,1,0.59916,0.276264,[3 7] ; [27 92],[2.3255814 7.6744186] ; [27.6744186 91.3255814],0
u3,1,0.622601,0.242229,[3 4] ; [29 26],[3.61290323 3.38709677] ; [28.38709677 26.61290323],0
p8,1,0.632606,0.228543,[6 4] ; [61 56],[5.27559055 4.72440945] ; [61.72440945 55.27559055],0
p3,1,0.687219,0.162112,[4 6] ; [55 63],[4.609375 5.390625] ; [54.390625 63.609375],0
a7,1,0.696493,0.152146,[6 4] ; [78 40],[6.5625 3.4375] ; [77.4375 40.5625],0
p4,1,0.778113,0.0794,[5 5] ; [65 54],[5.42635659 4.57364341] ; [64.57364341 54.42635659],0
p9,1,0.788345,0.072071,[9 1] ; [109   9],[9.21875 0.78125] ; [108.78125   9.21875],0
d2,1,0.799695,0.064385,[2 8] ; [28 91],[2.3255814 7.6744186] ; [27.6744186 91.3255814],0
a8,1,0.842128,0.039669,[1 9] ; [  9 101],[0.83333333 9.16666667] ; [  9.16666667 100.83333333],0
p5,1,0.92808,0.008147,[1 9] ; [ 13 106],[1.08527132 8.91472868] ; [ 12.91472868 106.08527132],0
v1,1,0.936915,0.006264,[5 5] ; [56 59],[4.88 5.12] ; [56.12 58.88],0
p7,1,0.966117,0.001804,[6 4] ; [71 46],[6.06299213 3.93700787] ; [70.93700787 46.06299213],0
s4,1,0.979591,0.000654,[2 8] ; [24 94],[2.03125 7.96875] ; [23.96875 94.03125],0
n5,1,0.979591,0.000654,[8 2] ; [94 24],[7.96875 2.03125] ; [94.03125 23.96875],0
