Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,82.60816,[128  56] ; [10 80],[92.67153285 91.32846715] ; [45.32846715 44.67153285],1
d4,1,0.0,74.821832,[182   1] ; [56 34],[159.53846154  23.46153846] ; [78.46153846 11.53846154],1
d5,1,0.0,73.560307,[178   5] ; [51 39],[153.50549451  29.49450549] ; [75.49450549 14.50549451],1
d3,1,0.0,70.885906,[165  19] ; [38 52],[136.32116788  47.67883212] ; [66.67883212 23.32116788],1
a5,1,0.0,32.757758,[168  17] ; [56 34],[150.69090909  34.30909091] ; [73.30909091 16.69090909],1
a4,1,2e-06,22.693292,[104  80] ; [23 66],[85.5970696 98.4029304] ; [41.4029304 47.5970696],1
a2,1,1.5e-05,18.684905,[ 61 124] ; [ 8 82],[ 46.41818182 138.58181818] ; [22.58181818 67.41818182],1
u1,1,8e-05,15.557979,[ 47 138] ; [ 5 85],[ 34.98181818 150.01818182] ; [17.01818182 72.98181818],1
a3,1,0.000754,11.351158,[151  32] ; [57 32],[139.94117647  43.05882353] ; [68.05882353 20.94117647],1
n5,1,0.002091,9.467591,[165  19] ; [68 22],[156.46715328  27.53284672] ; [76.53284672 13.46715328],0
r1,1,0.008588,6.906497,[164  19] ; [70 20],[156.85714286  26.14285714] ; [77.14285714 12.85714286],0
v4,1,0.009413,6.74281,[182   2] ; [83  6],[178.60805861   5.39194139] ; [86.39194139  2.60805861],0
a7,1,0.013424,6.11233,[148  37] ; [59 30],[139.76277372  45.23722628] ; [67.23722628 21.76277372],0
n6,1,0.015012,5.915022,[169  13] ; [75 15],[163.26470588  18.73529412] ; [80.73529412  9.26470588],0
a6,1,0.018198,5.576981,[130  53] ; [51 39],[121.32967033  61.67032967] ; [59.67032967 30.32967033],0
r2,1,0.02423,5.078096,[179   4] ; [81  7],[175.57195572   7.42804428] ; [84.42804428  3.57195572],0
s8,1,0.034374,4.47598,[109  72] ; [42 48],[100.85239852  80.14760148] ; [50.14760148 39.85239852],0
r4,1,0.038802,4.269524,[178   7] ; [81  9],[174.23636364  10.76363636] ; [84.76363636  5.23636364],0
p3,1,0.042918,4.098644,[129  55] ; [52 38],[121.54744526  62.45255474] ; [59.45255474 30.54744526],0
p4,1,0.046665,3.957424,[152  32] ; [65 25],[145.72262774  38.27737226] ; [71.27737226 18.72262774],0
