Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,2e-05,18.169206,[531  78] ; [6 7],[525.77652733  83.22347267] ; [11.22347267  1.77652733],1
n4,1,0.001102,10.647532,[549  62] ; [8 5],[545.39583333  65.60416667] ; [11.60416667  1.39583333],0
a5,1,0.001288,10.35959,[470 141] ; [5 8],[465.10416667 145.89583333] ; [9.89583333 3.10416667],0
s2,1,0.004081,8.247274,[335 269] ; [ 2 11],[329.89951378 274.10048622] ; [7.10048622 5.89951378],0
p5,1,0.009757,6.678724,[ 81 524] ; [5 8],[ 84.19093851 520.80906149] ; [ 1.80906149 11.19093851],0
s8,1,0.015862,5.818069,[298 308] ; [ 2 11],[293.69951535 312.30048465] ; [6.30048465 6.69951535],0
s7,1,0.018173,5.57938,[314 267] ; [2 9],[310.12837838 270.87162162] ; [5.87162162 5.12837838],0
d1,1,0.025894,4.963071,[375 237] ; [4 9],[371.1168 240.8832] ; [7.8832 5.1168],0
s3,1,0.031124,4.64611,[363 238] ; [4 9],[359.22964169 241.77035831] ; [7.77035831 5.22964169],0
n6,1,0.047803,3.916907,[562  48] ; [10  3],[560.06420546  49.93579454] ; [11.93579454  1.06420546],0
d4,1,0.053368,3.732343,[500 107] ; [8 5],[497.3483871 109.6516129] ; [10.6516129  2.3483871],0
n2,1,0.053701,3.72197,[94 24] ; [1 2],[92.6446281 25.3553719] ; [2.3553719 0.6446281],0
n3,1,0.083919,2.987316,[89 27] ; [1 2],[87.73109244 28.26890756] ; [2.26890756 0.73109244],0
p2,1,0.096109,2.768948,[522  87] ; [9 4],[519.90192926  89.09807074] ; [11.09807074  1.90192926],0
v4,1,0.100633,2.695486,[601  10] ; [12  1],[600.22916667  10.77083333] ; [12.77083333  0.22916667],0
a7,1,0.104326,2.638135,[451 159] ; [7 6],[448.44301766 161.55698234] ; [9.55698234 3.44301766],0
v1,1,0.113845,2.500012,[360 238] ; [5 8],[357.23404255 240.76595745] ; [7.76595745 5.23404255],0
a8,1,0.119182,2.428034,[ 90 460] ; [4 8],[ 91.99288256 458.00711744] ; [2.00711744 9.99288256],0
s6,1,0.128878,2.305968,[435 162] ; [7 6],[432.58032787 164.41967213] ; [9.41967213 3.58032787],0
a4,1,0.217696,1.519492,[292 316] ; [4 9],[289.80354267 318.19645733] ; [6.19645733 6.80354267],0
d3,1,0.24494,1.351934,[420 189] ; [7 6],[418.0755627 190.9244373] ; [8.9244373 4.0755627],0
u2,1,0.260456,1.266334,[89 74] ; [4 1],[90.23214286 72.76785714] ; [2.76785714 2.23214286],0
b1,1,0.268786,1.22293,[237 375] ; [7 6],[238.9248 373.0752] ; [5.0752 7.9248],0
a3,1,0.326593,0.962362,[448 160] ; [8 5],[446.45410628 161.54589372] ; [9.54589372 3.45410628],0
p10,1,0.347263,0.883435,[520  84] ; [10  3],[518.83306321  85.16693679] ; [11.16693679  1.83306321],0
p11,1,0.349269,0.876112,[504 108] ; [12  1],[505.2672 106.7328] ; [10.7328  2.2672],0
d2,1,0.365155,0.820086,[311 297] ; [5 8],[309.38486312 298.61513688] ; [6.61513688 6.38486312],0
p4,1,0.368365,0.809173,[394 213] ; [10  3],[395.52903226 211.47096774] ; [8.47096774 4.52903226],0
b4,1,0.398714,0.712201,[354 258] ; [6 7],[352.512 259.488] ; [7.488 5.512],0
u3,1,0.408094,0.684346,[96 68] ; [2 3],[95.10059172 68.89940828] ; [2.89940828 2.10059172],0
s4,1,0.417979,0.655989,[ 96 505] ; [ 1 12],[ 94.94625407 506.05374593] ; [ 2.05374593 10.94625407],0
a6,1,0.498417,0.458306,[427 181] ; [8 5],[425.89371981 182.10628019] ; [9.10628019 3.89371981],0
v2,1,0.540118,0.375321,[339 247] ; [8 4],[340.0367893 245.9632107] ; [6.9632107 5.0367893],0
p3,1,0.568951,0.324441,[329 279] ; [6 7],[327.98711755 280.01288245] ; [7.01288245 5.98711755],0
d5,1,0.606584,0.26518,[502 107] ; [10  3],[501.29903537 107.70096463] ; [10.70096463  2.29903537],0
s5,1,0.629399,0.232876,[219 368] ; [4 9],[218.16833333 368.83166667] ; [4.83166667 8.16833333],0
p9,1,0.692093,0.156829,[531  71] ; [11  2],[530.54308943  71.45691057] ; [11.45691057  1.54308943],0
b3,1,0.727331,0.121577,[153 226] ; [2 4],[152.58441558 226.41558442] ; [2.41558442 3.58441558],0
b2,1,0.727331,0.121577,[153 226] ; [2 4],[152.58441558 226.41558442] ; [2.41558442 3.58441558],0
p8,1,0.823025,0.050022,[340 257] ; [7 6],[339.60491803 257.39508197] ; [7.39508197 5.60491803],0
p12,1,0.833835,0.04401,[ 57 549] ; [ 1 12],[ 56.7819063 549.2180937] ; [ 1.2180937 11.7819063],0
p1,1,0.851192,0.035193,[ 56 552] ; [ 1 12],[ 55.80676329 552.19323671] ; [ 1.19323671 11.80676329],0
p7,1,0.882369,0.021894,[399 194] ; [9 4],[399.24752475 193.75247525] ; [8.75247525 4.24752475],0
v3,1,0.885155,0.020862,[260 329] ; [6 7],[260.25581395 328.74418605] ; [5.74418605 7.25581395],0
p6,1,0.914614,0.011496,[240 361] ; [5 8],[239.81270358 361.18729642] ; [5.18729642 7.81270358],0
b5,1,0.927694,0.008235,[369 243] ; [8 5],[369.1584 242.8416] ; [7.8416 5.1584],0
