Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-05,17.444453,[1 8] ; [60 17],[6.38372093 2.61627907] ; [54.61627907 22.38372093],1
r2,1,0.000412,12.478834,[3 6] ; [64 12],[7.09411765 1.90588235] ; [59.90588235 16.09411765],1
r3,1,0.000432,12.386354,[5 4] ; [72  5],[8.05813953 0.94186047] ; [68.94186047  8.05813953],1
d5,1,0.003134,8.72788,[3 6] ; [60 16],[6.67058824 2.32941176] ; [56.32941176 19.67058824],0
d3,1,0.007162,7.231942,[2 7] ; [51 24],[5.67857143 3.32142857] ; [47.32142857 27.67857143],0
r1,1,0.008663,6.890986,[3 6] ; [58 19],[6.38372093 2.61627907] ; [54.61627907 22.38372093],0
v2,1,0.01486,5.933003,[1 8] ; [39 33],[4.44444444 4.55555556] ; [35.55555556 36.44444444],0
s6,1,0.016711,5.72652,[2 7] ; [49 28],[5.3372093 3.6627907] ; [45.6627907 31.3372093],0
p2,1,0.027616,4.851901,[4 4] ; [63 13],[6.38095238 1.61904762] ; [60.61904762 15.38095238],0
p10,1,0.029395,4.744337,[3 6] ; [53 23],[5.92941176 3.07058824] ; [50.07058824 25.92941176],0
n4,1,0.056016,3.651579,[2 7] ; [43 34],[4.70930233 4.29069767] ; [40.29069767 36.70930233],0
v1,1,0.057512,3.607718,[1 8] ; [33 42],[3.64285714 5.35714286] ; [30.35714286 44.64285714],0
s1,1,0.060349,3.527772,[2 7] ; [ 4 72],[0.63529412 8.36470588] ; [ 5.36470588 70.63529412],0
p11,1,0.08044,3.055996,[4 5] ; [56 21],[6.27906977 2.72093023] ; [53.72093023 23.27906977],0
s8,1,0.113783,2.500873,[1 8] ; [29 48],[3.13953488 5.86046512] ; [26.86046512 50.13953488],0
d1,1,0.122602,2.383763,[2 7] ; [38 39],[4.18604651 4.81395349] ; [35.81395349 41.18604651],0
s7,1,0.123658,2.37037,[1 7] ; [29 43],[3. 5.] ; [27. 45.],0
a6,1,0.126873,2.330355,[4 5] ; [53 23],[6.03529412 2.96470588] ; [50.96470588 25.03529412],0
b1,1,0.129444,2.299156,[8 1] ; [49 28],[5.96511628 3.03488372] ; [51.03488372 25.96511628],0
a4,1,0.143109,2.144202,[5 4] ; [24 53],[3.03488372 5.96511628] ; [25.96511628 51.03488372],0
a7,1,0.169087,1.891019,[4 5] ; [52 25],[5.86046512 3.13953488] ; [50.13953488 26.86046512],0
n2,1,0.189798,1.719184,[3 2] ; [18  3],[4.03846154 0.96153846] ; [16.96153846  4.03846154],0
a8,1,0.201315,1.632808,[2 6] ; [ 7 64],[0.91139241 7.08860759] ; [ 8.08860759 62.91139241],0
s2,1,0.279807,1.168027,[2 7] ; [31 45],[3.49411765 5.50588235] ; [29.50588235 46.49411765],0
p8,1,0.302411,1.063531,[3 5] ; [43 33],[4.38095238 3.61904762] ; [41.61904762 34.38095238],0
p9,1,0.326544,0.962556,[5 4] ; [55 22],[6.27906977 2.72093023] ; [53.72093023 23.27906977],0
p1,1,0.330773,0.94587,[1 8] ; [ 3 74],[0.41860465 8.58139535] ; [ 3.58139535 73.41860465],0
p3,1,0.344063,0.895233,[3 6] ; [38 38],[4.34117647 4.65882353] ; [36.65882353 39.34117647],0
p6,1,0.362116,0.83054,[4 4] ; [25 49],[2.82926829 5.17073171] ; [26.17073171 47.82926829],0
s5,1,0.391935,0.732929,[1 8] ; [18 58],[2.01176471 6.98823529] ; [16.98823529 59.01176471],0
s3,1,0.447625,0.576659,[6 3] ; [40 35],[4.92857143 4.07142857] ; [41.07142857 33.92857143],0
n1,1,0.504036,0.446429,[2 3] ; [ 5 15],[1.4 3.6] ; [ 5.6 14.4],0
p5,1,0.527848,0.398532,[1 7] ; [ 5 72],[0.56470588 7.43529412] ; [ 5.43529412 71.56470588],0
a2,1,0.541516,0.372738,[1 8] ; [15 62],[1.6744186 7.3255814] ; [14.3255814 62.6744186],0
s4,1,0.541516,0.372738,[1 8] ; [15 62],[1.6744186 7.3255814] ; [14.3255814 62.6744186],0
u2,1,0.542802,0.37037,[2 1] ; [22  5],[2.4 0.6] ; [21.6  5.4],0
d4,1,0.65409,0.200782,[6 3] ; [56 20],[6.56470588 2.43529412] ; [55.43529412 20.56470588],0
n3,1,0.697767,0.150806,[4 1] ; [15  6],[3.65384615 1.34615385] ; [15.34615385  5.65384615],0
n5,1,0.752599,0.09936,[4 5] ; [38 38],[4.44705882 4.55294118] ; [37.55294118 38.44705882],0
p4,1,0.773477,0.082846,[5 4] ; [46 30],[5.4 3.6] ; [45.6 30.4],0
d2,1,0.773477,0.082846,[4 5] ; [30 46],[3.6 5.4] ; [30.4 45.6],0
a5,1,0.799316,0.064634,[6 3] ; [48 29],[5.65116279 3.34883721] ; [48.34883721 28.65116279],0
b5,1,0.857813,0.032098,[6 3] ; [49 28],[5.75581395 3.24418605] ; [49.24418605 27.75581395],0
a3,1,0.917855,0.010637,[6 3] ; [50 27],[5.86046512 3.13953488] ; [50.13953488 26.86046512],0
b2,1,0.945797,0.004622,[1 4] ; [ 9 39],[0.94339623 4.05660377] ; [ 9.05660377 38.94339623],0
b3,1,0.945797,0.004622,[1 4] ; [ 9 39],[0.94339623 4.05660377] ; [ 9.05660377 38.94339623],0
b4,1,0.95407,0.003317,[5 4] ; [42 35],[4.91860465 4.08139535] ; [42.08139535 34.91860465],0
