Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,82.207301,[ 33 101] ; [224  92],[76.52888889 57.47111111] ; [180.47111111 135.52888889],1
p6,1,0.0,41.083248,[ 26 105] ; [166 148],[56.52134831 74.47865169] ; [135.47865169 178.52134831],1
p8,1,2e-06,23.099972,[56 73] ; [214 101],[78.44594595 50.55405405] ; [191.55405405 123.44594595],1
p5,1,3.4e-05,17.175345,[  4 130] ; [ 55 261],[ 17.56888889 116.43111111] ; [ 41.43111111 274.56888889],1
n4,1,5.1e-05,16.400806,[94 39] ; [275  42],[109.06  23.94] ; [259.94  57.06],1
n5,1,5.3e-05,16.34099,[87 45] ; [263  53],[103.125  28.875] ; [246.875  69.125],1
p7,1,6.3e-05,16.012562,[71 56] ; [237  78],[88.49773756 38.50226244] ; [219.50226244  95.49773756],1
s6,1,7.6e-05,15.667153,[77 55] ; [237  71],[94.2 37.8] ; [219.8  88.2],1
s7,1,0.000162,14.230704,[51 79] ; [177 123],[68.93023256 61.06976744] ; [159.06976744 140.93023256],1
v1,1,0.000668,11.575353,[61 69] ; [199 110],[76.99316629 53.00683371] ; [183.00683371 125.99316629],1
p10,1,0.00198,9.568065,[105  28] ; [283  32],[115.1875  17.8125] ; [272.8125  42.1875],0
s8,1,0.002017,9.534189,[54 80] ; [176 137],[68.94854586 65.05145414] ; [161.05145414 151.94854586],0
s2,1,0.004111,8.233958,[63 70] ; [193 118],[76.68468468 56.31531532] ; [179.31531532 131.68468468],0
a1,1,0.010399,6.565264,[  1 133] ; [ 20 297],[  6.23946785 127.76053215] ; [ 14.76053215 302.23946785],0
p9,1,0.011834,6.335564,[109  22] ; [287  27],[116.5752809  14.4247191] ; [279.4247191  34.5752809],0
b5,1,0.014395,5.989069,[95 39] ; [186 131],[83.49002217 50.50997783] ; [197.50997783 119.49002217],0
u1,1,0.014694,5.952744,[ 26 108] ; [ 97 220],[36.54545455 97.45454545] ; [ 86.45454545 230.54545455],0
a5,1,0.019602,5.447009,[105  29] ; [276  41],[113.20177384  20.79822616] ; [267.79822616  49.20177384],0
b1,1,0.02528,5.004573,[38 96] ; [125 192],[48.43015521 85.56984479] ; [114.56984479 202.43015521],0
p1,1,0.034177,4.485832,[  7 127] ; [ 37 279],[ 13.10222222 120.89777778] ; [ 30.89777778 285.10222222],0
s5,1,0.042618,4.110497,[41 88] ; [127 174],[50.4 78.6] ; [117.6 183.4],0
p12,1,0.047051,3.943565,[  7 125] ; [ 36 281],[ 12.64142539 119.35857461] ; [ 30.35857461 286.64142539],0
p11,1,0.051141,3.803656,[104  30] ; [270  47],[111.12195122  22.87804878] ; [262.87804878  54.12195122],0
s4,1,0.051146,3.803497,[ 15 117] ; [ 59 253],[ 22. 110.] ; [ 52. 260.],0
d3,1,0.055196,3.676163,[114  20] ; [289  28],[119.7383592  14.2616408] ; [283.2616408  33.7383592],0
s3,1,0.055456,3.668333,[71 62] ; [195 114],[80.04072398 52.95927602] ; [185.95927602 123.04072398],0
u3,1,0.055813,3.657635,[15 15] ; [41 17],[19.09090909 10.90909091] ; [36.90909091 21.09090909],0
u4,1,0.099638,2.71133,[  1 133] ; [ 11 305],[  3.57333333 130.42666667] ; [  8.42666667 307.57333333],0
s1,1,0.104781,2.63123,[  1 130] ; [ 11 304],[  3.52466368 127.47533632] ; [  8.47533632 306.52466368],0
v3,1,0.113105,2.510295,[51 80] ; [142 159],[58.52546296 72.47453704] ; [134.47453704 166.52546296],0
n6,1,0.11454,2.49044,[112  21] ; [282  33],[116.96875  16.03125] ; [277.03125  37.96875],0
a7,1,0.152275,2.049312,[98 35] ; [253  64],[103.74  29.26] ; [247.26  69.74],0
