Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.004155,8.214823,[ 9 22] ; [18  9],[14.43103448 16.56896552] ; [12.56896552 14.43103448],0
a5,1,0.020411,5.376376,[ 9 22] ; [16 11],[13.36206897 17.63793103] ; [11.63793103 15.36206897],0
a2,1,0.026746,4.907141,[ 1 30] ; [ 6 21],[ 3.74137931 27.25862069] ; [ 3.25862069 23.74137931],0
r3,1,0.040778,4.18522,[ 9 22] ; [15 12],[12.82758621 18.17241379] ; [11.17241379 15.82758621],0
a6,1,0.07019,3.278561,[11 20] ; [16 11],[14.43103448 16.56896552] ; [12.56896552 14.43103448],0
n4,1,0.07019,3.278561,[20 11] ; [11 16],[16.56896552 14.43103448] ; [14.43103448 12.56896552],0
d1,1,0.076379,3.140316,[ 9 22] ; [14 13],[12.29310345 18.70689655] ; [10.70689655 16.29310345],0
a4,1,0.091374,2.85,[ 7 23] ; [12 15],[10. 20.] ; [ 9. 18.],0
b5,1,0.118238,2.440507,[12 19] ; [16 11],[14.96551724 16.03448276] ; [13.03448276 13.96551724],0
a3,1,0.126804,2.331202,[14 17] ; [17  9],[16.85964912 14.14035088] ; [14.14035088 11.85964912],0
d4,1,0.128403,2.31171,[17 14] ; [20  7],[19.77586207 11.22413793] ; [17.22413793  9.77586207],0
p4,1,0.144403,2.130399,[ 5 25] ; [ 9 18],[ 7.36842105 22.63157895] ; [ 6.63157895 20.36842105],0
p6,1,0.156239,2.010256,[ 2 28] ; [ 5 21],[ 3.75 26.25] ; [ 3.25 22.75],0
v4,1,0.188108,1.732378,[13 18] ; [16 11],[15.5 15.5] ; [13.5 13.5],0
n5,1,0.199512,1.645945,[19 12] ; [12 15],[16.56896552 14.43103448] ; [14.43103448 12.56896552],0
s5,1,0.206745,1.594078,[ 6 25] ; [ 2 24],[ 4.35087719 26.64912281] ; [ 3.64912281 22.35087719],0
v2,1,0.226742,1.461182,[ 8 23] ; [11 16],[10.15517241 20.84482759] ; [ 8.84482759 18.15517241],0
s3,1,0.233961,1.416618,[11 19] ; [ 6 21],[ 8.94736842 21.05263158] ; [ 8.05263158 18.94736842],0
s8,1,0.237151,1.397451,[ 1 30] ; [ 3 24],[ 2.13793103 28.86206897] ; [ 1.86206897 25.13793103],0
d5,1,0.245594,1.348197,[16 15] ; [18  9],[18.17241379 12.82758621] ; [15.82758621 11.17241379],0
