Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,90.282665,[ 36 123] ; [202  89],[84.09333333 74.90666667] ; [153.90666667 137.09333333],1
p6,1,0.0,38.461489,[ 36 122] ; [153 135],[66.95515695 91.04484305] ; [122.04484305 165.95515695],1
p8,1,0.0,25.287513,[ 56 100] ; [177 114],[81.31543624 74.68456376] ; [151.68456376 139.31543624],1
p5,1,1e-06,25.12225,[  3 154] ; [ 53 235],[ 19.75730337 137.24269663] ; [ 36.24269663 251.75730337],1
p2,1,2e-06,22.884125,[114  44] ; [261  30],[131.95991091  26.04008909] ; [243.04008909  47.95991091],1
p7,1,7e-05,15.82343,[81 68] ; [211  77],[99.56064073 49.43935927] ; [192.43935927  95.56064073],1
d1,1,7.6e-05,15.664332,[83 76] ; [207  85],[102.23946785  56.76053215] ; [187.76053215 104.23946785],1
s6,1,0.000418,12.452183,[124  32] ; [261  25],[135.88235294  20.11764706] ; [249.11764706  36.88235294],1
d3,1,0.000423,12.429501,[95 62] ; [223  69],[111.19376392  45.80623608] ; [206.80623608  85.19376392],1
n5,1,0.000564,11.891209,[107  51] ; [238  52],[121.67410714  36.32589286] ; [223.32589286  66.67410714],1
n4,1,0.001446,10.14614,[109  49] ; [239  52],[122.45879733  35.54120267] ; [225.54120267  65.45879733],0
a5,1,0.002757,8.961675,[106  53] ; [232  60],[119.16186253  39.83813747] ; [218.83813747  73.16186253],0
s8,1,0.003053,8.775304,[84 75] ; [195  96],[98.58 60.42] ; [180.42 110.58],0
s7,1,0.005503,7.706357,[95 60] ; [206  72],[107.7482679  47.2517321] ; [193.2517321  84.7482679],0
n6,1,0.010399,6.565191,[125  32] ; [256  33],[134.11883408  22.88116592] ; [246.88116592  42.11883408],0
p12,1,0.011615,6.368732,[  9 149] ; [ 39 252],[ 16.8908686 141.1091314] ; [ 31.1091314 259.8908686],0
a2,1,0.011682,6.358539,[ 31 128] ; [ 89 203],[ 42.3059867 116.6940133] ; [ 77.6940133 214.3059867],0
p9,1,0.012564,6.229524,[128  27] ; [263  27],[136.19101124  18.80898876] ; [254.80898876  35.19101124],0
a3,1,0.016166,5.784765,[107  51] ; [228  64],[117.62222222  40.37777778] ; [217.37777778  74.62222222],0
a4,1,0.016965,5.69994,[63 96] ; [150 142],[75.09312639 83.90687361] ; [137.90687361 154.09312639],0
v1,1,0.018126,5.583937,[77 77] ; [174 108],[88.6559633 65.3440367] ; [162.3440367 119.6559633],0
p10,1,0.021653,5.273448,[126  31] ; [256  34],[134.17002237  22.82997763] ; [247.82997763  42.17002237],0
d4,1,0.021994,5.246229,[129  29] ; [260  31],[136.88641425  21.11358575] ; [252.11358575  38.88641425],0
u4,1,0.052399,3.762995,[  2 157] ; [ 14 278],[  5.64079823 153.35920177] ; [ 10.35920177 281.64079823],0
s5,1,0.05564,3.662796,[62 89] ; [141 137],[71.45221445 79.54778555] ; [131.54778555 146.45221445],0
d2,1,0.073395,3.205417,[74 84] ; [162 129],[83.0467706 74.9532294] ; [152.9532294 138.0467706],0
p1,1,0.079652,3.071981,[  9 148] ; [ 31 259],[ 14.049217 142.950783] ; [ 25.950783 264.049217],0
p11,1,0.080514,3.054487,[116  43] ; [234  58],[123.3924612  35.6075388] ; [226.6075388  65.3924612],0
r1,1,0.088495,2.901541,[124  35] ; [244  45],[130.60714286  28.39285714] ; [237.39285714  51.60714286],0
d5,1,0.105693,2.617465,[125  32] ; [249  42],[131.06696429  25.93303571] ; [242.93303571  48.06696429],0
v4,1,0.136356,2.218611,[150   8] ; [283   7],[152.70982143   5.29017857] ; [280.29017857   9.70982143],0
n3,1,0.137597,2.204632,[28 16] ; [41 12],[31.29896907 12.70103093] ; [37.70103093 15.29896907],0
r4,1,0.177484,1.818567,[143  16] ; [273  19],[146.66075388  12.33924612] ; [269.33924612  22.66075388],0
u1,1,0.184723,1.759209,[ 29 130] ; [ 69 223],[ 34.54988914 124.45011086] ; [ 63.45011086 228.54988914],0
u2,1,0.189016,1.725268,[27 24] ; [41 22],[30.42105263 20.57894737] ; [37.57894737 25.42105263],0
b1,1,0.190876,1.710842,[ 58 101] ; [125 167],[64.51662971 94.48337029] ; [118.48337029 173.51662971],0
a7,1,0.295916,1.09251,[110  48] ; [216  75],[114.71714922  43.28285078] ; [211.28285078  79.71714922],0
a6,1,0.296366,1.090473,[96 61] ; [193  99],[101.05345212  55.94654788] ; [187.94654788 104.05345212],0
s3,1,0.296469,1.090012,[134  24] ; [256  34],[137.54464286  20.45535714] ; [252.45535714  37.54464286],0
a8,1,0.299851,1.074858,[ 27 118] ; [ 40 232],[ 23.29736211 121.70263789] ; [ 43.70263789 228.29736211],0
v3,1,0.370501,0.801984,[61 91] ; [124 154],[65.39534884 86.60465116] ; [119.60465116 158.39534884],0
u3,1,0.380933,0.767688,[32 20] ; [43 19],[34.21052632 17.78947368] ; [40.78947368 21.21052632],0
r2,1,0.381377,0.766258,[154   4] ; [278  12],[152.35714286   5.64285714] ; [279.64285714  10.35714286],0
s4,1,0.43808,0.601306,[ 40 117] ; [ 64 224],[ 36.69213483 120.30786517] ; [ 67.30786517 220.69213483],0
a1,1,0.444659,0.584229,[  8 151] ; [ 20 272],[  9.8713969 149.1286031] ; [ 18.1286031 273.8713969],0
s1,1,0.46083,0.543879,[  9 149] ; [ 12 277],[  7.42281879 150.57718121] ; [ 13.57718121 275.42281879],0
b5,1,0.486336,0.484623,[99 60] ; [172 120],[95.54101996 63.45898004] ; [175.45898004 116.54101996],0
n1,1,0.613632,0.254919,[16 27] ; [22 30],[17.2 25.8] ; [20.8 31.2],0
n2,1,0.840158,0.040679,[34  9] ; [41 12],[33.59375  9.40625] ; [41.40625 11.59375],0
v2,1,0.849352,0.036079,[88 60] ; [165 117],[87.07906977 60.92093023] ; [165.92093023 116.07906977],0
b2,1,0.930265,0.007658,[35 57] ; [ 71 113],[35.33333333 56.66666667] ; [ 70.66666667 113.33333333],0
b3,1,0.930265,0.007658,[35 57] ; [ 71 113],[35.33333333 56.66666667] ; [ 70.66666667 113.33333333],0
b4,1,0.997528,1e-05,[92 67] ; [169 123],[92.01552106 66.98447894] ; [168.98447894 123.01552106],0
