Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,67.072522,[569  83] ; [95 65],[533.16256158 118.83743842] ; [130.83743842  29.16256158],1
p9,1,0.0,39.372016,[578  71] ; [111  49],[552.73300371  96.26699629] ; [136.26699629  23.73300371],1
p2,1,5e-06,20.711234,[562  91] ; [119  48],[542.30853659 110.69146341] ; [138.69146341  28.30853659],1
p8,1,8e-06,19.95682,[369 275] ; [ 62 102],[343.51980198 300.48019802] ; [87.48019802 76.51980198],1
n4,1,1e-05,19.46471,[529 128] ; [107  59],[507.7181045 149.2818955] ; [128.2818955  37.7181045],1
n5,1,1.6e-05,18.621028,[512 142] ; [103  63],[490.5 163.5] ; [124.5  41.5],1
n6,1,5.1e-05,16.428202,[575  80] ; [125  41],[558.46528624  96.53471376] ; [141.53471376  24.46528624],1
p7,1,8.2e-05,15.51472,[435 202] ; [85 79],[413.53308365 223.46691635] ; [106.46691635  57.53308365],1
b1,1,0.001407,10.196555,[226 433] ; [80 88],[243.83796856 415.16203144] ; [ 62.16203144 105.83796856],0
p4,1,0.003318,8.623604,[409 242] ; [83 82],[392.51470588 258.48529412] ; [99.48529412 65.51470588],0
p12,1,0.006652,7.364733,[ 62 589] ; [  5 160],[ 53.45220588 597.54779412] ; [ 13.54779412 151.45220588],0
v1,1,0.007272,7.204419,[365 274] ; [76 91],[349.62655087 289.37344913] ; [91.37344913 75.62655087],0
p3,1,0.01124,6.426993,[346 308] ; [70 97],[331.38124239 322.61875761] ; [84.61875761 82.38124239],0
s4,1,0.011501,6.386278,[ 98 549] ; [ 39 128],[108.89312039 538.10687961] ; [ 28.10687961 138.89312039],0
b3,1,0.012329,6.262983,[167 247] ; [22 63],[156.80561122 257.19438878] ; [32.19438878 52.80561122],0
b2,1,0.012329,6.262983,[167 247] ; [22 63],[156.80561122 257.19438878] ; [32.19438878 52.80561122],0
r3,1,0.017443,5.651205,[649   9] ; [159   7],[645.22330097  12.77669903] ; [162.77669903   3.22330097],0
v2,1,0.036674,4.365469,[368 261] ; [80 82],[356.24778761 272.75221239] ; [91.75221239 70.24778761],0
s1,1,0.039785,4.227031,[ 18 628] ; [ 10 155],[ 22.30332922 623.69667078] ; [  5.69667078 159.30332922],0
a6,1,0.059792,3.543134,[462 194] ; [105  62],[451.94653706 204.05346294] ; [115.05346294  51.94653706],0
a5,1,0.086391,2.940362,[497 161] ; [116  52],[488.3220339 169.6779661] ; [124.6779661  43.3220339],0
n1,1,0.108391,2.577531,[41 77] ; [27 30],[45.85142857 72.14857143] ; [22.14857143 34.85142857],0
b5,1,0.118437,2.437868,[392 267] ; [111  57],[400.81862152 258.18137848] ; [102.18137848  65.81862152],0
v3,1,0.119723,2.420943,[267 365] ; [ 56 102],[258.4 373.6] ; [64.6 93.4],0
u2,1,0.13968,2.18148,[110  72] ; [26 27],[105.32765957  76.67234043] ; [30.67234043 22.32765957],0
p5,1,0.162915,1.946956,[ 80 570] ; [ 14 152],[ 74.87745098 575.12254902] ; [ 19.12254902 146.87745098],0
p6,1,0.236809,1.399493,[246 399] ; [ 54 109],[239.48019802 405.51980198] ; [ 60.51980198 102.48019802],0
d4,1,0.241921,1.369363,[544 112] ; [132  35],[538.82867558 117.17132442] ; [137.17132442  29.82867558],0
a3,1,0.263865,1.248366,[476 181] ; [113  53],[470.19805589 186.80194411] ; [118.80194411  47.19805589],0
d2,1,0.295149,1.095983,[312 344] ; [87 80],[318.036452 337.963548] ; [80.963548 86.036452],0
s2,1,0.311752,1.023239,[334 317] ; [93 74],[339.82518337 311.17481663] ; [87.17481663 79.82518337],0
r2,1,0.323248,0.975761,[640  16] ; [166   2],[641.66990291  14.33009709] ; [164.33009709   3.66990291],0
d1,1,0.366925,0.81405,[394 265] ; [94 74],[388.86577993 270.13422007] ; [99.13422007 68.86577993],0
a2,1,0.400982,0.70538,[156 503] ; [ 45 123],[160.16807739 498.83192261] ; [ 40.83192261 127.16807739],0
s8,1,0.442478,0.589849,[301 352] ; [71 95],[296.6007326 356.3992674] ; [75.3992674 90.6007326],0
a8,1,0.45066,0.568992,[ 87 514] ; [ 18 131],[ 84.14 516.86] ; [ 20.86 128.14],0
s6,1,0.460624,0.544377,[439 205] ; [116  47],[442.89962825 201.10037175] ; [112.10037175  50.89962825],0
b4,1,0.492539,0.470976,[388 271] ; [94 74],[384.08464329 274.91535671] ; [97.91535671 70.08464329],0
a1,1,0.526129,0.401862,[ 31 628] ; [  6 162],[ 29.48367594 629.51632406] ; [  7.51632406 160.48367594],0
d3,1,0.550038,0.357249,[459 198] ; [112  54],[455.82867558 201.17132442] ; [115.17132442  50.82867558],0
a4,1,0.564138,0.332591,[294 362] ; [79 88],[297.31227217 358.68772783] ; [75.68772783 91.31227217],0
d5,1,0.584783,0.298566,[530 127] ; [137  29],[532.4653706 124.5346294] ; [134.5346294  31.4653706],0
s5,1,0.598281,0.277596,[220 414] ; [58 99],[222.82174463 411.17825537] ; [ 55.17825537 101.82174463],0
r1,1,0.658455,0.195406,[563  94] ; [140  26],[561.20413123  95.79586877] ; [141.79586877  24.20413123],0
u1,1,0.669287,0.182437,[120 539] ; [ 33 135],[121.91898428 537.08101572] ; [ 31.08101572 136.91898428],0
s7,1,0.682514,0.16731,[308 323] ; [78 76],[310.27515924 320.72484076] ; [75.72484076 78.27515924],0
a7,1,0.696943,0.151672,[482 175] ; [125  42],[483.97936893 173.02063107] ; [123.02063107  43.97936893],0
n2,1,0.781054,0.077254,[91 28] ; [44 15],[90.25280899 28.74719101] ; [44.74719101 14.25280899],0
n3,1,0.797334,0.065946,[90 30] ; [43 13],[90.68181818 29.31818182] ; [42.31818182 13.68181818],0
u3,1,0.888763,0.019564,[112  71] ; [33 20],[112.43644068  70.56355932] ; [32.56355932 20.43644068],0
p1,1,0.922246,0.009527,[ 57 595] ; [ 15 152],[ 57.31868132 594.68131868] ; [ 14.68131868 152.31868132],0
u4,1,0.935509,0.006547,[ 15 644] ; [  4 164],[ 15.14026602 643.85973398] ; [  3.85973398 164.14026602],0
s3,1,0.994479,4.8e-05,[366 280] ; [94 72],[365.96059113 280.03940887] ; [94.03940887 71.96059113],0
