Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.522457,[17 25] ; [59 10],[28.75675676 13.24324324] ; [47.24324324 21.75675676],1
p4,1,0.001068,10.705605,[18 24] ; [51 18],[26.10810811 15.89189189] ; [42.89189189 26.10810811],0
p3,1,0.00112,10.617504,[11 31] ; [40 29],[19.2972973 22.7027027] ; [31.7027027 37.2972973],0
a5,1,0.001295,10.350186,[22 20] ; [56 13],[29.51351351 12.48648649] ; [48.48648649 20.51351351],0
a4,1,0.001376,10.238199,[ 9 33] ; [36 33],[17.02702703 24.97297297] ; [27.97297297 41.02702703],0
a2,1,0.004574,8.040438,[ 4 38] ; [23 46],[10.21621622 31.78378378] ; [16.78378378 52.21621622],0
d1,1,0.008795,6.863973,[18 24] ; [47 22],[24.59459459 17.40540541] ; [40.40540541 28.59459459],0
d2,1,0.009942,6.645231,[12 30] ; [37 32],[18.54054054 23.45945946] ; [30.45945946 38.54054054],0
n6,1,0.023973,5.096568,[31 10] ; [63  6],[35.03636364  5.96363636] ; [58.96363636 10.03636364],0
u1,1,0.036682,4.365124,[ 5 37] ; [20 49],[ 9.45945946 32.54054054] ; [15.54054054 53.45945946],0
v1,1,0.083513,2.995177,[15 26] ; [37 32],[19.38181818 21.61818182] ; [32.61818182 36.38181818],0
p5,1,0.08459,2.974435,[ 1 41] ; [ 8 61],[ 3.40540541 38.59459459] ; [ 5.59459459 63.40540541],0
a6,1,0.092658,2.827581,[26 16] ; [53 16],[29.89189189 12.10810811] ; [49.10810811 19.89189189],0
p6,1,0.097478,2.746323,[13 28] ; [33 36],[17.14545455 23.85454545] ; [28.85454545 40.14545455],0
r4,1,0.111104,2.538443,[34  8] ; [63  6],[36.7027027  5.2972973] ; [60.2972973  8.7027027],0
p11,1,0.113566,2.503889,[25 17] ; [51 18],[28.75675676 13.24324324] ; [47.24324324 21.75675676],0
p9,1,0.150003,2.072221,[32  8] ; [62  7],[34.49541284  5.50458716] ; [59.50458716  9.49541284],0
b2,1,0.178277,1.811926,[ 7 13] ; [ 7 30],[ 4.9122807 15.0877193] ; [ 9.0877193 27.9122807],0
b3,1,0.178277,1.811926,[ 7 13] ; [ 7 30],[ 4.9122807 15.0877193] ; [ 9.0877193 27.9122807],0
s8,1,0.178945,1.806367,[17 25] ; [37 32],[20.43243243 21.56756757] ; [33.56756757 35.43243243],0
d5,1,0.188982,1.725539,[31 11] ; [58 11],[33.67567568  8.32432432] ; [55.32432432 13.67567568],0
p8,1,0.193672,1.689463,[16 24] ; [36 32],[19.25925926 20.74074074] ; [32.74074074 35.25925926],0
r1,1,0.204141,1.612495,[29 13] ; [55 14],[31.78378378 10.21621622] ; [52.21621622 16.78378378],0
b4,1,0.243213,1.361872,[29 13] ; [40 29],[26.10810811 15.89189189] ; [42.89189189 26.10810811],0
a3,1,0.245576,1.348298,[26 16] ; [50 19],[28.75675676 13.24324324] ; [47.24324324 21.75675676],0
p12,1,0.271588,1.20871,[ 1 41] ; [ 5 64],[ 2.27027027 39.72972973] ; [ 3.72972973 65.27027027],0
v4,1,0.296585,1.089487,[40  2] ; [68  1],[40.86486486  1.13513514] ; [67.13513514  1.86486486],0
s5,1,0.31329,1.016756,[17 24] ; [31 29],[19.48514851 21.51485149] ; [28.51485149 31.48514851],0
r2,1,0.39171,0.733627,[41  1] ; [64  4],[40.09090909  1.90909091] ; [64.90909091  3.09090909],0
b1,1,0.428496,0.626896,[11 31] ; [23 46],[12.86486486 29.13513514] ; [21.13513514 47.86486486],0
p10,1,0.429458,0.624288,[32  9] ; [58 11],[33.54545455  7.45454545] ; [56.45454545 12.54545455],0
s7,1,0.438534,0.600115,[21 20] ; [40 28],[22.94495413 18.05504587] ; [38.05504587 29.94495413],0
u3,1,0.507903,0.438386,[11  5] ; [11  8],[10.05714286  5.94285714] ; [11.94285714  7.05714286],0
s2,1,0.525616,0.402859,[29 13] ; [50 17],[30.44036697 11.55963303] ; [48.55963303 18.44036697],0
b5,1,0.526529,0.401086,[30 12] ; [53 16],[31.40540541 10.59459459] ; [51.59459459 17.40540541],0
s6,1,0.596361,0.280519,[34  8] ; [56 10],[35.  7.] ; [55. 11.],0
p2,1,0.598399,0.277418,[33  9] ; [57 12],[34.05405405  7.94594595] ; [55.94594595 13.05405405],0
d4,1,0.673541,0.177488,[34  8] ; [58 11],[34.81081081  7.18918919] ; [57.18918919 11.81081081],0
u2,1,0.677726,0.172697,[7 9] ; [ 7 12],[6.4 9.6] ; [ 7.6 11.4],0
n1,1,0.688921,0.160256,[ 3 10] ; [ 2 10],[ 2.6 10.4] ; [2.4 9.6],0
s3,1,0.735494,0.114127,[29 13] ; [49 19],[29.78181818 12.21818182] ; [48.21818182 19.78181818],0
v3,1,0.751394,0.100363,[12 29] ; [18 50],[11.28440367 29.71559633] ; [18.71559633 49.28440367],0
p7,1,0.763901,0.090218,[22 16] ; [42 27],[22.72897196 15.27102804] ; [41.27102804 27.72897196],0
r3,1,0.767237,0.08761,[38  3] ; [64  4],[38.36697248  2.63302752] ; [63.63302752  4.36697248],0
p1,1,0.777264,0.080024,[ 3 39] ; [ 4 65],[ 2.64864865 39.35135135] ; [ 4.35135135 64.64864865],0
n2,1,0.910443,0.012652,[10  3] ; [9 3],[9.88 3.12] ; [9.12 2.88],0
v2,1,0.929004,0.007939,[20 19] ; [36 33],[20.22222222 18.77777778] ; [35.77777778 33.22222222],0
d3,1,0.978451,0.00073,[34  8] ; [56 13],[34.05405405  7.94594595] ; [55.94594595 13.05405405],0
