Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.009512,6.724116,[21 11] ; [ 3 10],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
d3,1,0.053134,3.739698,[20 12] ; [4 9],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
s2,1,0.066569,3.365658,[11 21] ; [ 1 12],[ 8.53333333 23.46666667] ; [3.46666667 9.53333333],0
v3,1,0.066569,3.365658,[11 21] ; [ 1 12],[ 8.53333333 23.46666667] ; [3.46666667 9.53333333],0
p10,1,0.07269,3.221199,[29  3] ; [9 4],[27.02222222  4.97777778] ; [10.97777778  2.02222222],0
d5,1,0.094495,2.796077,[21 11] ; [5 8],[18.48888889 13.51111111] ; [7.51111111 5.48888889],0
b1,1,0.097449,2.746808,[16 16] ; [10  3],[18.48888889 13.51111111] ; [7.51111111 5.48888889],0
s7,1,0.147299,2.1,[12 18] ; [ 2 10],[10. 20.] ; [4. 8.],0
n4,1,0.156469,2.00802,[22 10] ; [6 7],[19.91111111 12.08888889] ; [8.08888889 4.91111111],0
p5,1,0.188313,1.730769,[ 8 24] ; [ 1 12],[ 6.4 25.6] ; [ 2.6 10.4],0
b4,1,0.202462,1.624528,[19 13] ; [5 8],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
p4,1,0.226877,1.460337,[21 11] ; [6 7],[19.2 12.8] ; [7.8 5.2],0
v2,1,0.255291,1.294118,[14 18] ; [3 9],[12.36363636 19.63636364] ; [4.63636364 7.36363636],0
r1,1,0.265017,1.242358,[13 19] ; [ 3 10],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
n5,1,0.275349,1.189904,[22 10] ; [11  2],[23.46666667  8.53333333] ; [9.53333333 3.46666667],0
n3,1,0.310437,1.028815,[5 6] ; [3 1],[5.86666667 5.13333333] ; [2.13333333 1.86666667],0
a8,1,0.359397,0.84,[ 4 26] ; [3 9],[ 5. 25.] ; [ 2. 10.],0
s6,1,0.372449,0.795478,[17 15] ; [5 8],[15.64444444 16.35555556] ; [6.35555556 6.64444444],0
p2,1,0.379394,0.772665,[26  6] ; [9 4],[24.88888889  7.11111111] ; [10.11111111  2.88888889],0
n2,1,0.474549,0.511364,[6 5] ; [3 1],[6.6 4.4] ; [2.4 1.6],0
a6,1,0.481924,0.494505,[16 16] ; [5 8],[14.93333333 17.06666667] ; [6.06666667 6.93333333],0
a7,1,0.53835,0.378606,[18 14] ; [6 7],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
p8,1,0.53835,0.378606,[14 18] ; [7 6],[14.93333333 17.06666667] ; [6.06666667 6.93333333],0
s3,1,0.583509,0.300596,[10 22] ; [ 3 10],[ 9.24444444 22.75555556] ; [3.75555556 9.24444444],0
b5,1,0.591208,0.288462,[20 12] ; [7 6],[19.2 12.8] ; [7.8 5.2],0
s8,1,0.668999,0.182775,[12 20] ; [4 9],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
b3,1,0.694176,0.154602,[ 7 12] ; [2 5],[ 6.57692308 12.42307692] ; [2.42307692 4.57692308],0
b2,1,0.694176,0.154602,[ 7 12] ; [2 5],[ 6.57692308 12.42307692] ; [2.42307692 4.57692308],0
p7,1,0.733594,0.115837,[19 13] ; [7 6],[18.48888889 13.51111111] ; [7.51111111 5.48888889],0
u3,1,0.757354,0.095455,[4 7] ; [3 7],[3.66666667 7.33333333] ; [3.33333333 6.66666667],0
u2,1,0.757354,0.095455,[7 4] ; [7 3],[7.33333333 3.66666667] ; [6.66666667 3.33333333],0
p11,1,0.788981,0.071628,[26  6] ; [11  2],[26.31111111  5.68888889] ; [10.68888889  2.31111111],0
p3,1,0.795198,0.067375,[11 21] ; [5 8],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
v4,1,0.816099,0.054087,[21 11] ; [9 4],[21.33333333 10.66666667] ; [8.66666667 4.33333333],0
a4,1,0.85921,0.031464,[ 9 23] ; [4 9],[ 9.24444444 22.75555556] ; [3.75555556 9.24444444],0
s1,1,0.860449,0.030907,[ 2 30] ; [ 1 12],[ 2.13333333 29.86666667] ; [ 0.86666667 12.13333333],0
u1,1,0.860449,0.030907,[ 2 30] ; [ 1 12],[ 2.13333333 29.86666667] ; [ 0.86666667 12.13333333],0
n6,1,0.908273,0.013275,[22  9] ; [9 4],[21.84090909  9.15909091] ; [9.15909091 3.84090909],0
n1,1,0.929859,0.007748,[3 8] ; [1 3],[2.93333333 8.06666667] ; [1.06666667 2.93333333],0
p6,1,0.929955,0.007727,[ 7 25] ; [ 3 10],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
v1,1,0.951917,0.003636,[12 20] ; [5 8],[12.08888889 19.91111111] ; [4.91111111 8.08888889],0
a5,1,0.951917,0.003636,[20 12] ; [8 5],[19.91111111 12.08888889] ; [8.08888889 4.91111111],0
r4,1,0.951917,0.003636,[12 20] ; [5 8],[12.08888889 19.91111111] ; [4.91111111 8.08888889],0
d2,1,0.974811,0.000997,[10 22] ; [4 9],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
s4,1,0.983911,0.000407,[ 5 27] ; [ 2 11],[ 4.97777778 27.02222222] ; [ 2.02222222 10.97777778],0
