Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.477118,[60 53] ; [62  8],[75.33333333 37.66666667] ; [46.66666667 23.33333333],1
p4,1,1e-06,23.468853,[44 69] ; [53 17],[59.89617486 53.10382514] ; [37.10382514 32.89617486],1
p5,1,2e-06,22.855319,[  3 111] ; [18 52],[ 13.01086957 100.98913043] ; [ 7.98913043 62.01086957],1
n2,1,0.000684,11.531825,[30  1] ; [8 6],[26.17777778  4.82222222] ; [11.82222222  2.17777778],1
p8,1,0.001258,10.402548,[47 67] ; [46 24],[57.61956522 56.38043478] ; [35.38043478 34.61956522],0
s7,1,0.001493,10.086868,[41 70] ; [39 24],[51.03448276 59.96551724] ; [28.96551724 34.03448276],0
p3,1,0.007785,7.082305,[47 67] ; [43 27],[55.76086957 58.23913043] ; [34.23913043 35.76086957],0
p12,1,0.015232,5.889418,[  3 110] ; [ 8 62],[  6.79234973 106.20765027] ; [ 4.20765027 65.79234973],0
p2,1,0.01544,5.865585,[84 30] ; [62  8],[90.45652174 23.54347826] ; [55.54347826 14.45652174],0
n5,1,0.015761,5.829314,[76 36] ; [58 11],[82.91712707 29.08287293] ; [51.08287293 17.91712707],0
p1,1,0.01628,5.772356,[  4 110] ; [ 9 61],[  8.05434783 105.94565217] ; [ 4.94565217 65.05434783],0
v1,1,0.017395,5.656091,[59 52] ; [49 20],[66.6 44.4] ; [41.4 27.6],0
s8,1,0.024861,5.033527,[38 76] ; [35 35],[45.22826087 68.77173913] ; [27.77173913 42.22826087],0
n4,1,0.027252,4.874769,[75 38] ; [57 13],[81.50819672 31.49180328] ; [50.49180328 19.50819672],0
b3,1,0.037251,4.338905,[16 44] ; [20 23],[20.97087379 39.02912621] ; [15.02912621 27.97087379],0
b2,1,0.037251,4.338905,[16 44] ; [20 23],[20.97087379 39.02912621] ; [15.02912621 27.97087379],0
u2,1,0.070306,3.27585,[16 24] ; [18 11],[19.71014493 20.28985507] ; [14.28985507 14.71014493],0
s5,1,0.070814,3.264042,[30 82] ; [27 41],[35.46666667 76.53333333] ; [21.53333333 46.46666667],0
n6,1,0.073645,3.199853,[88 25] ; [61  8],[92.51098901 20.48901099] ; [56.48901099 12.51098901],0
s4,1,0.085642,2.954446,[20 93] ; [ 6 64],[16.05464481 96.94535519] ; [ 9.94535519 60.05464481],0
p10,1,0.088991,2.892539,[85 28] ; [60 10],[89.53551913 23.46448087] ; [55.46448087 14.53551913],0
s2,1,0.119584,2.422761,[44 69] ; [35 34],[49.04945055 63.95054945] ; [29.95054945 39.04945055],0
a5,1,0.136261,2.219683,[76 38] ; [39 31],[71.25 42.75] ; [43.75 26.25],0
a2,1,0.141381,2.16286,[  4 110] ; [ 6 64],[  6.19565217 107.80434783] ; [ 3.80434783 66.19565217],0
p11,1,0.153986,2.032318,[86 28] ; [59 11],[89.83695652 24.16304348] ; [55.16304348 14.83695652],0
b5,1,0.162584,1.950023,[58 56] ; [43 27],[62.57608696 51.42391304] ; [38.42391304 31.57608696],0
u1,1,0.244987,1.351665,[  5 109] ; [ 6 64],[  6.81521739 107.18478261] ; [ 4.18478261 65.81521739],0
u3,1,0.267566,1.229181,[19 23] ; [17 12],[21.29577465 20.70422535] ; [14.70422535 14.29577465],0
n1,1,0.282843,1.153379,[ 8 22] ; [6 8],[ 9.54545455 20.45454545] ; [4.45454545 9.54545455],0
a6,1,0.310689,1.027746,[63 51] ; [44 26],[66.29347826 47.70652174] ; [40.70652174 29.29347826],0
a4,1,0.34325,0.898256,[24 90] ; [19 51],[26.64130435 87.35869565] ; [16.35869565 53.64130435],0
v3,1,0.349636,0.874777,[53 61] ; [37 32],[56.06557377 57.93442623] ; [33.93442623 35.06557377],0
a7,1,0.394081,0.726312,[74 40] ; [49 20],[76.62295082 37.37704918] ; [46.37704918 22.62295082],0
p9,1,0.432876,0.615094,[90 23] ; [59 11],[92.00546448 20.99453552] ; [56.99453552 13.00546448],0
s6,1,0.457396,0.552261,[69 42] ; [46 22],[71.31284916 39.68715084] ; [43.68715084 24.31284916],0
b4,1,0.48021,0.498385,[64 50] ; [43 27],[66.29347826 47.70652174] ; [40.70652174 29.29347826],0
a3,1,0.534949,0.384982,[72 42] ; [41 29],[70.01086957 43.98913043] ; [42.98913043 27.01086957],0
r3,1,0.547111,0.362518,[110   3] ; [67  3],[109.29508197   3.70491803] ; [67.70491803  2.29508197],0
s1,1,0.575765,0.313132,[  3 109] ; [ 1 69],[  2.46153846 109.53846154] ; [ 1.53846154 68.46153846],0
a1,1,0.590053,0.290261,[  7 107] ; [ 3 67],[  6.19565217 107.80434783] ; [ 3.80434783 66.19565217],0
n3,1,0.666853,0.185305,[26  5] ; [11  3],[25.48888889  5.51111111] ; [11.51111111  2.48888889],0
b1,1,0.668391,0.18349,[42 72] ; [28 42],[43.36956522 70.63043478] ; [26.63043478 43.36956522],0
r2,1,0.737935,0.11195,[103   8] ; [64  6],[102.41436464   8.58563536] ; [64.58563536  5.41436464],0
a8,1,0.746674,0.104347,[13 94] ; [ 9 56],[13.68604651 93.31395349] ; [ 8.31395349 56.68604651],0
d2,1,0.767955,0.087055,[ 13 101] ; [ 9 61],[ 13.63043478 100.36956522] ; [ 8.36956522 61.63043478],0
d3,1,0.80589,0.060384,[50 64] ; [32 38],[50.80434783 63.19565217] ; [31.19565217 38.80434783],0
v4,1,0.82564,0.048531,[104   7] ; [65  5],[103.64088398   7.35911602] ; [65.35911602  4.64088398],0
r4,1,0.862682,0.029915,[100  14] ; [62  8],[100.36956522  13.63043478] ; [61.63043478  8.36956522],0
d4,1,0.907979,0.013361,[71 43] ; [43 27],[70.63043478 43.36956522] ; [43.36956522 26.63043478],0
d5,1,0.943518,0.00502,[69 45] ; [42 28],[68.77173913 45.22826087] ; [42.22826087 27.77173913],0
s3,1,0.95293,0.003484,[56 55] ; [35 35],[55.80662983 55.19337017] ; [35.19337017 34.80662983],0
r1,1,0.977004,0.000831,[91 23] ; [56 14],[91.07608696 22.92391304] ; [55.92391304 14.07608696],0
