Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.011461,6.392411,[63 37] ; [3 9],[58.92857143 41.07142857] ; [7.07142857 4.92857143],0
p6,1,0.018984,5.502955,[14 83] ; [5 7],[16.90825688 80.09174312] ; [2.09174312 9.90825688],0
s7,1,0.045115,4.014337,[11 82] ; [4 8],[13.28571429 79.71428571] ; [ 1.71428571 10.28571429],0
d3,1,0.072751,3.219833,[53 46] ; [9 2],[55.8 43.2] ; [6.2 4.8],0
v3,1,0.109138,2.56666,[14 80] ; [4 8],[15.96226415 78.03773585] ; [2.03773585 9.96226415],0
d1,1,0.129138,2.302842,[39 61] ; [ 2 10],[36.60714286 63.39285714] ; [4.39285714 7.60714286],0
u2,1,0.139465,2.183857,[21 20] ; [5 1],[22.68085106 18.31914894] ; [3.31914894 2.68085106],0
a5,1,0.147456,2.098374,[47 53] ; [3 9],[44.64285714 55.35714286] ; [5.35714286 6.64285714],0
p11,1,0.152772,2.044349,[63 37] ; [5 7],[60.71428571 39.28571429] ; [7.28571429 4.71428571],0
a4,1,0.158225,1.991111,[27 73] ; [ 1 11],[25. 75.] ; [3. 9.],0
p10,1,0.179107,1.805014,[53 44] ; [9 3],[55.17431193 41.82568807] ; [6.82568807 5.17431193],0
p2,1,0.18744,1.737628,[63 35] ; [10  2],[65.03636364 32.96363636] ; [7.96363636 4.03636364],0
r3,1,0.206484,1.595906,[82 18] ; [8 4],[80.35714286 19.64285714] ; [9.64285714 2.35714286],0
b5,1,0.207589,1.588164,[56 44] ; [9 3],[58.03571429 41.96428571] ; [6.96428571 5.03571429],0
d5,1,0.228676,1.44908,[64 36] ; [5 6],[62.16216216 37.83783784] ; [6.83783784 4.16216216],0
v1,1,0.258009,1.279406,[32 66] ; [ 2 10],[30.29090909 67.70909091] ; [3.70909091 8.29090909],0
r4,1,0.27439,1.194667,[66 34] ; [6 6],[64.28571429 35.71428571] ; [7.71428571 4.28571429],0
b3,1,0.330399,0.947334,[15 37] ; [1 7],[13.86666667 38.13333333] ; [2.13333333 5.86666667],0
b2,1,0.330399,0.947334,[15 37] ; [1 7],[13.86666667 38.13333333] ; [2.13333333 5.86666667],0
n1,1,0.345802,0.888804,[ 8 30] ; [2 3],[ 8.8372093 29.1627907] ; [1.1627907 3.8372093],0
s2,1,0.382063,0.764052,[15 84] ; [3 9],[16.05405405 82.94594595] ; [ 1.94594595 10.05405405],0
p8,1,0.46129,0.542763,[35 63] ; [3 9],[33.85454545 64.14545455] ; [4.14545455 7.85454545],0
s8,1,0.480478,0.497778,[10 90] ; [ 2 10],[10.71428571 89.28571429] ; [ 1.28571429 10.71428571],0
a7,1,0.48412,0.489567,[62 38] ; [8 3],[63.06306306 36.93693694] ; [6.93693694 4.06306306],0
p4,1,0.502306,0.45006,[34 64] ; [3 9],[32.96363636 65.03636364] ; [4.03636364 7.96363636],0
b1,1,0.521415,0.411094,[43 57] ; [4 8],[41.96428571 58.03571429] ; [5.03571429 6.96428571],0
s3,1,0.523659,0.406681,[25 75] ; [ 2 10],[24.10714286 75.89285714] ; [2.89285714 9.10714286],0
a3,1,0.52395,0.406111,[59 40] ; [6 6],[57.97297297 41.02702703] ; [7.02702703 4.97297297],0
d2,1,0.531091,0.392303,[34 66] ; [3 9],[33.03571429 66.96428571] ; [3.96428571 8.03571429],0
u3,1,0.549441,0.358319,[22 19] ; [4 2],[22.68085106 18.31914894] ; [3.31914894 2.68085106],0
n5,1,0.565589,0.330119,[33 66] ; [5 7],[33.89189189 65.10810811] ; [4.10810811 7.89189189],0
p3,1,0.647118,0.209553,[22 76] ; [ 2 10],[21.38181818 76.61818182] ; [2.61818182 9.38181818],0
d4,1,0.654115,0.200752,[68 31] ; [9 3],[68.67567568 30.32432432] ; [8.32432432 3.67567568],0
r2,1,0.725494,0.123289,[79 21] ; [10  2],[79.46428571 20.53571429] ; [9.53571429 2.46428571],0
v4,1,0.745881,0.105024,[85 13] ; [10  2],[84.63636364 13.36363636] ; [10.36363636  1.63636364],0
v2,1,0.778096,0.079412,[36 60] ; [4 8],[35.55555556 60.44444444] ; [4.44444444 7.55555556],0
b4,1,0.792911,0.068923,[54 46] ; [6 6],[53.57142857 46.42857143] ; [6.42857143 5.57142857],0
s5,1,0.846534,0.037459,[10 89] ; [ 1 11],[ 9.81081081 89.18918919] ; [ 1.18918919 10.81081081],0
p9,1,0.851335,0.035125,[62 35] ; [8 4],[62.29357798 34.70642202] ; [7.70642202 4.29357798],0
u1,1,0.865432,0.028718,[ 7 93] ; [ 1 11],[ 7.14285714 92.85714286] ; [ 0.85714286 11.14285714],0
a6,1,0.895764,0.017165,[52 48] ; [6 6],[51.78571429 48.21428571] ; [6.21428571 5.78571429],0
n6,1,0.929724,0.007778,[57 43] ; [7 5],[57.14285714 42.85714286] ; [6.85714286 5.14285714],0
p7,1,0.952889,0.00349,[45 52] ; [5 6],[44.90740741 52.09259259] ; [5.09259259 5.90740741],0
n3,1,0.981947,0.000512,[23 15] ; [3 2],[22.97674419 15.02325581] ; [3.02325581 1.97674419],0
n2,1,0.981947,0.000512,[23 15] ; [3 2],[22.97674419 15.02325581] ; [3.02325581 1.97674419],0
