Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.7e-05,17.008308,[13 33] ; [40 18],[23.44230769 22.55769231] ; [29.55769231 28.44230769],1
a2,1,0.002669,9.021204,[ 1 45] ; [13 45],[ 6.19230769 39.80769231] ; [ 7.80769231 50.19230769],0
a6,1,0.005542,7.693422,[21 25] ; [42 16],[27.86538462 18.13461538] ; [35.13461538 22.86538462],0
r3,1,0.01251,6.237162,[27 19] ; [47 11],[32.73076923 13.26923077] ; [41.26923077 16.73076923],0
b5,1,0.0136,6.089312,[15 31] ; [33 25],[21.23076923 24.76923077] ; [26.76923077 31.23076923],0
d5,1,0.020141,5.399658,[24 22] ; [43 15],[29.63461538 16.36538462] ; [37.36538462 20.63461538],0
a5,1,0.024605,5.051453,[20 26] ; [38 20],[25.65384615 20.34615385] ; [32.34615385 25.65384615],0
p4,1,0.039145,4.254584,[ 8 37] ; [21 37],[12.66990291 32.33009709] ; [16.33009709 41.66990291],0
d4,1,0.045289,4.007834,[24 21] ; [42 16],[28.83495146 16.16504854] ; [37.16504854 20.83495146],0
a3,1,0.050092,3.83837,[21 25] ; [37 20],[25.90291262 20.09708738] ; [32.09708738 24.90291262],0
d1,1,0.065524,3.391723,[14 32] ; [28 30],[18.57692308 27.42307692] ; [23.42307692 34.57692308],0
v4,1,0.082561,3.01375,[29 15] ; [47 11],[32.78431373 11.21568627] ; [43.21568627 14.78431373],0
p6,1,0.102578,2.665001,[ 4 40] ; [12 45],[ 6.97029703 37.02970297] ; [ 9.02970297 47.97029703],0
r4,1,0.118367,2.438795,[24 22] ; [39 19],[27.86538462 18.13461538] ; [35.13461538 22.86538462],0
p2,1,0.124771,2.356386,[20 26] ; [34 24],[23.88461538 22.11538462] ; [30.11538462 27.88461538],0
u1,1,0.164244,1.93471,[ 2 44] ; [ 7 51],[ 3.98076923 42.01923077] ; [ 5.01923077 52.98076923],0
a8,1,0.172316,1.862682,[ 1 42] ; [ 5 51],[ 2.60606061 40.39393939] ; [ 3.39393939 52.60606061],0
p3,1,0.213333,1.548663,[ 9 37] ; [17 39],[11.7254902 34.2745098] ; [14.2745098 41.7254902],0
p10,1,0.220356,1.502049,[ 8 38] ; [16 42],[10.61538462 35.38461538] ; [13.38461538 44.61538462],0
n4,1,0.262073,1.257771,[26 20] ; [39 19],[28.75 17.25] ; [36.25 21.75],0
r1,1,0.277251,1.180517,[27 19] ; [40 18],[29.63461538 16.36538462] ; [37.36538462 20.63461538],0
a4,1,0.284064,1.147544,[14 31] ; [24 34],[16.60194175 28.39805825] ; [21.39805825 36.60194175],0
v2,1,0.289977,1.119728,[13 31] ; [23 35],[15.52941176 28.47058824] ; [20.47058824 37.52941176],0
s3,1,0.303391,1.059228,[15 30] ; [14 44],[12.66990291 32.33009709] ; [16.33009709 41.66990291],0
p8,1,0.420434,0.649102,[ 9 37] ; [15 42],[10.7184466 35.2815534] ; [13.2815534 43.7184466],0
n6,1,0.423882,0.639528,[23 23] ; [33 24],[25.00970874 20.99029126] ; [30.99029126 26.00970874],0
u3,1,0.44732,0.577433,[ 8 17] ; [ 9 12],[ 9.23913043 15.76086957] ; [ 7.76086957 13.23913043],0
s4,1,0.474161,0.512263,[ 5 41] ; [ 4 54],[ 3.98076923 42.01923077] ; [ 5.01923077 52.98076923],0
s1,1,0.474303,0.511933,[ 3 43] ; [ 6 51],[ 4.01941748 41.98058252] ; [ 4.98058252 52.01941748],0
p11,1,0.508132,0.437912,[20 26] ; [29 29],[21.67307692 24.32692308] ; [27.32692308 30.67307692],0
r2,1,0.517101,0.419671,[35  9] ; [49  9],[36.23529412  7.76470588] ; [47.76470588 10.23529412],0
v1,1,0.537689,0.37984,[11 35] ; [17 41],[12.38461538 33.61538462] ; [15.61538462 42.38461538],0
a1,1,0.579811,0.306541,[ 2 44] ; [ 4 54],[ 2.65384615 43.34615385] ; [ 3.34615385 54.65384615],0
u2,1,0.60006,0.274906,[11 13] ; [ 8 13],[10.13333333 13.86666667] ; [ 8.86666667 12.13333333],0
v3,1,0.625547,0.238147,[ 9 35] ; [14 43],[10.01980198 33.98019802] ; [12.98019802 44.01980198],0
n2,1,0.654211,0.200632,[13 10] ; [12 12],[12.23404255 10.76595745] ; [12.76595745 11.23404255],0
p7,1,0.659,0.194741,[19 26] ; [22 36],[17.91262136 27.08737864] ; [23.08737864 34.91262136],0
p1,1,0.671436,0.179926,[ 3 43] ; [ 5 52],[ 3.57281553 42.42718447] ; [ 4.42718447 52.57281553],0
n3,1,0.6885,0.160714,[11 10] ; [14 10],[11.66666667  9.33333333] ; [13.33333333 10.66666667],0
b4,1,0.694164,0.154614,[26 20] ; [35 23],[26.98076923 19.01923077] ; [34.01923077 23.98076923],0
s5,1,0.72075,0.127775,[ 5 41] ; [ 5 52],[ 4.46601942 41.53398058] ; [ 5.53398058 51.46601942],0
b3,1,0.794159,0.068076,[ 9 19] ; [12 22],[ 9.48387097 18.51612903] ; [11.51612903 22.48387097],0
b2,1,0.794159,0.068076,[ 9 19] ; [12 22],[ 9.48387097 18.51612903] ; [11.51612903 22.48387097],0
s2,1,0.801414,0.063261,[ 7 38] ; [ 8 50],[ 6.55339806 38.44660194] ; [ 8.44660194 49.55339806],0
s7,1,0.813596,0.055597,[ 7 35] ; [10 44],[ 7.4375 34.5625] ; [ 9.5625 44.4375],0
d2,1,0.813761,0.055497,[22 23] ; [27 31],[21.40776699 23.59223301] ; [27.59223301 30.40776699],0
b1,1,0.861326,0.030515,[23 23] ; [30 28],[23.44230769 22.55769231] ; [29.55769231 28.44230769],0
n5,1,0.861326,0.030515,[23 23] ; [28 30],[22.55769231 23.44230769] ; [28.44230769 29.55769231],0
n1,1,0.936427,0.006362,[ 8 14] ; [ 9 15],[ 8.13043478 13.86956522] ; [ 8.86956522 15.13043478],0
s8,1,0.989225,0.000182,[ 4 42] ; [ 5 53],[ 3.98076923 42.01923077] ; [ 5.01923077 52.98076923],0
