Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-06,20.593789,[47 34] ; [11 46],[34.04347826 46.95652174] ; [23.95652174 33.04347826],1
r1,1,0.015051,5.91054,[55 26] ; [28 31],[48.02142857 32.97857143] ; [34.97857143 24.02142857],0
n3,1,0.015241,5.888349,[13 11] ; [23  4],[16.94117647  7.05882353] ; [19.05882353  7.94117647],0
b4,1,0.015741,5.831599,[51 30] ; [25 34],[43.97142857 37.02857143] ; [32.02857143 26.97142857],0
s5,1,0.040116,4.212973,[22 56] ; [ 8 51],[17.08029197 60.91970803] ; [12.91970803 46.08029197],0
v3,1,0.0409,4.180155,[22 55] ; [ 8 50],[17.11111111 59.88888889] ; [12.88888889 45.11111111],0
v1,1,0.063205,3.45122,[35 44] ; [17 42],[29.76811594 49.23188406] ; [22.23188406 36.76811594],0
a6,1,0.075395,3.161467,[48 33] ; [26 33],[42.81428571 38.18571429] ; [31.18571429 27.81428571],0
d2,1,0.079511,3.074874,[ 9 72] ; [13 46],[12.72857143 68.27142857] ; [ 9.27142857 49.72857143],0
a1,1,0.125675,2.345128,[ 6 75] ; [ 1 58],[ 4.05 76.95] ; [ 2.95 56.05],0
a4,1,0.142739,2.148182,[19 62] ; [ 8 51],[15.62142857 65.37857143] ; [11.37857143 47.62142857],0
s6,1,0.209523,1.574718,[42 37] ; [25 34],[38.35507246 40.64492754] ; [28.64492754 30.35507246],0
b1,1,0.216474,1.527594,[30 51] ; [28 31],[33.55714286 47.44285714] ; [24.44285714 34.55714286],0
s3,1,0.229589,1.443406,[38 42] ; [22 37],[34.5323741 45.4676259] ; [25.4676259 33.5323741],0
d5,1,0.245633,1.34797,[43 38] ; [25 33],[39.62589928 41.37410072] ; [28.37410072 29.62589928],0
n2,1,0.276014,1.18661,[20  4] ; [19  8],[18.35294118  5.64705882] ; [20.64705882  6.35294118],0
b5,1,0.298083,1.082752,[47 34] ; [29 30],[43.97142857 37.02857143] ; [32.02857143 26.97142857],0
