Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.34757,[1 5] ; [138  20],[5.08536585 0.91463415] ; [133.91463415  24.08536585],1
v4,1,0.00247,9.162896,[4 2] ; [149   7],[5.66666667 0.33333333] ; [147.33333333   8.66666667],0
a7,1,0.010494,6.548997,[2 4] ; [123  34],[4.60122699 1.39877301] ; [120.39877301  36.60122699],0
p9,1,0.013918,6.048534,[2 4] ; [119  35],[4.5375 1.4625] ; [116.4625  37.5375],0
r2,1,0.014333,5.996646,[4 2] ; [144  10],[5.55 0.45] ; [142.45  11.55],0
a3,1,0.016057,5.796569,[1 5] ; [102  55],[3.79141104 2.20858896] ; [99.20858896 57.79141104],0
r1,1,0.044882,4.023081,[2 4] ; [113  45],[4.20731707 1.79268293] ; [110.79268293  47.20731707],0
d4,1,0.054871,3.68599,[3 3] ; [129  29],[4.82926829 1.17073171] ; [127.17073171  30.82926829],0
n2,1,0.083825,2.989132,[1 3] ; [30 14],[2.58333333 1.41666667] ; [28.41666667 15.58333333],0
d1,1,0.084511,2.975939,[1 5] ; [83 75],[3.07317073 2.92682927] ; [80.92682927 77.07317073],0
p3,1,0.110512,2.546878,[4 2] ; [ 55 103],[2.15853659 3.84146341] ; [ 56.84146341 101.15853659],0
a5,1,0.147186,2.10118,[2 4] ; [99 59],[3.69512195 2.30487805] ; [97.30487805 60.69512195],0
d5,1,0.152938,2.042705,[3 3] ; [119  38],[4.49079755 1.50920245] ; [117.50920245  39.49079755],0
a6,1,0.157317,1.999831,[2 4] ; [98 60],[3.65853659 2.34146341] ; [96.34146341 61.65853659],0
n1,1,0.168185,1.899043,[2 2] ; [ 9 36],[0.89795918 3.10204082] ; [10.10204082 34.89795918],0
p1,1,0.176632,1.825737,[1 5] ; [  7 149],[0.2962963 5.7037037] ; [  7.7037037 148.2962963],0
n3,1,0.178277,1.811928,[2 2] ; [35  9],[3.08333333 0.91666667] ; [33.91666667 10.08333333],0
p8,1,0.183217,1.771336,[4 2] ; [62 95],[2.42944785 3.57055215] ; [63.57055215 93.42944785],0
s6,1,0.229711,1.442652,[2 4] ; [90 65],[3.42857143 2.57142857] ; [88.57142857 66.42857143],0
d2,1,0.230204,1.439599,[1 5] ; [65 93],[2.41463415 3.58536585] ; [63.58536585 94.41463415],0
p11,1,0.238851,1.387364,[3 3] ; [114  44],[4.2804878 1.7195122] ; [112.7195122  45.2804878],0
s3,1,0.242482,1.366104,[1 4] ; [72 83],[2.28125 2.71875] ; [70.71875 84.28125],0
p4,1,0.244749,1.35303,[4 2] ; [67 90],[2.61349693 3.38650307] ; [68.38650307 88.61349693],0
v1,1,0.321785,0.981676,[1 5] ; [55 96],[2.14012739 3.85987261] ; [53.85987261 97.14012739],0
p10,1,0.331486,0.943083,[3 3] ; [106  48],[4.0875 1.9125] ; [104.9125  49.0875],0
p2,1,0.532647,0.389339,[4 2] ; [121  35],[4.62962963 1.37037037] ; [120.37037037  35.62962963],0
v3,1,0.563527,0.333634,[1 5] ; [ 41 109],[1.61538462 4.38461538] ; [ 40.38461538 109.61538462],0
u2,1,0.640429,0.218182,[2 3] ; [28 27],[2.5 2.5] ; [27.5 27.5],0
n4,1,0.658631,0.195191,[2 4] ; [67 91],[2.52439024 3.47560976] ; [66.47560976 91.52439024],0
p7,1,0.662039,0.191056,[4 2] ; [90 66],[3.48148148 2.51851852] ; [90.51851852 65.48148148],0
s2,1,0.671281,0.180108,[2 4] ; [66 91],[2.50306748 3.49693252] ; [65.49693252 91.50306748],0
u3,1,0.696932,0.151684,[3 2] ; [28 27],[2.58333333 2.41666667] ; [28.41666667 26.58333333],0
b5,1,0.747857,0.10334,[4 2] ; [95 63],[3.62195122 2.37804878] ; [95.37804878 62.62195122],0
b4,1,0.794317,0.067969,[4 2] ; [97 61],[3.69512195 2.30487805] ; [97.30487805 60.69512195],0
d3,1,0.804227,0.061445,[4 2] ; [112  45],[4.26993865 1.73006135] ; [111.73006135  45.26993865],0
s4,1,0.829703,0.04626,[1 5] ; [ 32 126],[1.20731707 4.79268293] ; [ 31.79268293 126.20731707],0
b1,1,0.850574,0.035489,[2 4] ; [ 47 111],[1.79268293 4.20731707] ; [ 47.20731707 110.79268293],0
