Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,50.000888,[261  24] ; [33 26],[243.5755814  41.4244186] ; [50.4244186  8.5755814],1
n6,1,0.0,43.659849,[269  15] ; [39 20],[255.02040816  28.97959184] ; [52.97959184  6.02040816],1
p9,1,2.3e-05,17.889659,[265  18] ; [44 14],[256.44281525  26.55718475] ; [52.55718475  5.44281525],1
p10,1,0.000303,13.053734,[264  20] ; [45 13],[256.59649123  27.40350877] ; [52.40350877  5.59649123],1
s2,1,0.001049,10.738227,[214  70] ; [32 27],[203.6851312  80.3148688] ; [42.3148688 16.6851312],0
s6,1,0.001794,9.749583,[243  39] ; [41 18],[234.86217009  47.13782991] ; [49.13782991  9.86217009],0
v4,1,0.001903,9.640598,[278   6] ; [52  6],[274.03508772   9.96491228] ; [55.96491228  2.03508772],0
p4,1,0.00323,8.673016,[204  79] ; [31 28],[194.45906433  88.54093567] ; [40.54093567 18.45906433],0
s8,1,0.007517,7.145139,[207  75] ; [33 26],[198.47507331  83.52492669] ; [41.52492669 17.47507331],0
p12,1,0.009723,6.684884,[ 38 244] ; [ 1 58],[ 32.25219941 249.74780059] ; [ 6.74780059 52.25219941],0
v3,1,0.010425,6.560803,[143 134] ; [18 37],[134.32831325 142.67168675] ; [26.67168675 28.32831325],0
s3,1,0.027857,4.836909,[219  62] ; [38 21],[212.40294118  68.59705882] ; [44.59705882 14.40294118],0
p3,1,0.031459,4.627747,[177 106] ; [28 31],[169.63450292 113.36549708] ; [35.36549708 23.63450292],0
a4,1,0.034528,4.46835,[144 140] ; [21 38],[136.6180758 147.3819242] ; [28.3819242 30.6180758],0
b4,1,0.04173,4.146139,[152 133] ; [40 19],[159.06976744 125.93023256] ; [32.93023256 26.06976744],0
v1,1,0.049046,3.873769,[169 106] ; [27 30],[162.34939759 112.65060241] ; [33.65060241 23.34939759],0
s5,1,0.067597,3.340425,[128 147] ; [19 38],[121.76204819 153.23795181] ; [25.23795181 31.76204819],0
p2,1,0.071061,3.258333,[251  33] ; [47 12],[246.74052478  37.25947522] ; [51.25947522  7.74052478],0
p8,1,0.071246,3.254083,[175 104] ; [29 29],[168.89020772 110.10979228] ; [35.10979228 22.89020772],0
u3,1,0.072065,3.235351,[31 14] ; [13  1],[33.55932203 11.44067797] ; [10.44067797  3.55932203],0
r1,1,0.075889,3.150809,[240  45] ; [44 15],[235.29069767  49.70930233] ; [48.70930233 10.29069767],0
v2,1,0.106122,2.611049,[176 102] ; [29 27],[170.62874251 107.37125749] ; [34.37125749 21.62874251],0
p5,1,0.106996,2.598044,[ 54 227] ; [ 6 52],[ 49.73451327 231.26548673] ; [10.26548673 47.73451327],0
u1,1,0.109967,2.554699,[ 71 214] ; [ 9 50],[ 66.27906977 218.72093023] ; [13.72093023 45.27906977],0
a5,1,0.119299,2.426505,[233  52] ; [43 16],[228.6627907  56.3372093] ; [47.3372093 11.6627907],0
a3,1,0.124614,2.358355,[240  44] ; [45 14],[235.97667638  48.02332362] ; [49.02332362  9.97667638],0
b1,1,0.128317,2.312746,[107 178] ; [16 43],[101.90406977 183.09593023] ; [21.09593023 37.90406977],0
u2,1,0.131172,2.278582,[29 16] ; [12  2],[31.27118644 13.72881356] ; [9.72881356 4.27118644],0
d1,1,0.143327,2.141876,[188  97] ; [33 26],[183.09593023 101.90406977] ; [37.90406977 21.09593023],0
a2,1,0.154493,2.027314,[ 84 201] ; [12 47],[ 79.53488372 205.46511628] ; [16.46511628 42.53488372],0
p6,1,0.154973,2.022606,[135 147] ; [21 35],[130.15384615 151.84615385] ; [25.84615385 30.15384615],0
r2,1,0.170085,1.882197,[273   9] ; [53  4],[271.18584071  10.81415929] ; [54.81415929  2.18584071],0
r4,1,0.18017,1.796218,[262  23] ; [51  8],[259.31686047  25.68313953] ; [53.68313953  5.31686047],0
n3,1,0.21059,1.567367,[33 15] ; [12  2],[34.83870968 13.16129032] ; [10.16129032  3.83870968],0
p7,1,0.242694,1.36488,[209  65] ; [40 18],[205.5  68.5] ; [43.5 14.5],0
s4,1,0.365282,0.81965,[ 57 226] ; [15 44],[ 59.57894737 223.42105263] ; [12.42105263 46.57894737],0
d3,1,0.365528,0.818811,[200  84] ; [45 14],[202.85714286  81.14285714] ; [42.14285714 16.85714286],0
n2,1,0.389284,0.741176,[40  8] ; [11  4],[38.85714286  9.14285714] ; [12.14285714  2.85714286],0
p1,1,0.416002,0.661582,[ 29 255] ; [ 4 55],[ 27.32361516 256.67638484] ; [ 5.67638484 53.32361516],0
a1,1,0.430618,0.621156,[ 17 268] ; [ 2 57],[ 15.74127907 269.25872093] ; [ 3.25872093 55.74127907],0
a6,1,0.478699,0.501827,[191  92] ; [37 22],[188.66666667  94.33333333] ; [39.33333333 19.66666667],0
d2,1,0.501463,0.451838,[158 126] ; [30 29],[155.66180758 128.33819242] ; [32.33819242 26.66180758],0
s1,1,0.570855,0.321254,[ 10 273] ; [ 3 56],[ 10.75730994 272.24269006] ; [ 2.24269006 56.75730994],0
a7,1,0.602355,0.271459,[193  92] ; [42 17],[194.69476744  90.30523256] ; [40.30523256 18.69476744],0
b2,1,0.64526,0.211928,[ 92 115] ; [20 29],[ 90.5625 116.4375] ; [21.4375 27.5625],0
b3,1,0.64526,0.211928,[ 92 115] ; [20 29],[ 90.5625 116.4375] ; [21.4375 27.5625],0
a8,1,0.84763,0.036919,[ 45 213] ; [ 9 46],[ 44.51118211 213.48881789] ; [ 9.48881789 45.51118211],0
b5,1,0.897845,0.016483,[162 123] ; [33 26],[161.55523256 123.44476744] ; [33.44476744 25.55523256],0
d4,1,0.907925,0.013376,[243  40] ; [51  8],[243.28070175  39.71929825] ; [50.71929825  8.28070175],0
r3,1,0.926565,0.008495,[276   9] ; [57  2],[275.88662791   9.11337209] ; [57.11337209  1.88662791],0
d5,1,0.948967,0.004097,[236  47] ; [49 10],[235.83333333  47.16666667] ; [49.16666667  9.83333333],0
n1,1,0.992351,9.2e-05,[22 25] ; [7 8],[21.98387097 25.01612903] ; [7.01612903 7.98387097],0
