Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,25.103362,[53 90] ; [34  8],[67.24864865 75.75135135] ; [19.75135135 22.24864865],1
s2,1,7e-06,20.259476,[ 38 105] ; [27 15],[50.24324324 92.75675676] ; [14.75675676 27.24324324],1
n2,1,0.010808,6.49669,[32 27] ; [12  1],[36.05555556 22.94444444] ; [7.94444444 5.05555556],0
p5,1,0.011212,6.431334,[  7 136] ; [ 7 35],[ 10.82162162 132.17837838] ; [ 3.17837838 38.82162162],0
p3,1,0.014547,5.970524,[ 31 112] ; [17 25],[ 37.1027027 105.8972973] ; [10.8972973 31.1027027],0
p10,1,0.015531,5.855232,[78 65] ; [31 10],[84.71195652 58.28804348] ; [24.28804348 16.71195652],0
d4,1,0.016717,5.72583,[96 48] ; [36  6],[102.19354839  41.80645161] ; [29.80645161 12.19354839],0
s3,1,0.019329,5.471465,[54 88] ; [24 17],[60.52459016 81.47540984] ; [17.47540984 23.52459016],0
s4,1,0.02285,5.179888,[ 20 123] ; [12 29],[ 24.86956522 118.13043478] ; [ 7.13043478 33.86956522],0
s1,1,0.029611,4.731735,[  9 135] ; [ 7 34],[ 12.45405405 131.54594595] ; [ 3.54594595 37.45405405],0
p6,1,0.033064,4.542485,[ 11 132] ; [ 8 34],[ 14.68648649 128.31351351] ; [ 4.31351351 37.68648649],0
v1,1,0.035295,4.430854,[ 36 103] ; [18 24],[41.46961326 97.53038674] ; [12.53038674 29.46961326],0
p12,1,0.044648,4.031896,[  2 140] ; [ 3 39],[  3.85869565 138.14130435] ; [ 1.14130435 40.85869565],0
r4,1,0.053606,3.724926,[98 46] ; [35  7],[102.96774194  41.03225806] ; [30.03225806 11.96774194],0
s7,1,0.065222,3.399347,[40 96] ; [18 22],[44.81818182 91.18181818] ; [13.18181818 26.81818182],0
p1,1,0.073713,3.198347,[ 13 130] ; [ 8 34],[ 16.23243243 126.76756757] ; [ 4.76756757 37.23243243],0
s8,1,0.076652,3.134504,[ 32 112] ; [15 27],[ 36.38709677 107.61290323] ; [10.61290323 31.38709677],0
n6,1,0.085498,2.957157,[100  43] ; [35  7],[104.35135135  38.64864865] ; [30.64864865 11.35135135],0
d1,1,0.133054,2.256505,[60 84] ; [23 19],[64.25806452 79.74193548] ; [18.74193548 23.25806452],0
p4,1,0.136087,2.221652,[ 42 102] ; [17 24],[45.92432432 98.07567568] ; [13.07567568 27.92432432],0
u2,1,0.136337,2.218825,[22 35] ; [9 6],[24.54166667 32.45833333] ; [6.45833333 8.54166667],0
d2,1,0.142422,2.151596,[60 83] ; [23 19],[64.15675676 78.84324324] ; [18.84324324 23.15675676],0
v4,1,0.153424,2.037871,[116  27] ; [38  4],[119.03783784  23.96216216] ; [34.96216216  7.03783784],0
d3,1,0.199146,1.648623,[80 64] ; [28 14],[83.61290323 60.38709677] ; [24.38709677 17.61290323],0
p9,1,0.204095,1.612825,[88 53] ; [30 11],[91.41758242 49.58241758] ; [26.58241758 14.41758242],0
v3,1,0.237332,1.396375,[ 23 118] ; [10 31],[ 25.56593407 115.43406593] ; [ 7.43406593 33.56593407],0
b4,1,0.309686,1.032015,[87 57] ; [29 13],[89.80645161 54.19354839] ; [26.19354839 15.80645161],0
r2,1,0.336633,0.923212,[121  22] ; [38  4],[122.9027027  20.0972973] ; [36.0972973  5.9027027],0
p2,1,0.372363,0.795763,[85 59] ; [28 14],[87.48387097 56.51612903] ; [25.51612903 16.48387097],0
a4,1,0.435151,0.609035,[58 84] ; [20 22],[60.19565217 81.80434783] ; [17.80434783 24.19565217],0
u3,1,0.453286,0.562422,[28 29] ; [9 6],[29.29166667 27.70833333] ; [7.70833333 7.29166667],0
r1,1,0.463187,0.538181,[87 57] ; [28 14],[89.03225806 54.96774194] ; [25.96774194 16.03225806],0
n3,1,0.525269,0.403536,[29 27] ; [8 5],[30.02898551 25.97101449] ; [6.97101449 6.02898551],0
n4,1,0.52733,0.399535,[100  44] ; [27 15],[98.32258065 45.67741935] ; [28.67741935 13.32258065],0
a8,1,0.598979,0.276538,[ 14 122] ; [ 3 37],[ 13.13636364 122.86363636] ; [ 3.86363636 36.13636364],0
a6,1,0.650587,0.205161,[87 57] ; [27 15],[88.25806452 55.74193548] ; [25.74193548 16.25806452],0
u1,1,0.659595,0.194016,[ 21 123] ; [ 5 37],[ 20.12903226 123.87096774] ; [ 5.87096774 36.12903226],0
n5,1,0.667578,0.184449,[101  43] ; [28 14],[99.87096774 44.12903226] ; [29.12903226 12.87096774],0
d5,1,0.677992,0.172395,[98 46] ; [30 12],[99.09677419 44.90322581] ; [28.90322581 13.09677419],0
a3,1,0.723395,0.125263,[87 55] ; [27 15],[87.97826087 54.02173913] ; [26.02173913 15.97826087],0
b2,1,0.805931,0.060358,[31 55] ; [ 8 16],[30.49090909 55.50909091] ; [ 8.50909091 15.49090909],0
