Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,136.155571,[289   5] ; [47 44],[256.58181818  37.41818182] ; [79.41818182 11.58181818],1
r2,1,0.0,117.206591,[286   9] ; [46 42],[255.71801567  39.28198433] ; [76.28198433 11.71801567],1
r1,1,0.0,101.702209,[238  56] ; [23 70],[198.27906977  95.72093023] ; [62.72093023 30.27906977],1
v4,1,0.0,98.273777,[282  12] ; [50 41],[253.52727273  40.47272727] ; [78.47272727 12.52727273],1
p11,1,0.0,30.540796,[229  67] ; [44 49],[207.73264781  88.26735219] ; [65.26735219 27.73264781],1
n6,1,0.0,29.93298,[239  56] ; [47 43],[219.14285714  75.85714286] ; [66.85714286 23.14285714],1
p9,1,0.0,26.016998,[228  63] ; [45 44],[209.06052632  81.93947368] ; [63.93947368 25.06052632],1
p2,1,1e-06,24.16581,[241  54] ; [52 40],[223.34625323  71.65374677] ; [69.65374677 22.34625323],1
a7,1,2e-06,22.79221,[218  77] ; [44 49],[199.20103093  95.79896907] ; [62.79896907 30.20103093],1
p10,1,5e-06,20.66287,[213  79] ; [43 48],[195.17493473  96.82506527] ; [60.82506527 30.17493473],1
s6,1,9.4e-05,15.245068,[152 139] ; [27 66],[135.6484375 155.3515625] ; [43.3515625 49.6484375],1
d3,1,0.000128,14.677994,[200  95] ; [42 50],[184.47028424 110.52971576] ; [57.52971576 34.47028424],1
d4,1,0.000134,14.584172,[238  57] ; [57 36],[224.29123711  70.70876289] ; [70.70876289 22.29123711],1
p8,1,0.000135,14.571775,[133 159] ; [21 70],[117.40992167 174.59007833] ; [36.59007833 54.40992167],1
d5,1,0.000158,14.274482,[230  65] ; [54 39],[215.92783505  79.07216495] ; [68.07216495 24.92783505],1
a6,1,0.000192,13.904338,[206  90] ; [45 48],[190.99228792 105.00771208] ; [60.00771208 32.99228792],1
n2,1,0.000198,13.845773,[58 13] ; [22 23],[48.96551724 22.03448276] ; [31.03448276 13.96551724],1
b1,1,0.00029,13.1337,[106 190] ; [53 40],[120.98714653 175.01285347] ; [38.01285347 54.98714653],1
u3,1,0.000532,12.001627,[64 45] ; [13 33],[54.1483871 54.8516129] ; [22.8516129 23.1483871],1
p7,1,0.000662,11.592696,[162 126] ; [33 59],[147.78947368 140.21052632] ; [47.21052632 44.78947368],1
d1,1,0.001479,10.104744,[148 148] ; [29 64],[134.68380463 161.31619537] ; [42.31619537 50.68380463],0
n3,1,0.002764,8.957143,[54 16] ; [22 22],[46.66666667 23.33333333] ; [29.33333333 14.66666667],0
p3,1,0.003037,8.785101,[117 177] ; [21 71],[105.10880829 188.89119171] ; [32.89119171 59.10880829],0
p4,1,0.003309,8.628483,[146 148] ; [30 63],[133.70542636 160.29457364] ; [42.29457364 50.70542636],0
a2,1,0.003456,8.549388,[ 57 239] ; [ 6 87],[ 47.93830334 248.06169666] ; [15.06169666 77.93830334],0
p6,1,0.008115,7.007918,[ 82 208] ; [13 77],[ 72.5 217.5] ; [22.5 67.5],0
a5,1,0.009335,6.757659,[194 102] ; [47 46],[183.38303342 112.61696658] ; [57.61696658 35.38303342],0
a1,1,0.013954,6.043907,[ 10 286] ; [ 9 84],[ 14.45758355 281.54241645] ; [ 4.54241645 88.45758355],0
n4,1,0.014886,5.929862,[206  90] ; [52 41],[196.31876607  99.68123393] ; [61.68123393 31.31876607],0
v1,1,0.017732,5.622447,[119 175] ; [24 66],[109.484375 184.515625] ; [33.515625 56.484375],0
v2,1,0.028929,4.771821,[116 170] ; [25 65],[107.25 178.75] ; [33.75 56.25],0
a4,1,0.03197,4.60011,[123 171] ; [27 65],[114.24870466 179.75129534] ; [35.75129534 56.24870466],0
a3,1,0.033253,4.532722,[186 109] ; [46 45],[177.30569948 117.69430052] ; [54.69430052 36.30569948],0
s2,1,0.048031,3.908907,[ 98 195] ; [21 72],[ 90.32901554 202.67098446] ; [28.67098446 64.32901554],0
n5,1,0.068139,3.327298,[198  95] ; [52 39],[190.75520833 102.24479167] ; [59.24479167 31.75520833],0
b5,1,0.080274,3.059339,[183 113] ; [48 45],[175.77377892 120.22622108] ; [55.22622108 37.77377892],0
s5,1,0.090537,2.864793,[ 75 213] ; [16 76],[ 68.96842105 219.03157895] ; [22.03157895 69.96842105],0
s1,1,0.143626,2.138672,[  9 283] ; [ 6 87],[ 11.37662338 280.62337662] ; [ 3.62337662 89.37662338],0
u2,1,0.179685,1.800224,[55 53] ; [18 28],[51.19480519 56.80519481] ; [21.80519481 24.19480519],0
a8,1,0.186224,1.747238,[ 32 242] ; [ 6 83],[ 28.68319559 245.31680441] ; [ 9.31680441 79.68319559],0
u1,1,0.188313,1.73077,[ 33 263] ; [ 6 87],[ 29.67609254 266.32390746] ; [ 9.32390746 83.67609254],0
s3,1,0.191257,1.707905,[121 174] ; [30 60],[115.7012987 179.2987013] ; [35.2987013 54.7012987],0
n1,1,0.393532,0.728,[28 44] ; [14 31],[25.84615385 46.15384615] ; [16.15384615 28.84615385],0
b2,1,0.4512,0.567634,[ 46 112] ; [19 36],[ 48.21596244 109.78403756] ; [16.78403756 38.21596244],0
b3,1,0.4512,0.567634,[ 46 112] ; [19 36],[ 48.21596244 109.78403756] ; [16.78403756 38.21596244],0
d2,1,0.468602,0.52527,[115 180] ; [32 60],[112.05426357 182.94573643] ; [34.94573643 57.05426357],0
s4,1,0.473246,0.514386,[ 47 244] ; [18 75],[ 49.2578125 241.7421875] ; [15.7421875 77.2578125],0
s7,1,0.539298,0.376842,[ 68 217] ; [18 69],[ 65.88709677 219.11290323] ; [20.11290323 66.88709677],0
p1,1,0.543191,0.369658,[ 17 277] ; [ 7 86],[ 18.23255814 275.76744186] ; [ 5.76744186 87.23255814],0
p5,1,0.691288,0.157695,[ 16 279] ; [ 6 86],[ 16.77002584 278.22997416] ; [ 5.22997416 86.77002584],0
b4,1,0.744959,0.105816,[168 128] ; [51 42],[166.64267352 129.35732648] ; [52.35732648 40.64267352],0
p12,1,0.937665,0.006116,[  6 288] ; [ 2 90],[  6.09326425 287.90673575] ; [ 1.90673575 90.09326425],0
