Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.652783,[145  11] ; [19 20],[131.2  24.8] ; [32.8  6.2],1
r2,1,3e-06,21.989598,[151   3] ; [28  8],[145.08421053   8.91578947] ; [33.91578947  2.08421053],1
a5,1,0.002597,9.071293,[115  41] ; [19 20],[107.2  48.8] ; [26.8 12.2],0
r3,1,0.004139,8.221736,[151   2] ; [35  4],[148.21875   4.78125] ; [37.78125  1.21875],0
v4,1,0.007954,7.043854,[148   6] ; [33  6],[144.42487047   9.57512953] ; [36.57512953  2.42487047],0
p10,1,0.050416,3.827577,[120  33] ; [24 14],[115.35078534  37.64921466] ; [28.64921466  9.35078534],0
a6,1,0.073576,3.201377,[107  48] ; [21 18],[102.26804124  52.73195876] ; [25.73195876 13.26804124],0
u1,1,0.091931,2.840237,[ 24 132] ; [ 2 37],[ 20.8 135.2] ; [ 5.2 33.8],0
a1,1,0.104523,2.635135,[  6 150] ; [ 4 35],[  8. 148.] ; [ 2. 37.],0
s5,1,0.11158,2.531695,[ 47 103] ; [ 6 28],[ 43.20652174 106.79347826] ; [ 9.79347826 24.20652174],0
n6,1,0.134335,2.241676,[127  27] ; [28 11],[123.67875648  30.32124352] ; [31.32124352  7.67875648],0
p6,1,0.137359,2.207302,[ 27 127] ; [10 25],[ 30.14814815 123.85185185] ; [ 6.85185185 28.14814815],0
n1,1,0.150082,2.071414,[11 24] ; [ 2 14],[ 8.92156863 26.07843137] ; [ 4.07843137 11.92156863],0
p9,1,0.150728,2.064867,[124  28] ; [27 11],[120.8  31.2] ; [30.2  7.8],0
p1,1,0.162483,1.950963,[  7 149] ; [ 4 35],[  8.8 147.2] ; [ 2.2 36.8],0
s8,1,0.16581,1.920422,[67 89] ; [12 27],[63.2 92.8] ; [15.8 23.2],0
s4,1,0.170399,1.879426,[ 22 134] ; [ 9 30],[ 24.8 131.2] ; [ 6.2 32.8],0
a8,1,0.171994,1.865473,[ 26 118] ; [ 3 32],[ 23.32960894 120.67039106] ; [ 5.67039106 29.32960894],0
d5,1,0.183487,1.769153,[121  35] ; [34  5],[124.  32.] ; [31.  8.],0
b4,1,0.188313,1.730769,[90 66] ; [27 12],[93.6 62.4] ; [23.4 15.6],0
s7,1,0.192516,1.698254,[71 80] ; [13 24],[67.46808511 83.53191489] ; [16.53191489 20.46808511],0
n5,1,0.21111,1.563801,[99 54] ; [21 18],[95.625 57.375] ; [24.375 14.625],0
s2,1,0.237047,1.398069,[76 79] ; [15 24],[72.70618557 82.29381443] ; [18.29381443 20.70618557],0
u2,1,0.249282,1.327324,[19 24] ; [7 4],[20.7037037 22.2962963] ; [5.2962963 5.7037037],0
s1,1,0.253812,1.3022,[  3 150] ; [ 2 36],[  4.0052356 148.9947644] ; [ 0.9947644 37.0052356],0
v1,1,0.263412,1.250735,[88 65] ; [17 19],[85. 68.] ; [20. 16.],0
n3,1,0.29326,1.104593,[24 11] ; [14  3],[25.57692308  9.42307692] ; [12.42307692  4.57692308],0
s6,1,0.337678,0.919228,[93 62] ; [19 18],[90.41666667 64.58333333] ; [21.58333333 15.41666667],0
s3,1,0.348363,0.87941,[84 70] ; [18 21],[81.38860104 72.61139896] ; [20.61139896 18.38860104],0
p7,1,0.361134,0.833947,[84 67] ; [18 20],[81.49206349 69.50793651] ; [20.50793651 17.49206349],0
d2,1,0.402026,0.702259,[64 91] ; [19 20],[66.31443299 88.68556701] ; [16.68556701 22.31443299],0
p8,1,0.403928,0.696601,[ 52 100] ; [10 27],[ 49.86243386 102.13756614] ; [12.13756614 24.86243386],0
b5,1,0.419317,0.652228,[93 63] ; [26 13],[95.2 60.8] ; [23.8 15.2],0
p2,1,0.426214,0.633117,[114  42] ; [26 13],[112.  44.] ; [28. 11.],0
d3,1,0.455414,0.557143,[98 58] ; [27 12],[100.  56.] ; [25. 14.],0
a4,1,0.511549,0.430898,[65 91] ; [14 25],[63.2 92.8] ; [15.8 23.2],0
u3,1,0.514828,0.424242,[23 21] ; [5 7],[22. 22.] ; [6. 6.],0
u4,1,0.560672,0.338542,[  2 154] ; [ 1 38],[  2.4 153.6] ; [ 0.6 38.4],0
v3,1,0.565185,0.330806,[78 74] ; [18 21],[76.39790576 75.60209424] ; [19.60209424 19.39790576],0
a2,1,0.705816,0.142492,[ 28 128] ; [ 6 33],[ 27.2 128.8] ; [ 6.8 32.2],0
a3,1,0.707703,0.140582,[112  43] ; [27 12],[111.05670103  43.94329897] ; [27.94329897 11.05670103],0
a7,1,0.707703,0.140582,[112  43] ; [27 12],[111.05670103  43.94329897] ; [27.94329897 11.05670103],0
