Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3.8e-05,16.955433,[18 48] ; [78 56],[31.68 34.32] ; [64.32 69.68],1
p9,1,6.8e-05,15.87078,[35 28] ; [108  23],[46.43814433 16.56185567] ; [96.56185567 34.43814433],1
p10,1,0.000121,14.782577,[32 33] ; [101  31],[43.88324873 21.11675127] ; [89.11675127 42.88324873],1
p11,1,0.000382,12.620611,[32 34] ; [99 35],[43.23 22.77] ; [87.77 46.23],1
a1,1,0.00082,11.194972,[ 7 59] ; [  1 133],[ 2.64 63.36] ; [  5.36 128.64],1
v4,1,0.001198,10.493452,[52 14] ; [126   8],[58.74  7.26] ; [119.26  14.74],0
p8,1,0.001224,10.453885,[ 7 59] ; [42 91],[16.25125628 49.74874372] ; [ 32.74874372 100.25125628],0
r3,1,0.001548,10.020027,[54 12] ; [127   6],[60.03015075  5.96984925] ; [120.96984925  12.03015075],0
r4,1,0.005393,7.742861,[45 21] ; [114  20],[52.47 13.53] ; [106.53  27.47],0
a4,1,0.012191,6.282826,[47 18] ; [72 62],[38.86934673 26.13065327] ; [80.13065327 53.86934673],0
s6,1,0.013642,6.083952,[32 33] ; [89 43],[39.92385787 25.07614213] ; [81.07614213 50.92385787],0
v1,1,0.014617,5.962021,[20 43] ; [65 64],[27.890625 35.109375] ; [57.109375 71.890625],0
p6,1,0.016016,5.801097,[ 6 59] ; [ 31 101],[12.20812183 52.79187817] ; [ 24.79187817 107.20812183],0
s2,1,0.017939,5.602127,[26 40] ; [75 56],[33.83756345 32.16243655] ; [67.16243655 63.83756345],0
n6,1,0.019983,5.41342,[47 19] ; [114  20],[53.13 12.87] ; [107.87  26.13],0
n2,1,0.043784,4.064857,[18 18] ; [29 11],[22.26315789 13.73684211] ; [24.73684211 15.26315789],0
a2,1,0.044389,4.041693,[27 39] ; [36 98],[20.79 45.21] ; [42.21 91.79],0
n5,1,0.048114,3.905985,[39 27] ; [97 36],[45.10552764 20.89447236] ; [90.89447236 42.10552764],0
v2,1,0.060789,3.51573,[27 33] ; [78 53],[32.98429319 27.01570681] ; [72.01570681 58.98429319],0
n4,1,0.06449,3.417975,[42 24] ; [102  32],[47.52 18.48] ; [96.48 37.52],0
b5,1,0.064884,3.407922,[36 30] ; [91 43],[41.91 24.09] ; [85.09 48.91],0
b1,1,0.068124,3.327654,[32 34] ; [47 87],[26.07 39.93] ; [52.93 81.07],0
s3,1,0.06928,3.3,[30 36] ; [78 54],[36. 30.] ; [72. 60.],0
u4,1,0.070129,3.280002,[ 5 61] ; [  3 131],[ 2.64 63.36] ; [  5.36 128.64],0
r1,1,0.073774,3.196993,[45 21] ; [106  27],[50.08040201 15.91959799] ; [100.91959799  32.08040201],0
s4,1,0.075315,3.163204,[14 50] ; [ 16 116],[ 9.79591837 54.20408163] ; [ 20.20408163 111.79591837],0
p3,1,0.089783,2.878254,[17 48] ; [51 82],[22.32323232 42.67676768] ; [45.67676768 87.32323232],0
a8,1,0.096355,2.764858,[ 1 61] ; [  9 110],[ 3.42541436 58.57458564] ; [  6.57458564 112.42541436],0
a3,1,0.144829,2.125888,[54 12] ; [97 37],[49.83 16.17] ; [101.17  32.83],0
d2,1,0.175559,1.834827,[53 12] ; [96 36],[49.16243655 15.83756345] ; [99.83756345 32.16243655],0
a7,1,0.181194,1.787808,[47 19] ; [106  27],[50.74371859 15.25628141] ; [102.25628141  30.74371859],0
p5,1,0.184359,1.762128,[ 2 61] ; [ 11 123],[ 4.15736041 58.84263959] ; [  8.84263959 125.15736041],0
n3,1,0.268658,1.223587,[19 15] ; [28 13],[21.30666667 12.69333333] ; [25.69333333 15.30666667],0
u1,1,0.274083,1.196199,[20 46] ; [ 31 103],[16.83 49.17] ; [34.17 99.83],0
p12,1,0.321975,0.980905,[ 4 61] ; [ 14 120],[ 5.87939698 59.12060302] ; [ 12.12060302 121.87939698],0
s5,1,0.365661,0.818358,[14 48] ; [36 89],[16.57754011 45.42245989] ; [33.42245989 91.57754011],0
r2,1,0.390012,0.738903,[58  6] ; [125   8],[59.45177665  4.54822335] ; [123.54822335   9.45177665],0
v3,1,0.407243,0.686835,[18 41] ; [47 81],[20.50802139 38.49197861] ; [44.49197861 83.50802139],0
a6,1,0.40887,0.682084,[43 23] ; [95 39],[45.54 20.46] ; [92.46 41.54],0
a5,1,0.42276,0.642631,[54 12] ; [103  31],[51.81 14.19] ; [105.19  28.81],0
u2,1,0.456344,0.554846,[6 6] ; [23 14],[7.10204082 4.89795918] ; [21.89795918 15.10204082],0
d5,1,0.465135,0.533511,[64  2] ; [132   2],[64.68  1.32] ; [131.32   2.68],0
n1,1,0.679314,0.170899,[17 19] ; [17 23],[16.10526316 19.89473684] ; [17.89473684 22.10526316],0
s1,1,0.790412,0.070637,[ 3 63] ; [  5 128],[ 2.65326633 63.34673367] ; [  5.34673367 127.65326633],0
d3,1,0.807662,0.059265,[57  9] ; [114  20],[56.43  9.57] ; [114.57  19.43],0
s8,1,0.837717,0.041949,[26 40] ; [54 78],[26.66666667 39.33333333] ; [53.33333333 78.66666667],0
p1,1,0.889866,0.019175,[ 6 60] ; [ 13 121],[ 6.27 59.73] ; [ 12.73 121.27],0
b4,1,0.936109,0.006426,[40 26] ; [82 52],[40.26 25.74] ; [81.74 52.26],0
s7,1,0.943198,0.005077,[27 33] ; [56 70],[26.77419355 33.22580645] ; [56.22580645 69.77419355],0
u3,1,0.953884,0.003344,[8 4] ; [25 12],[8.08163265 3.91836735] ; [24.91836735 12.08163265],0
b2,1,0.957338,0.002862,[18 30] ; [30 49],[18.14173228 29.85826772] ; [29.85826772 49.14173228],0
b3,1,0.957338,0.002862,[18 30] ; [30 49],[18.14173228 29.85826772] ; [29.85826772 49.14173228],0
d4,1,0.995046,3.9e-05,[65  1] ; [131   2],[65.00502513  0.99497487] ; [130.99497487   2.00502513],0
