Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.003288,8.64053,[53 20] ; [4 9],[48.38372093 24.61627907] ; [8.61627907 4.38372093],0
a4,1,0.010811,6.496059,[33 40] ; [ 1 12],[28.86046512 44.13953488] ; [5.13953488 7.86046512],0
v2,1,0.027157,4.880789,[41 28] ; [3 9],[37.48148148 31.51851852] ; [6.51851852 5.48148148],0
d3,1,0.03391,4.49923,[59 14] ; [7 6],[56.02325581 16.97674419] ; [9.97674419 3.02325581],0
a3,1,0.047708,3.920235,[58 15] ; [7 6],[55.1744186 17.8255814] ; [9.8255814 3.1744186],0
d4,1,0.05754,3.606907,[65  8] ; [9 4],[62.81395349 10.18604651] ; [11.18604651  1.81395349],0
s5,1,0.065925,3.38167,[31 38] ; [ 2 10],[28.11111111 40.88888889] ; [4.88888889 7.11111111],0
s4,1,0.129048,2.303918,[27 46] ; [ 2 11],[24.61627907 48.38372093] ; [4.38372093 8.61627907],0
p4,1,0.157202,2.000935,[38 35] ; [4 9],[35.65116279 37.34883721] ; [6.34883721 6.65116279],0
p10,1,0.211504,1.561101,[56 16] ; [8 5],[54.21176471 17.78823529] ; [9.78823529 3.21176471],0
s6,1,0.247987,1.334611,[56 17] ; [8 5],[54.3255814 18.6744186] ; [9.6744186 3.3255814],0
n3,1,0.288767,1.125359,[18  4] ; [1 1],[17.41666667  4.58333333] ; [1.58333333 0.41666667],0
s2,1,0.294913,1.097056,[45 28] ; [6 7],[43.29069767 29.70930233] ; [7.70930233 5.29069767],0
b2,1,0.313143,1.017374,[19 32] ; [4 3],[20.22413793 30.77586207] ; [2.77586207 4.22413793],0
b3,1,0.313143,1.017374,[19 32] ; [4 3],[20.22413793 30.77586207] ; [2.77586207 4.22413793],0
n6,1,0.319951,0.989146,[49 23] ; [7 6],[47.43529412 24.56470588] ; [8.56470588 4.43529412],0
n4,1,0.366471,0.815595,[38 35] ; [5 8],[36.5 36.5] ; [6.5 6.5],0
r3,1,0.369915,0.803949,[71  2] ; [12  1],[70.45348837  2.54651163] ; [12.54651163  0.45348837],0
p2,1,0.410539,0.67724,[54 19] ; [11  2],[55.1744186 17.8255814] ; [9.8255814 3.1744186],0
p1,1,0.422926,0.64217,[ 6 66] ; [ 2 11],[ 6.77647059 65.22352941] ; [ 1.22352941 11.77647059],0
b1,1,0.428463,0.626986,[25 48] ; [ 3 10],[23.76744186 49.23255814] ; [4.23255814 8.76744186],0
p11,1,0.483028,0.49202,[49 24] ; [10  3],[50.08139535 22.91860465] ; [8.91860465 4.08139535],0
p3,1,0.504151,0.446187,[32 41] ; [7 6],[33.10465116 39.89534884] ; [5.89534884 7.10465116],0
r4,1,0.550241,0.356885,[63 10] ; [12  1],[63.6627907  9.3372093] ; [11.3372093  1.6627907],0
a8,1,0.634441,0.226087,[ 7 58] ; [ 2 11],[ 7.5 57.5] ; [ 1.5 11.5],0
s8,1,0.651909,0.203501,[40 33] ; [8 5],[40.74418605 32.25581395] ; [7.25581395 5.74418605],0
b5,1,0.718422,0.130009,[41 32] ; [8 5],[41.59302326 31.40697674] ; [7.40697674 5.59302326],0
n1,1,0.763441,0.09058,[ 9 14] ; [1 1],[ 9.2 13.8] ; [0.8 1.2],0
s3,1,0.768926,0.086306,[48 25] ; [8 5],[47.53488372 25.46511628] ; [8.46511628 4.53488372],0
a6,1,0.806968,0.059702,[48 25] ; [9 4],[48.38372093 24.61627907] ; [8.61627907 4.38372093],0
p6,1,0.810711,0.057364,[27 44] ; [5 7],[27.37349398 43.62650602] ; [4.62650602 7.37349398],0
r1,1,0.822265,0.05046,[54 19] ; [10  3],[54.3255814 18.6744186] ; [9.6744186 3.3255814],0
p7,1,0.827374,0.047555,[45 28] ; [7 5],[44.65882353 28.34117647] ; [7.34117647 4.65882353],0
p8,1,0.83572,0.043003,[31 41] ; [6 7],[31.34117647 40.65882353] ; [5.65882353 7.34117647],0
u3,1,0.860503,0.030882,[12  3] ; [5 1],[12.14285714  2.85714286] ; [4.85714286 1.14285714],0
v3,1,0.865891,0.02852,[21 47] ; [4 8],[21.25 46.75] ; [3.75 8.25],0
p9,1,0.874816,0.02482,[56 15] ; [10  3],[55.78571429 15.21428571] ; [10.21428571  2.78571429],0
a5,1,0.883554,0.021452,[52 21] ; [9 4],[51.77906977 21.22093023] ; [9.22093023 3.77906977],0
a7,1,0.902725,0.014938,[55 18] ; [10  3],[55.1744186 17.8255814] ; [9.8255814 3.1744186],0
p5,1,0.922813,0.009388,[ 5 67] ; [ 1 12],[ 5.08235294 66.91764706] ; [ 0.91764706 12.08235294],0
r2,1,0.933319,0.007001,[66  5] ; [12  1],[65.92857143  5.07142857] ; [12.07142857  0.92857143],0
v1,1,0.982764,0.000467,[33 38] ; [6 7],[32.96428571 38.03571429] ; [6.03571429 6.96428571],0
