Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,129.727998,[436   9] ; [6 9],[427.58695652  17.41304348] ; [14.41304348  0.58695652],1
r2,1,0.0,32.43589,[437   5] ; [11  3],[434.24561404   7.75438596] ; [13.75438596  0.24561404],1
p11,1,1e-06,25.035762,[358  87] ; [ 4 11],[350.19565217  94.80434783] ; [11.80434783  3.19565217],1
p2,1,1e-05,19.478148,[381  62] ; [6 8],[375.14442013  67.85557987] ; [11.85557987  2.14442013],1
v4,1,1.8e-05,18.40933,[435   9] ; [12  3],[432.39215686  11.60784314] ; [14.60784314  0.39215686],1
b1,1,0.003684,8.433589,[162 283] ; [11  4],[167.35869565 277.64130435] ; [5.64130435 9.35869565],0
p5,1,0.005878,7.587437,[ 50 391] ; [5 9],[ 53.30769231 387.69230769] ; [ 1.69230769 12.30769231],0
p7,1,0.014345,5.99519,[291 142] ; [4 8],[287.04494382 145.95505618] ; [7.95505618 4.04494382],0
p4,1,0.016938,5.702818,[294 148] ; [5 9],[289.82017544 152.17982456] ; [9.17982456 4.82017544],0
s2,1,0.018781,5.521755,[252 188] ; [ 4 11],[247.56043956 192.43956044] ; [8.43956044 6.56043956],0
b3,1,0.023768,5.111451,[115 166] ; [ 1 11],[111.24914676 169.75085324] ; [4.75085324 7.24914676],0
b2,1,0.023768,5.111451,[115 166] ; [ 1 11],[111.24914676 169.75085324] ; [4.75085324 7.24914676],0
n6,1,0.025549,4.986267,[384  58] ; [10  5],[381.0678337  60.9321663] ; [12.9321663  2.0678337],0
p9,1,0.027019,4.889625,[380  58] ; [10  5],[377.08609272  60.91390728] ; [12.91390728  2.08609272],0
n1,1,0.034985,4.445895,[31 56] ; [7 3],[34.08247423 52.91752577] ; [3.91752577 6.08247423],0
a5,1,0.039581,4.235762,[382  63] ; [10  5],[379.2173913  65.7826087] ; [12.7826087  2.2173913],0
a6,1,0.045202,4.011081,[336 106] ; [8 7],[332.70897155 109.29102845] ; [11.29102845  3.70897155],0
v1,1,0.049913,3.844379,[255 179] ; [ 5 10],[251.31403118 182.68596882] ; [8.68596882 6.31403118],0
p1,1,0.075665,3.155641,[ 33 410] ; [ 3 12],[ 34.8209607 408.1790393] ; [ 1.1790393 13.8209607],0
v2,1,0.076314,3.1417,[268 160] ; [6 9],[264.72234763 163.27765237] ; [9.27765237 5.72234763],0
p6,1,0.125206,2.350954,[174 265] ; [ 3 12],[171.15198238 267.84801762] ; [5.84801762 9.15198238],0
a1,1,0.132164,2.266903,[ 21 424] ; [ 2 13],[ 22.25 422.75] ; [ 0.75 14.25],0
a2,1,0.139013,2.188853,[173 272] ; [ 3 12],[170.26086957 274.73913043] ; [5.73913043 9.26086957],0
s6,1,0.142107,2.154991,[310 127] ; [8 7],[307.44690265 129.55309735] ; [10.55309735  4.44690265],0
u1,1,0.147663,2.096228,[137 308] ; [ 2 13],[134.4673913 310.5326087] ; [ 4.5326087 10.4673913],0
s8,1,0.156513,2.007596,[229 212] ; [ 5 10],[226.30263158 214.69736842] ; [7.69736842 7.30263158],0
u2,1,0.245225,1.350307,[58 30] ; [1 2],[57.05494505 30.94505495] ; [1.94505495 1.05494505],0
a7,1,0.257751,1.280794,[351  94] ; [10  5],[349.22826087  95.77173913] ; [11.77173913  3.22826087],0
p10,1,0.266899,1.232615,[370  70] ; [11  4],[368.43956044  71.56043956] ; [12.56043956  2.43956044],0
b4,1,0.269289,1.220366,[263 182] ; [11  4],[265.06521739 179.93478261] ; [8.93478261 6.06521739],0
s3,1,0.290502,1.117293,[264 174] ; [7 8],[262.02649007 175.97350993] ; [8.97350993 6.02649007],0
n4,1,0.408797,0.682297,[363  81] ; [11  4],[361.77777778  82.22222222] ; [12.22222222  2.77777778],0
s1,1,0.414329,0.666345,[ 13 426] ; [ 1 14],[ 13.53744493 425.46255507] ; [ 0.46255507 14.53744493],0
n3,1,0.425848,0.634122,[62 24] ; [6 4],[60.91666667 25.08333333] ; [7.08333333 2.91666667],0
p8,1,0.434074,0.611898,[249 189] ; [7 8],[247.52317881 190.47682119] ; [8.47682119 6.52317881],0
b5,1,0.519291,0.415301,[274 171] ; [8 7],[272.80434783 172.19565217] ; [9.19565217 5.80434783],0
s7,1,0.525119,0.403827,[234 191] ; [6 7],[232.87671233 192.12328767] ; [7.12328767 5.87671233],0
d2,1,0.539229,0.376971,[322 120] ; [12  3],[323.03719912 118.96280088] ; [10.96280088  4.03719912],0
a4,1,0.622153,0.242853,[265 179] ; [8 7],[264.07843137 179.92156863] ; [8.92156863 6.07843137],0
p12,1,0.671257,0.180135,[ 44 397] ; [ 2 13],[ 44.48684211 396.51315789] ; [ 1.51315789 13.48684211],0
s4,1,0.69932,0.149181,[ 71 366] ; [ 3 12],[ 71.54424779 365.45575221] ; [ 2.45575221 12.54424779],0
s5,1,0.736209,0.113487,[161 267] ; [ 5 10],[160.37923251 267.62076749] ; [5.62076749 9.37923251],0
d3,1,0.737125,0.11267,[396  47] ; [13  2],[395.60480349  47.39519651] ; [13.39519651  1.60480349],0
n5,1,0.742224,0.108181,[341 102] ; [11  4],[340.47161572 102.52838428] ; [11.52838428  3.47161572],0
v3,1,0.748597,0.102714,[186 235] ; [6 9],[185.39449541 235.60550459] ; [6.60550459 8.39449541],0
p3,1,0.769119,0.086159,[235 207] ; [8 6],[235.53947368 206.46052632] ; [7.46052632 6.53947368],0
n2,1,0.776898,0.080295,[57 30] ; [7 3],[57.40206186 29.59793814] ; [6.59793814 3.40206186],0
a3,1,0.972381,0.001199,[356  87] ; [12  3],[355.94759825  87.05240175] ; [12.05240175  2.94759825],0
u3,1,0.98923,0.000182,[59 30] ; [2 1],[59.01086957 29.98913043] ; [1.98913043 1.01086957],0
