Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.016409,5.758519,[14  4] ; [1 4],[11.73913043  6.26086957] ; [3.26086957 1.73913043],0
r4,1,0.131636,2.273099,[16  2] ; [3 2],[14.86956522  3.13043478] ; [4.13043478 0.86956522],0
r2,1,0.131636,2.273099,[16  2] ; [3 2],[14.86956522  3.13043478] ; [4.13043478 0.86956522],0
n6,1,0.131636,2.273099,[16  2] ; [3 2],[14.86956522  3.13043478] ; [4.13043478 0.86956522],0
b1,1,0.159128,1.982492,[ 8 10] ; [4 1],[9.39130435 8.60869565] ; [2.60869565 2.39130435],0
d2,1,0.180802,1.791019,[13  5] ; [2 3],[11.73913043  6.26086957] ; [3.26086957 1.73913043],0
s2,1,0.180802,1.791019,[ 5 13] ; [3 2],[ 6.26086957 11.73913043] ; [1.73913043 3.26086957],0
d1,1,0.231263,1.433077,[9 9] ; [4 1],[10.17391304  7.82608696] ; [2.82608696 2.17391304],0
s7,1,0.268925,1.222222,[10  8] ; [1 3],[9. 9.] ; [2. 2.],0
a2,1,0.310557,1.028307,[ 1 17] ; [1 4],[ 1.56521739 16.43478261] ; [0.43478261 4.56521739],0
v1,1,0.32179,0.981658,[10  8] ; [4 1],[10.95652174  7.04347826] ; [3.04347826 1.95652174],0
v3,1,0.386876,0.748739,[ 7 10] ; [1 4],[ 6.18181818 10.81818182] ; [1.81818182 3.18181818],0
a7,1,0.399557,0.709658,[11  7] ; [2 3],[10.17391304  7.82608696] ; [2.82608696 2.17391304],0
a3,1,0.423206,0.641394,[14  4] ; [3 2],[13.30434783  4.69565217] ; [3.69565217 1.30434783],0
d5,1,0.423206,0.641394,[14  4] ; [3 2],[13.30434783  4.69565217] ; [3.69565217 1.30434783],0
a4,1,0.432738,0.615463,[ 7 11] ; [1 4],[ 6.26086957 11.73913043] ; [1.73913043 3.26086957],0
a6,1,0.566501,0.328571,[12  6] ; [4 1],[12.52173913  5.47826087] ; [3.47826087 1.52173913],0
s6,1,0.599275,0.276091,[13  5] ; [3 2],[12.52173913  5.47826087] ; [3.47826087 1.52173913],0
v4,1,0.601598,0.272593,[16  2] ; [4 1],[15.65217391  2.34782609] ; [4.34782609 0.65217391],0
v2,1,0.61093,0.258824,[9 8] ; [2 3],[8.5 8.5] ; [2.5 2.5],0
p7,1,0.61093,0.258824,[8 9] ; [3 2],[8.5 8.5] ; [2.5 2.5],0
p10,1,0.637144,0.222497,[15  2] ; [4 1],[14.68181818  2.31818182] ; [4.31818182 0.68181818],0
s3,1,0.692103,0.156818,[9 9] ; [2 3],[8.60869565 9.39130435] ; [2.39130435 2.60869565],0
s5,1,0.692103,0.156818,[9 9] ; [3 2],[9.39130435 8.60869565] ; [2.60869565 2.39130435],0
p11,1,0.726053,0.122767,[13  5] ; [4 1],[13.30434783  4.69565217] ; [3.69565217 1.30434783],0
b4,1,0.859234,0.031453,[10  8] ; [3 2],[10.17391304  7.82608696] ; [2.82608696 2.17391304],0
n5,1,0.861894,0.030263,[15  3] ; [4 1],[14.86956522  3.13043478] ; [4.13043478 0.86956522],0
n4,1,0.861894,0.030263,[15  3] ; [4 1],[14.86956522  3.13043478] ; [4.13043478 0.86956522],0
b5,1,0.964079,0.002028,[11  7] ; [3 2],[10.95652174  7.04347826] ; [3.04347826 1.95652174],0
p3,1,0.964079,0.002028,[11  7] ; [3 2],[10.95652174  7.04347826] ; [3.04347826 1.95652174],0
