Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,131.970259,[ 31 116] ; [134  20],[80.58139535 66.41860465] ; [84.41860465 69.58139535],1
s6,1,0.0,86.38051,[59 87] ; [138  13],[96.84175084 49.15824916] ; [100.15824916  50.84175084],1
s7,1,0.0,72.91601,[ 29 112] ; [104  43],[65.11458333 75.88541667] ; [67.88541667 79.11458333],1
s8,1,0.0,46.198377,[ 32 115] ; [93 61],[61.04651163 85.95348837] ; [63.95348837 90.04651163],1
s4,1,0.0,25.889657,[ 12 134] ; [ 48 102],[ 29.59459459 116.40540541] ; [ 30.40540541 119.59459459],1
p6,1,2.3e-05,17.914865,[ 38 106] ; [77 76],[55.75757576 88.24242424] ; [59.24242424 93.75757576],1
s5,1,5.6e-05,16.241164,[ 35 110] ; [67 76],[51.35416667 93.64583333] ; [50.64583333 92.35416667],1
p4,1,0.000815,11.206705,[74 73] ; [106  47],[88.2 58.8] ; [91.8 61.2],1
p10,1,0.001273,10.38111,[102  45] ; [130  23],[113.68  33.32] ; [118.32  34.68],0
p9,1,0.001441,10.151975,[105  39] ; [134  19],[115.87878788  28.12121212] ; [123.12121212  29.87878788],0
v4,1,0.003125,8.73276,[128  18] ; [149   5],[134.80666667  11.19333333] ; [142.19333333  11.80666667],0
p2,1,0.007519,7.144515,[107  39] ; [132  22],[116.31333333  29.68666667] ; [122.68666667  31.31333333],0
p3,1,0.016929,5.703763,[60 86] ; [84 69],[70.31438127 75.68561873] ; [73.68561873 79.31438127],0
r3,1,0.033007,4.545413,[132  15] ; [147   6],[136.71  10.29] ; [142.29  10.71],0
p12,1,0.035656,4.413477,[  3 143] ; [ 11 142],[  6.8361204 139.1638796] ; [  7.1638796 145.8361204],0
u2,1,0.037262,4.338375,[15 19] ; [21  9],[19.125 14.875] ; [16.875 13.125],0
n3,1,0.049912,3.844416,[24 18] ; [31  9],[28.17073171 13.82926829] ; [26.82926829 13.17073171],0
n5,1,0.056348,3.641755,[95 51] ; [115  38],[102.54180602  43.45819398] ; [107.45819398  45.54180602],0
u1,1,0.104508,2.63536,[ 31 116] ; [ 45 109],[ 37.11627907 109.88372093] ; [ 38.88372093 115.11627907],0
a1,1,0.104855,2.630108,[  2 145] ; [  7 147],[  4.39534884 142.60465116] ; [  4.60465116 149.39534884],0
u3,1,0.112664,2.516454,[19 16] ; [22  8],[22.07692308 12.92307692] ; [18.92307692 11.07692308],0
n6,1,0.124536,2.359321,[114  32] ; [130  23],[119.14381271  26.85618729] ; [124.85618729  28.14381271],0
n2,1,0.134113,2.244242,[25 19] ; [29 11],[28.28571429 15.71428571] ; [25.71428571 14.28571429],0
p11,1,0.157099,2.001928,[102  45] ; [118  36],[107.44186047  39.55813953] ; [112.55813953  41.44186047],0
r4,1,0.174634,1.842708,[124  23] ; [138  16],[127.95348837  19.04651163] ; [134.04651163  19.95348837],0
v2,1,0.186268,1.746888,[58 87] ; [71 78],[63.62244898 81.37755102] ; [65.37755102 83.62244898],0
r2,1,0.206515,1.595692,[136   8] ; [147   4],[138.14237288   5.85762712] ; [144.85762712   6.14237288],0
p7,1,0.225875,1.466651,[81 65] ; [93 56],[86.11525424 59.88474576] ; [87.88474576 61.11525424],0
a8,1,0.252614,1.308789,[ 13 122] ; [ 20 122],[ 16.08303249 118.91696751] ; [ 16.91696751 125.08303249],0
p5,1,0.260684,1.265121,[ 10 137] ; [ 16 137],[ 12.74 134.26] ; [ 13.26 139.74],0
b4,1,0.278179,1.175967,[93 54] ; [88 66],[88.39534884 58.60465116] ; [92.60465116 61.39534884],0
a6,1,0.301004,1.069739,[110  37] ; [107  47],[105.97674419  41.02325581] ; [111.02325581  42.97674419],0
v1,1,0.312534,1.019936,[59 87] ; [68 79],[63.28327645 82.71672355] ; [63.71672355 83.28327645],0
s1,1,0.339927,0.910706,[  3 143] ; [  6 146],[  4.40939597 141.59060403] ; [  4.59060403 147.40939597],0
a3,1,0.361567,0.832444,[112  35] ; [124  30],[115.25581395  31.74418605] ; [120.74418605  33.25581395],0
d4,1,0.447809,0.576192,[144   2] ; [150   4],[143.08   2.92] ; [150.92   3.08],0
p8,1,0.449136,0.572832,[69 78] ; [78 74],[72.27090301 74.72909699] ; [74.72909699 77.27090301],0
n1,1,0.499484,0.456032,[17 28] ; [18 22],[18.52941176 26.47058824] ; [16.47058824 23.52941176],0
d2,1,0.499658,0.455664,[102  44] ; [113  41],[104.63333333  41.36666667] ; [110.36666667  43.63333333],0
a5,1,0.519995,0.413904,[120  27] ; [130  24],[122.09302326  24.90697674] ; [127.90697674  26.09302326],0
r1,1,0.522062,0.409817,[117  29] ; [127  26],[119.14381271  26.85618729] ; [124.85618729  28.14381271],0
n4,1,0.548426,0.360144,[108  39] ; [117  36],[110.25  36.75] ; [114.75  38.25],0
a2,1,0.564285,0.332339,[ 46 101] ; [ 53 101],[48.34883721 98.65116279] ; [ 50.65116279 103.34883721],0
a7,1,0.618327,0.248226,[109  38] ; [118  36],[110.86046512  36.13953488] ; [116.13953488  37.86046512],0
b1,1,0.656854,0.197368,[60 87] ; [59 95],[58.11627907 88.88372093] ; [60.88372093 93.11627907],0
u4,1,0.690156,0.158917,[  2 145] ; [  3 151],[  2.44186047 144.55813953] ; [  2.55813953 151.44186047],0
b5,1,0.752677,0.099295,[90 57] ; [97 57],[91.3255814 55.6744186] ; [95.6744186 58.3255814],0
b2,1,0.813549,0.055625,[35 51] ; [39 61],[34.21505376 51.78494624] ; [39.78494624 60.21505376],0
b3,1,0.813549,0.055625,[35 51] ; [39 61],[34.21505376 51.78494624] ; [39.78494624 60.21505376],0
p1,1,0.90977,0.012843,[ 11 136] ; [ 11 143],[ 10.74418605 136.25581395] ; [ 11.25581395 142.74418605],0
d5,1,0.946831,0.004447,[143   4] ; [150   4],[143.09302326   3.90697674] ; [149.90697674   4.09302326],0
a4,1,0.954188,0.0033,[82 64] ; [87 67],[82.24666667 63.75333333] ; [86.75333333 67.24666667],0
d3,1,0.973306,0.00112,[130  17] ; [136  18],[129.90697674  17.09302326] ; [136.09302326  17.90697674],0
