Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,8.4e-05,15.466045,[30 30] ; [25 93],[18.53932584 41.46067416] ; [36.46067416 81.53932584],1
p4,1,0.000217,13.68095,[42 18] ; [48 70],[30.33707865 29.66292135] ; [59.66292135 58.33707865],1
s7,1,0.000659,11.600244,[31 26] ; [31 81],[20.9112426 36.0887574] ; [41.0887574 70.9112426],1
p7,1,0.001056,10.726431,[41 17] ; [52 65],[30.82285714 27.17714286] ; [62.17714286 54.82285714],0
p8,1,0.001305,10.334981,[36 24] ; [41 77],[25.95505618 34.04494382] ; [51.04494382 66.95505618],0
v2,1,0.008501,6.924804,[30 27] ; [37 79],[22.07514451 34.92485549] ; [44.92485549 71.07514451],0
p3,1,0.013185,6.144149,[33 27] ; [42 76],[25.28089888 34.71910112] ; [49.71910112 68.28089888],0
s5,1,0.013465,6.106904,[21 33] ; [24 91],[14.37869822 39.62130178] ; [30.62130178 84.37869822],0
p11,1,0.015604,5.84691,[50 10] ; [78 40],[43.14606742 16.85393258] ; [84.85393258 33.14606742],0
d1,1,0.020888,5.336128,[30 30] ; [38 80],[22.92134831 37.07865169] ; [45.07865169 72.92134831],0
v3,1,0.026394,4.930053,[22 37] ; [25 91],[15.84571429 43.15428571] ; [31.15428571 84.84571429],0
p1,1,0.053297,3.73457,[ 8 52] ; [  6 112],[ 4.71910112 55.28089888] ; [  9.28089888 108.71910112],0
r2,1,0.060819,3.514896,[53  5] ; [94 23],[48.72  9.28] ; [98.28 18.72],0
d3,1,0.06699,3.355286,[37 21] ; [58 60],[31.30681818 26.69318182] ; [63.69318182 54.30681818],0
s1,1,0.073762,3.197254,[ 3 56] ; [  1 117],[ 1.33333333 57.66666667] ; [  2.66666667 115.33333333],0
p12,1,0.080295,3.05893,[ 5 55] ; [  3 114],[ 2.71186441 57.28813559] ; [  5.28813559 111.71186441],0
d5,1,0.083369,2.997967,[46 13] ; [77 41],[41. 18.] ; [82. 36.],0
d4,1,0.091601,2.846011,[47 13] ; [78 40],[42.13483146 17.86516854] ; [82.86516854 35.13483146],0
s2,1,0.132455,2.263498,[31 29] ; [47 71],[26.29213483 33.70786517] ; [51.70786517 66.29213483],0
n1,1,0.132634,2.261402,[10 11] ; [11 28],[ 7.35 13.65] ; [13.65 25.35],0
b2,1,0.151207,2.060034,[17 22] ; [19 45],[13.63106796 25.36893204] ; [22.36893204 41.63106796],0
b3,1,0.151207,2.060034,[17 22] ; [19 45],[13.63106796 25.36893204] ; [22.36893204 41.63106796],0
u1,1,0.154744,2.024854,[ 5 55] ; [  4 114],[ 3.03370787 56.96629213] ; [  5.96629213 112.03370787],0
u2,1,0.189758,1.719498,[16  9] ; [25 27],[13.31168831 11.68831169] ; [27.68831169 24.31168831],0
r4,1,0.23407,1.415955,[43 17] ; [74 44],[39.43820225 20.56179775] ; [77.56179775 40.43820225],0
p2,1,0.238375,1.39018,[49 11] ; [87 31],[45.84269663 14.15730337] ; [90.15730337 27.84269663],0
n4,1,0.240777,1.376038,[41 19] ; [70 48],[37.41573034 22.58426966] ; [73.58426966 44.41573034],0
b4,1,0.24677,1.341496,[37 23] ; [62 56],[33.37078652 26.62921348] ; [65.62921348 52.37078652],0
n2,1,0.298496,1.080903,[15  7] ; [32  8],[16.67741935  5.32258065] ; [30.32258065  9.67741935],0
p5,1,0.318623,0.994592,[ 8 52] ; [ 10 107],[ 6.10169492 53.89830508] ; [ 11.89830508 105.10169492],0
v1,1,0.328549,0.95461,[27 32] ; [43 70],[24.01162791 34.98837209] ; [45.98837209 67.01162791],0
s6,1,0.331994,0.941106,[35 23] ; [61 55],[32. 26.] ; [64. 52.],0
a2,1,0.35057,0.871392,[ 4 56] ; [ 13 105],[ 5.73033708 54.26966292] ; [ 11.26966292 106.73033708],0
n5,1,0.36707,0.813559,[42 17] ; [76 42],[39.33333333 19.66666667] ; [78.66666667 39.33333333],0
u3,1,0.38029,0.769765,[13 11] ; [23 30],[11.22077922 12.77922078] ; [24.77922078 28.22077922],0
a1,1,0.450567,0.569226,[ 6 54] ; [  8 110],[ 4.71910112 55.28089888] ; [  9.28089888 108.71910112],0
p10,1,0.453464,0.561978,[45 14] ; [83 34],[42.90909091 16.09090909] ; [85.09090909 31.90909091],0
a4,1,0.543757,0.368622,[21 39] ; [36 82],[19.21348315 40.78651685] ; [37.78651685 80.21348315],0
d2,1,0.585588,0.297288,[23 37] ; [40 77],[21.3559322 38.6440678] ; [41.6440678 75.3559322],0
a6,1,0.6031,0.270346,[35 25] ; [64 54],[33.37078652 26.62921348] ; [65.62921348 52.37078652],0
u4,1,0.624011,0.24027,[ 1 59] ; [  1 117],[ 0.6741573 59.3258427] ; [  1.3258427 116.6741573],0
s4,1,0.644896,0.212396,[14 46] ; [24 94],[12.80898876 47.19101124] ; [25.19101124 92.80898876],0
n6,1,0.654175,0.200677,[49 11] ; [93 25],[47.86516854 12.13483146] ; [94.13483146 23.86516854],0
a7,1,0.663707,0.189052,[37 22] ; [70 48],[35.66666667 23.33333333] ; [71.33333333 46.66666667],0
p9,1,0.670602,0.180899,[49 11] ; [90 24],[47.93103448 12.06896552] ; [91.06896552 22.93103448],0
b5,1,0.719654,0.128824,[37 23] ; [76 42],[38.08988764 21.91011236] ; [74.91011236 43.08988764],0
a3,1,0.72419,0.124513,[35 25] ; [65 52],[33.89830508 26.10169492] ; [66.10169492 50.89830508],0
a5,1,0.756028,0.096535,[33 27] ; [62 56],[32.02247191 27.97752809] ; [62.97752809 55.02247191],0
a8,1,0.814331,0.055151,[ 4 53] ; [  9 103],[ 4.38461538 52.61538462] ; [  8.61538462 103.38461538],0
n3,1,0.956178,0.003019,[15  7] ; [27 13],[14.90322581  7.09677419] ; [27.09677419 12.90322581],0
r3,1,0.966714,0.001741,[52  8] ; [102  16],[51.91011236  8.08988764] ; [102.08988764  15.91011236],0
s3,1,0.969804,0.001433,[27 33] ; [53 64],[27.11864407 32.88135593] ; [52.88135593 64.11864407],0
b1,1,0.98558,0.000327,[25 35] ; [49 69],[24.94382022 35.05617978] ; [49.05617978 68.94382022],0
