Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,117.549497,[267 134] ; [ 32 147],[206.72241379 194.27758621] ; [92.27758621 86.72241379],1
s3,1,0.0,92.2518,[268 128] ; [ 44 135],[214.87304348 181.12695652] ; [97.12695652 81.87304348],1
s7,1,0.0,77.208943,[248 142] ; [ 38 128],[200.61151079 189.38848921] ; [85.38848921 80.61151079],1
s8,1,0.0,71.506742,[239 161] ; [ 40 142],[191.75257732 208.24742268] ; [87.24742268 94.75257732],1
s5,1,0.0,56.478345,[182 207] ; [ 25 153],[142.01587302 246.98412698] ; [ 64.98412698 113.01587302],1
p9,1,0.0,26.547147,[360  38] ; [131  46],[339.8573913  58.1426087] ; [151.1426087  25.8573913],1
p4,1,3e-06,21.618123,[276 125] ; [87 92],[250.97068966 150.02931034] ; [112.02931034  66.97068966],1
r4,1,2.1e-05,18.122476,[374  28] ; [148  34],[359.32191781  42.67808219] ; [162.67808219  19.32191781],1
n6,1,2.2e-05,17.988607,[353  46] ; [135  46],[335.71034483  63.28965517] ; [152.28965517  28.71034483],1
s4,1,3.3e-05,17.254329,[ 80 316] ; [ 12 170],[ 63.03114187 332.96885813] ; [ 28.96885813 153.03114187],1
p6,1,4.9e-05,16.484857,[166 232] ; [ 42 133],[144.47469459 253.52530541] ; [ 63.52530541 111.47469459],1
r3,1,8.6e-05,15.430563,[389  12] ; [162  20],[378.9897084  22.0102916] ; [172.0102916   9.9897084],1
p10,1,0.000229,13.574284,[342  56] ; [131  48],[326.26343154  71.73656846] ; [146.73656846  32.26343154],1
v4,1,0.000391,12.575851,[387  13] ; [162  19],[377.96901893  22.03098107] ; [171.03098107   9.96901893],1
p12,1,0.002118,9.444204,[ 41 358] ; [  5 174],[ 31.75432526 367.24567474] ; [ 14.24567474 164.75432526],0
r1,1,0.002298,9.294708,[344  56] ; [137  44],[331.15318417  68.84681583] ; [149.84681583  31.15318417],0
u1,1,0.003344,8.609397,[114 288] ; [ 31 151],[ 99.81164384 302.18835616] ; [ 45.18835616 136.81164384],0
p7,1,0.003419,8.569181,[264 123] ; [100  80],[248.44444444 138.55555556] ; [115.55555556  64.44444444],0
p2,1,0.00522,7.801549,[343  56] ; [137  42],[331.34948097  67.65051903] ; [148.65051903  30.34948097],0
p3,1,0.006295,7.463795,[225 176] ; [ 78 100],[209.84974093 191.15025907] ; [93.15025907 84.84974093],0
v1,1,0.010905,6.480783,[234 156] ; [87 92],[220.01757469 169.98242531] ; [100.98242531  78.01757469],0
n2,1,0.013472,6.106033,[73 21] ; [29 21],[66.58333333 27.41666667] ; [35.41666667 14.58333333],0
r2,1,0.019494,5.456689,[384  12] ; [164  13],[378.72251309  17.27748691] ; [169.27748691   7.72251309],0
p5,1,0.031625,4.618721,[ 50 347] ; [ 12 169],[ 42.58477509 354.41522491] ; [ 19.41522491 161.58477509],0
b5,1,0.032684,4.562265,[254 148] ; [98 84],[242.30136986 159.69863014] ; [109.69863014  72.30136986],0
a6,1,0.094162,2.801737,[284 117] ; [141  41],[292.32418525 108.67581475] ; [132.67581475  49.32418525],0
a2,1,0.100383,2.699442,[145 257] ; [ 53 129],[136.29452055 265.70547945] ; [ 61.70547945 120.29452055],0
n3,1,0.109827,2.556705,[69 24] ; [30 19],[64.83802817 28.16197183] ; [34.16197183 14.83802817],0
n5,1,0.113151,2.509645,[310  88] ; [130  51],[302.45250432  95.54749568] ; [137.54749568  43.45250432],0
n1,1,0.14156,2.16092,[40 54] ; [14 33],[36. 58.] ; [18. 29.],0
a8,1,0.177101,1.821784,[ 53 310] ; [ 17 148],[ 48.125 314.875] ; [ 21.875 143.125],0
p8,1,0.184712,1.759297,[209 184] ; [84 94],[201.6619965 191.3380035] ; [91.3380035 86.6619965],0
v2,1,0.188314,1.730759,[240 145] ; [100  77],[232.91814947 152.08185053] ; [107.08185053  69.91814947],0
a1,1,0.231758,1.43004,[ 28 374] ; [  8 174],[ 24.78082192 377.21917808] ; [ 11.21917808 170.78082192],0
d1,1,0.26111,1.262864,[311  91] ; [133  49],[305.63013699  96.36986301] ; [138.36986301  43.63013699],0
n4,1,0.293329,1.104277,[329  71] ; [143  39],[324.39862543  75.60137457] ; [147.60137457  34.39862543],0
b4,1,0.30184,1.066047,[237 165] ; [99 83],[231.28767123 170.71232877] ; [104.71232877  77.28767123],0
u3,1,0.345319,0.890583,[43 26] ; [19 17],[40.74285714 28.25714286] ; [21.25714286 14.74285714],0
v3,1,0.364319,0.822952,[159 227] ; [ 65 110],[154.12477718 231.87522282] ; [ 69.87522282 105.12477718],0
d3,1,0.396874,0.717777,[309  93] ; [134  48],[304.94178082  97.05821918] ; [138.05821918  43.94178082],0
s1,1,0.412205,0.672431,[ 14 384] ; [  4 175],[ 12.41594454 385.58405546] ; [  5.58405546 173.41594454],0
b1,1,0.447138,0.577897,[148 254] ; [ 73 109],[152.12671233 249.87328767] ; [ 68.87328767 113.12671233],0
p11,1,0.458719,0.549018,[318  84] ; [139  43],[314.57876712  87.42123288] ; [142.42123288  39.57876712],0
u2,1,0.486795,0.483604,[41 29] ; [18 17],[39.33333333 30.66666667] ; [19.66666667 15.33333333],0
b2,1,0.494208,0.467351,[100 157] ; [47 63],[102.9400545 154.0599455] ; [44.0599455 65.9400545],0
b3,1,0.494208,0.467351,[100 157] ; [47 63],[102.9400545 154.0599455] ; [44.0599455 65.9400545],0
a3,1,0.500232,0.454444,[331  70] ; [146  36],[328.09090909  72.90909091] ; [148.90909091  33.09090909],0
a4,1,0.564048,0.332743,[234 167] ; [101  80],[230.8161512 170.1838488] ; [104.1838488  76.8161512],0
a7,1,0.592282,0.286794,[300 102] ; [132  50],[297.36986301 104.63013699] ; [134.63013699  47.36986301],0
d2,1,0.690407,0.158645,[252 149] ; [110  70],[249.84853701 151.15146299] ; [112.15146299  67.84853701],0
d4,1,0.803175,0.062121,[367  35] ; [165  17],[366.20547945  35.79452055] ; [165.79452055  16.20547945],0
p1,1,0.970515,0.001366,[ 29 370] ; [ 13 168],[ 28.89310345 370.10689655] ; [ 13.10689655 167.89310345],0
