Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,31.652815,[50  7] ; [ 8 21],[38.44186047 18.55813953] ; [19.55813953  9.44186047],1
p11,1,5e-06,20.867924,[44 13] ; [ 8 22],[34.06896552 22.93103448] ; [17.93103448 12.06896552],1
s8,1,0.000169,14.144553,[35 21] ; [ 6 24],[26.69767442 29.30232558] ; [14.30232558 15.69767442],1
v4,1,0.004263,8.168328,[53  4] ; [21  9],[48.48275862  8.51724138] ; [25.51724138  4.48275862],0
s1,1,0.013192,6.143127,[ 3 53] ; [ 7 23],[ 6.51162791 49.48837209] ; [ 3.48837209 26.51162791],0
r4,1,0.018577,5.540911,[50  7] ; [20 10],[45.86206897 11.13793103] ; [24.13793103  5.86206897],0
n6,1,0.019426,5.462795,[42 14] ; [15 15],[37.11627907 18.88372093] ; [19.88372093 10.11627907],0
r3,1,0.031927,4.602429,[54  3] ; [24  6],[51.10344828  5.89655172] ; [26.89655172  3.10344828],0
r2,1,0.034491,4.470192,[53  3] ; [24  6],[50.13953488  5.86046512] ; [26.86046512  3.13953488],0
n5,1,0.052844,3.748849,[43 13] ; [17 13],[39.06976744 16.93023256] ; [20.93023256  9.06976744],0
n2,1,0.053829,3.718,[16  2] ; [9 6],[13.63636364  4.36363636] ; [11.36363636  3.63636364],0
a7,1,0.092349,2.832935,[39 18] ; [15 15],[35.37931034 21.62068966] ; [18.62068966 11.37931034],0
d1,1,0.107203,2.594981,[35 22] ; [13 17],[31.44827586 25.55172414] ; [16.55172414 13.44827586],0
s2,1,0.116483,2.463984,[45 12] ; [19 11],[41.93103448 15.06896552] ; [22.06896552  7.93103448],0
a6,1,0.119225,2.427469,[35 21] ; [13 16],[31.62352941 24.37647059] ; [16.37647059 12.62352941],0
s7,1,0.133365,2.252889,[35 20] ; [13 15],[31.80722892 23.19277108] ; [16.19277108 11.80722892],0
b4,1,0.13918,2.187004,[36 21] ; [14 16],[32.75862069 24.24137931] ; [17.24137931 12.75862069],0
a2,1,0.142756,2.147994,[13 44] ; [ 3 27],[10.48275862 46.51724138] ; [ 5.51724138 24.48275862],0
v2,1,0.154399,2.028245,[31 21] ; [13 17],[27.90243902 24.09756098] ; [16.09756098 13.90243902],0
b5,1,0.165395,1.924199,[39 18] ; [16 14],[36.03448276 20.96551724] ; [18.96551724 11.03448276],0
d3,1,0.208289,1.583282,[35 21] ; [14 15],[32.28235294 23.71764706] ; [16.71764706 12.28235294],0
n3,1,0.241529,1.371646,[12  5] ; [7 7],[10.41935484  6.58064516] ; [8.58064516 5.41935484],0
v3,1,0.285908,1.13879,[15 37] ; [11 16],[17.11392405 34.88607595] ; [ 8.88607595 18.11392405],0
b1,1,0.334015,0.93327,[28 29] ; [18 12],[30.13793103 26.86206897] ; [15.86206897 14.13793103],0
n4,1,0.338583,0.915789,[40 17] ; [18 12],[38. 19.] ; [20. 10.],0
d5,1,0.357153,0.847878,[42 14] ; [19 10],[40.18823529 15.81176471] ; [20.81176471  8.18823529],0
d4,1,0.404615,0.694568,[45 11] ; [21  8],[43.48235294 12.51764706] ; [22.51764706  6.48235294],0
p6,1,0.41563,0.662638,[14 42] ; [ 5 24],[12.51764706 43.48235294] ; [ 6.48235294 22.51764706],0
p7,1,0.42025,0.649615,[25 28] ; [11 18],[23.26829268 29.73170732] ; [12.73170732 16.26829268],0
p4,1,0.450653,0.569008,[21 34] ; [ 9 21],[19.41176471 35.58823529] ; [10.58823529 19.41176471],0
