Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000118,14.829919,[58  5] ; [60 32],[47.96129032 15.03870968] ; [70.03870968 21.96129032],1
v3,1,0.007092,7.249455,[28 34] ; [21 66],[20.38926174 41.61073826] ; [28.61073826 58.38926174],0
s6,1,0.010715,6.512047,[34 28] ; [31 60],[26.33986928 35.66013072] ; [38.66013072 52.33986928],0
p10,1,0.0122,6.281582,[39 23] ; [38 52],[31.40789474 30.59210526] ; [45.59210526 44.40789474],0
d4,1,0.017381,5.65752,[53 10] ; [61 30],[46.63636364 16.36363636] ; [67.36363636 23.63636364],0
d5,1,0.023871,5.103971,[49 14] ; [55 36],[42.54545455 20.45454545] ; [61.45454545 29.54545455],0
p11,1,0.024197,5.080485,[39 24] ; [40 52],[32.10967742 30.89032258] ; [46.89032258 45.10967742],0
p12,1,0.028195,4.816088,[ 5 57] ; [ 1 91],[ 2.41558442 59.58441558] ; [ 3.58441558 88.41558442],0
r1,1,0.029857,4.717513,[47 16] ; [53 39],[40.64516129 22.35483871] ; [59.35483871 32.64516129],0
s1,1,0.035261,4.432495,[ 2 61] ; [12 80],[ 5.69032258 57.30967742] ; [ 8.30967742 83.69032258],0
p7,1,0.036968,4.351872,[20 41] ; [16 73],[14.64 46.36] ; [21.36 67.64],0
v4,1,0.038457,4.284684,[53 10] ; [64 28],[47.55483871 15.44516129] ; [69.44516129 22.55483871],0
s2,1,0.047157,3.939784,[27 36] ; [25 66],[21.27272727 41.72727273] ; [30.72727273 60.27272727],0
n1,1,0.051907,3.778779,[ 5 15] ; [21 20],[ 8.52459016 11.47540984] ; [17.47540984 23.52459016],0
p1,1,0.078294,3.099958,[ 2 61] ; [10 82],[ 4.87741935 58.12258065] ; [ 7.12258065 84.87741935],0
p5,1,0.084994,2.966724,[ 1 62] ; [ 7 81],[ 3.33774834 59.66225166] ; [ 4.66225166 83.33774834],0
r4,1,0.099784,2.708992,[47 16] ; [57 35],[42.27096774 20.72903226] ; [61.72903226 30.27096774],0
s4,1,0.11971,2.421107,[15 47] ; [13 78],[11.34640523 50.65359477] ; [16.65359477 74.34640523],0
r2,1,0.128734,2.307701,[55  6] ; [73 17],[51.70860927  9.29139073] ; [76.29139073 13.70860927],0
s5,1,0.131444,2.275368,[15 46] ; [13 75],[11.46308725 49.53691275] ; [16.53691275 71.46308725],0
s8,1,0.148283,2.089826,[21 42] ; [21 71],[17.07096774 45.92903226] ; [24.92903226 67.07096774],0
a7,1,0.160918,1.96558,[42 21] ; [51 41],[37.8 25.2] ; [55.2 36.8],0
s7,1,0.163108,1.945171,[22 39] ; [21 62],[18.21527778 42.78472222] ; [24.78472222 58.21527778],0
n5,1,0.163376,1.9427,[36 27] ; [62 29],[40.09090909 22.90909091] ; [57.90909091 33.09090909],0
n6,1,0.178465,1.810362,[46 17] ; [57 34],[42.13636364 20.86363636] ; [60.86363636 30.13636364],0
p8,1,0.21782,1.518675,[13 50] ; [12 79],[10.22727273 52.77272727] ; [14.77272727 76.22727273],0
s3,1,0.224551,1.47505,[30 33] ; [34 56],[26.35294118 36.64705882] ; [37.64705882 52.35294118],0
v1,1,0.242295,1.367192,[23 39] ; [25 64],[19.70860927 42.29139073] ; [28.29139073 60.70860927],0
d1,1,0.27543,1.189504,[33 30] ; [40 52],[29.67096774 33.32903226] ; [43.32903226 48.67096774],0
p9,1,0.336147,0.925069,[34 27] ; [42 46],[31.11409396 29.88590604] ; [44.88590604 43.11409396],0
b3,1,0.349317,0.875938,[11 27] ; [24 39],[13.16831683 24.83168317] ; [21.83168317 41.16831683],0
b2,1,0.349317,0.875938,[11 27] ; [24 39],[13.16831683 24.83168317] ; [21.83168317 41.16831683],0
a5,1,0.384349,0.756745,[42 21] ; [55 37],[39.42580645 23.57419355] ; [57.57419355 34.42580645],0
p3,1,0.418155,0.655495,[18 45] ; [21 71],[15.8516129 47.1483871] ; [23.1483871 68.8516129],0
d3,1,0.420079,0.650094,[36 27] ; [46 45],[33.54545455 29.45454545] ; [48.45454545 42.54545455],0
a2,1,0.453633,0.561558,[10 53] ; [19 73],[11.78709677 51.21290323] ; [17.21290323 74.78709677],0
a6,1,0.507728,0.438746,[34 29] ; [54 37],[36. 27.] ; [52. 39.],0
b1,1,0.62727,0.23578,[29 34] ; [46 46],[30.48387097 32.51612903] ; [44.51612903 47.48387097],0
n3,1,0.628414,0.234217,[11  9] ; [24 15],[11.86440678  8.13559322] ; [23.13559322 15.86440678],0
