Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,352.060964,[382  54] ; [ 95 310],[247.29131986 188.70868014] ; [229.70868014 175.29131986],1
s7,1,0.0,168.217498,[300 122] ; [100 291],[207.62607626 214.37392374] ; [192.37392374 198.62607626],1
s6,1,0.0,163.748418,[377  55] ; [184 219],[290.24191617 141.75808383] ; [270.75808383 132.24191617],1
s8,1,0.0,123.976143,[274 164] ; [100 308],[193.63120567 244.36879433] ; [180.36879433 227.63120567],1
s5,1,0.0,87.583933,[206 212] ; [ 73 327],[142.56968215 275.43031785] ; [136.43031785 263.56968215],1
s4,1,0.0,33.290081,[104 330] ; [ 37 370],[ 72.76337693 361.23662307] ; [ 68.23662307 338.76337693],1
p6,1,6.2e-05,16.048183,[186 245] ; [120 283],[158.13669065 272.86330935] ; [147.86330935 255.13669065],1
p10,1,9.2e-05,15.301031,[372  61] ; [304 100],[349.71087216  83.28912784] ; [326.28912784  77.71087216],1
p12,1,0.00011,14.952799,[ 48 387] ; [ 16 389],[ 33.14285714 401.85714286] ; [ 30.85714286 374.14285714],1
p9,1,0.00014,14.497504,[382  48] ; [320  84],[361.94244604  68.05755396] ; [340.05755396  63.94244604],1
d1,1,0.000146,14.425074,[286 154] ; [215 197],[258.73239437 181.26760563] ; [242.26760563 169.73239437],1
p4,1,0.000154,14.323834,[281 154] ; [210 196],[253.96551724 181.03448276] ; [237.03448276 168.96551724],1
u1,1,0.000266,13.298618,[100 340] ; [ 54 358],[ 79.53051643 360.46948357] ; [ 74.46948357 337.53051643],1
d4,1,0.000414,12.466818,[377  59] ; [317  94],[357.2420307  78.7579693] ; [336.7579693  74.2420307],1
d2,1,0.002491,9.14717,[233 204] ; [176 234],[211.0188902 225.9811098] ; [197.9811098 212.0188902],0
v1,1,0.002665,9.023948,[251 175] ; [195 207],[229.46376812 196.53623188] ; [216.53623188 185.46376812],0
n5,1,0.00319,8.69525,[343  94] ; [284 124],[324.2591716 112.7408284] ; [302.7408284 105.2591716],0
u4,1,0.004067,8.253571,[ 16 424] ; [  3 409],[  9.81220657 430.18779343] ; [  9.18779343 402.81220657],0
u3,1,0.006529,7.398069,[76 32] ; [73 64],[65.68163265 42.31836735] ; [83.31836735 53.68163265],0
r4,1,0.008704,6.882569,[421  19] ; [376  36],[411.59624413  28.40375587] ; [385.40375587  26.59624413],0
a3,1,0.009073,6.808454,[330 108] ; [275 134],[312.85714286 125.14285714] ; [292.14285714 116.85714286],0
a2,1,0.011942,6.31939,[121 319] ; [ 83 329],[105.35211268 334.64788732] ; [ 98.64788732 313.35211268],0
s1,1,0.011972,6.315063,[ 21 413] ; [  7 399],[ 14.46666667 419.53333333] ; [ 13.53333333 392.46666667],0
d5,1,0.01249,6.239909,[367  69] ; [319  93],[352.70754717  83.29245283] ; [333.29245283  78.70754717],0
a4,1,0.02486,5.033602,[214 225] ; [168 241],[197.75707547 241.24292453] ; [184.24292453 224.75707547],0
r3,1,0.027718,4.845537,[425  13] ; [385  25],[418.37264151  19.62735849] ; [391.62735849  18.37264151],0
a8,1,0.0378,4.314018,[ 63 342] ; [ 39 332],[ 53.23453608 351.76546392] ; [ 48.76546392 322.23453608],0
v3,1,0.039399,4.243569,[182 238] ; [144 253],[167.58873929 252.41126071] ; [158.41126071 238.58873929],0
p3,1,0.041367,4.160908,[230 205] ; [188 222],[215.18343195 219.81656805] ; [202.81656805 207.18343195],0
p7,1,0.045988,3.982034,[281 140] ; [242 161],[267.21237864 153.78762136] ; [255.78762136 147.21237864],0
a5,1,0.050685,3.818659,[334 105] ; [289 123],[321.38307873 117.61692127] ; [301.61692127 110.38307873],0
p5,1,0.070277,3.276548,[ 56 376] ; [ 37 372],[ 47.77170036 384.22829964] ; [ 45.22829964 363.77170036],0
r1,1,0.072662,3.221848,[370  68] ; [327  83],[360.00707547  77.99292453] ; [336.99292453  73.00707547],0
a6,1,0.073677,3.199134,[284 152] ; [292 120],[296.1509434 139.8490566] ; [279.8490566 132.1509434],0
n6,1,0.076083,3.14665,[376  59] ; [337  74],[366.61347518  68.38652482] ; [346.38652482  64.61347518],0
a1,1,0.083351,2.998321,[ 26 414] ; [ 14 398],[ 20.657277 419.342723] ; [ 19.342723 392.657277],0
v2,1,0.088225,2.906471,[246 173] ; [209 187],[233.9202454 185.0797546] ; [221.0797546 174.9202454],0
d3,1,0.09065,2.862793,[311 125] ; [271 140],[299.58913813 136.41086187] ; [282.41086187 128.58913813],0
n4,1,0.095481,2.779449,[344  94] ; [302 108],[333.66509434 104.33490566] ; [312.33490566  97.66509434],0
n2,1,0.116957,2.457612,[77 19] ; [72 30],[72.24242424 23.75757576] ; [76.75757576 25.24242424],0
b1,1,0.189705,1.71991,[174 266] ; [145 267],[164.74178404 275.25821596] ; [154.25821596 257.74178404],0
u2,1,0.236134,1.403529,[65 43] ; [71 64],[60.44444444 47.55555556] ; [75.55555556 59.44444444],0
p1,1,0.240705,1.376458,[ 43 393] ; [ 31 378],[ 38.18224852 397.81775148] ; [ 35.81775148 373.18224852],0
p2,1,0.242311,1.367096,[366  70] ; [330  78],[359.5450237  76.4549763] ; [336.4549763  71.5450237],0
b3,1,0.439274,0.598178,[107 163] ; [ 86 151],[102.78106509 167.21893491] ; [ 90.21893491 146.78106509],0
b2,1,0.439274,0.598178,[107 163] ; [ 86 151],[102.78106509 167.21893491] ; [ 90.21893491 146.78106509],0
a7,1,0.5328,0.389048,[322 115] ; [295 116],[317.95872642 119.04127358] ; [299.04127358 111.95872642],0
p8,1,0.537452,0.380283,[229 203] ; [204 197],[224.55702281 207.44297719] ; [208.44297719 192.55702281],0
n1,1,0.561907,0.336412,[39 56] ; [37 63],[37.02564103 57.97435897] ; [38.97435897 61.02564103],0
b5,1,0.624246,0.239945,[271 169] ; [247 165],[267.51173709 172.48826291] ; [250.48826291 161.51173709],0
p11,1,0.885034,0.020906,[341  99] ; [321  91],[341.87793427  98.12206573] ; [320.12206573  91.87793427],0
b4,1,0.922445,0.009478,[257 183] ; [242 170],[257.69953052 182.30046948] ; [241.30046948 170.69953052],0
n3,1,0.931585,0.00737,[71 26] ; [73 26],[71.26530612 25.73469388] ; [72.73469388 26.26530612],0
