Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.3e-05,19.043485,[20 33] ; [29  5],[29.85057471 23.14942529] ; [19.14942529 14.85057471],1
s2,1,0.000604,11.762805,[27 27] ; [30  5],[34.58426966 19.41573034] ; [22.41573034 12.58426966],1
u1,1,0.001825,9.717843,[ 2 53] ; [ 9 26],[ 6.72222222 48.27777778] ; [ 4.27777778 30.72222222],0
d1,1,0.003615,8.46752,[22 33] ; [25 10],[28.72222222 26.27777778] ; [18.27777778 16.72222222],0
a2,1,0.006572,7.386486,[ 4 51] ; [10 25],[ 8.55555556 46.44444444] ; [ 5.44444444 29.55555556],0
s3,1,0.008004,7.032549,[32 22] ; [30  5],[37.61797753 16.38202247] ; [24.38202247 10.61797753],0
p6,1,0.009973,6.639747,[15 40] ; [19 16],[20.77777778 34.22222222] ; [13.22222222 21.77777778],0
p8,1,0.026542,4.920389,[18 36] ; [20 15],[23.05617978 30.94382022] ; [14.94382022 20.05617978],0
p4,1,0.027047,4.887839,[23 32] ; [23 12],[28.11111111 26.88888889] ; [17.88888889 17.11111111],0
s6,1,0.041906,4.138991,[40 14] ; [32  3],[43.68539326 10.31460674] ; [28.31460674  6.68539326],0
d4,1,0.073628,3.200222,[38 17] ; [30  5],[41.55555556 13.44444444] ; [26.44444444  8.55555556],0
a6,1,0.085431,2.958429,[31 24] ; [26  9],[34.83333333 20.16666667] ; [22.16666667 12.83333333],0
d5,1,0.08767,2.916651,[34 20] ; [28  7],[37.61797753 16.38202247] ; [24.38202247 10.61797753],0
n4,1,0.098162,2.73516,[28 27] ; [24 11],[31.77777778 23.22222222] ; [20.22222222 14.77777778],0
p10,1,0.103132,2.656434,[37 18] ; [29  6],[40.33333333 14.66666667] ; [25.66666667  9.33333333],0
p7,1,0.103669,2.648173,[27 27] ; [23 11],[30.68181818 23.31818182] ; [19.31818182 14.68181818],0
r4,1,0.105472,2.620795,[39 16] ; [30  5],[42.16666667 12.83333333] ; [26.83333333  8.16666667],0
a5,1,0.109228,2.565357,[30 25] ; [25 10],[33.61111111 21.38888889] ; [21.38888889 13.61111111],0
u3,1,0.116189,2.467949,[11 10] ; [11  3],[13.2  7.8] ; [8.8 5.2],0
b4,1,0.132811,2.259335,[37 18] ; [18 17],[33.61111111 21.38888889] ; [21.38888889 13.61111111],0
p9,1,0.136334,2.218858,[39 15] ; [30  5],[41.86516854 12.13483146] ; [27.13483146  7.86516854],0
p12,1,0.148538,2.087199,[ 2 53] ; [ 4 31],[ 3.66666667 51.33333333] ; [ 2.33333333 32.66666667],0
p1,1,0.151239,2.059709,[ 3 52] ; [ 5 30],[ 4.88888889 50.11111111] ; [ 3.11111111 31.88888889],0
d2,1,0.184632,1.759937,[22 33] ; [19 16],[25.05555556 29.94444444] ; [15.94444444 19.05555556],0
p2,1,0.198519,1.65324,[39 16] ; [29  6],[41.55555556 13.44444444] ; [26.44444444  8.55555556],0
r1,1,0.221272,1.496104,[34 21] ; [26  9],[36.66666667 18.33333333] ; [23.33333333 11.66666667],0
p11,1,0.269515,1.219212,[33 22] ; [25 10],[35.44444444 19.55555556] ; [22.55555556 12.44444444],0
r3,1,0.274726,1.192996,[45  9] ; [32  3],[46.71910112  7.28089888] ; [30.28089888  4.71910112],0
r2,1,0.285806,1.139271,[47  7] ; [32  2],[48.47727273  5.52272727] ; [30.52272727  3.47727273],0
a7,1,0.318309,0.995882,[33 21] ; [25 10],[35.19101124 18.80898876] ; [22.80898876 12.19101124],0
s5,1,0.373414,0.792271,[20 30] ; [16 16],[21.95121951 28.04878049] ; [14.04878049 17.95121951],0
n5,1,0.37738,0.779221,[31 24] ; [23 12],[33. 22.] ; [21. 14.],0
v3,1,0.399812,0.708893,[11 42] ; [10 25],[12.64772727 40.35227273] ; [ 8.35227273 26.64772727],0
v2,1,0.429828,0.623287,[18 35] ; [14 19],[19.72093023 33.27906977] ; [12.27906977 20.72093023],0
b1,1,0.482268,0.49373,[18 37] ; [14 21],[19.55555556 35.44444444] ; [12.44444444 22.55555556],0
u2,1,0.485667,0.486111,[11 10] ; [9 5],[12.  9.] ; [8. 6.],0
b3,1,0.553496,0.351091,[ 6 25] ; [ 2 14],[ 5.27659574 25.72340426] ; [ 2.72340426 13.27659574],0
b2,1,0.553496,0.351091,[ 6 25] ; [ 2 14],[ 5.27659574 25.72340426] ; [ 2.72340426 13.27659574],0
s1,1,0.579392,0.307219,[ 3 51] ; [ 3 32],[ 3.64044944 50.35955056] ; [ 2.35955056 32.64044944],0
p3,1,0.592606,0.286293,[22 33] ; [16 19],[23.22222222 31.77777778] ; [14.77777778 20.22222222],0
n1,1,0.593148,0.285456,[ 7 15] ; [2 7],[ 6.38709677 15.61290323] ; [2.61290323 6.38709677],0
n6,1,0.68583,0.163636,[42 13] ; [28  7],[42.77777778 12.22222222] ; [27.22222222  7.77777778],0
d3,1,0.688086,0.161165,[38 16] ; [26  9],[38.83146067 15.16853933] ; [25.16853933  9.83146067],0
n2,1,0.735785,0.113866,[16  6] ; [6 3],[15.61290323  6.38709677] ; [6.38709677 2.61290323],0
a4,1,0.801853,0.062976,[19 36] ; [13 22],[19.55555556 35.44444444] ; [12.44444444 22.55555556],0
p5,1,0.840886,0.040305,[ 2 53] ; [ 1 34],[ 1.83333333 53.16666667] ; [ 1.16666667 33.83333333],0
a3,1,0.863054,0.029752,[34 21] ; [21 14],[33.61111111 21.38888889] ; [21.38888889 13.61111111],0
b5,1,0.864305,0.029206,[32 23] ; [21 14],[32.38888889 22.61111111] ; [20.61111111 14.38888889],0
