Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7e-06,20.068364,[37 30] ; [146  30],[50.45679012 16.54320988] ; [132.54320988  43.45679012],1
p10,1,2.1e-05,18.132566,[34 34] ; [137  39],[47.6557377 20.3442623] ; [123.3442623  52.6557377],1
r3,1,5.1e-05,16.409846,[57 13] ; [172   6],[64.63709677  5.36290323] ; [164.36290323  13.63709677],1
n6,1,0.000205,13.788168,[44 28] ; [147  30],[55.22891566 16.77108434] ; [135.77108434  41.22891566],1
p7,1,0.000243,13.462452,[28 43] ; [110  59],[40.825 30.175] ; [97.175 71.825],1
v4,1,0.003163,8.711023,[60 11] ; [170   8],[65.58232932  5.41767068] ; [164.41767068  13.58232932],0
b1,1,0.004322,8.143207,[35 37] ; [ 53 126],[25.24302789 46.75697211] ; [ 62.75697211 116.24302789],0
p8,1,0.005634,7.663871,[21 50] ; [86 90],[30.75708502 40.24291498] ; [76.24291498 99.75708502],0
a4,1,0.008347,6.957497,[ 6 65] ; [ 41 138],[13.348 57.652] ; [ 33.652 145.348],0
n4,1,0.00938,6.749073,[35 37] ; [118  60],[44.064 27.936] ; [108.936  69.064],0
r4,1,0.011936,6.32033,[55 17] ; [159  20],[61.38645418 10.61354582] ; [152.61354582  26.38645418],0
a8,1,0.016262,5.77429,[ 2 65] ; [ 23 145],[ 7.12765957 59.87234043] ; [ 17.87234043 150.12765957],0
v2,1,0.026071,4.951324,[22 46] ; [81 87],[29.6779661 38.3220339] ; [73.3220339 94.6779661],0
d2,1,0.049172,3.869456,[22 50] ; [ 34 144],[16.128 55.872] ; [ 39.872 138.128],0
p4,1,0.050823,3.814096,[25 47] ; [85 91],[31.93548387 40.06451613] ; [78.06451613 97.93548387],0
a3,1,0.079368,3.077792,[25 44] ; [87 92],[31.16129032 37.83870968] ; [80.83870968 98.16129032],0
p2,1,0.081413,3.036466,[49 23] ; [139  38],[54.36144578 17.63855422] ; [133.63855422  43.36144578],0
s1,1,0.08989,2.876349,[ 6 64] ; [  6 170],[ 3.41463415 66.58536585] ; [  8.58536585 167.41463415],0
p6,1,0.101131,2.687619,[17 54] ; [ 60 113],[22.4057377 48.5942623] ; [ 54.5942623 118.4057377],0
p12,1,0.142526,2.15047,[ 1 70] ; [ 10 167],[ 3.14919355 67.85080645] ; [  7.85080645 169.14919355],0
r1,1,0.1715,1.86978,[45 27] ; [127  51],[49.536 22.464] ; [122.464  55.536],0
n3,1,0.195611,1.674844,[17 11] ; [28  9],[19.38461538  8.61538462] ; [25.61538462 11.38461538],0
n5,1,0.235933,1.404731,[43 29] ; [119  57],[47.03225806 24.96774194] ; [114.96774194  61.03225806],0
a6,1,0.280107,1.16657,[34 38] ; [98 81],[37.86454183 34.13545817] ; [94.13545817 84.86454183],0
v3,1,0.302365,1.063734,[19 49] ; [ 60 112],[22.38333333 45.61666667] ; [ 56.61666667 115.38333333],0
p1,1,0.329156,0.952214,[ 9 63] ; [ 15 162],[ 6.93975904 65.06024096] ; [ 17.06024096 159.93975904],0
n2,1,0.352019,0.866165,[18 10] ; [27  9],[19.6875  8.3125] ; [25.3125 10.6875],0
a1,1,0.400453,0.706967,[ 3 69] ; [  4 175],[ 2.00796813 69.99203187] ; [  4.99203187 174.00796813],0
n1,1,0.407154,0.687097,[10 18] ; [17 20],[11.63076923 16.36923077] ; [15.36923077 21.63076923],0
p3,1,0.469764,0.522531,[24 48] ; [ 68 110],[26.496 45.504] ; [ 65.504 112.496],0
s6,1,0.513113,0.427714,[38 32] ; [103  72],[40.28571429 29.71428571] ; [100.71428571  74.28571429],0
b5,1,0.545821,0.364857,[46 26] ; [107  72],[43.88844622 28.11155378] ; [109.11155378  69.88844622],0
d5,1,0.555403,0.347727,[44 27] ; [118  61],[46.008 24.992] ; [115.992  63.008],0
u2,1,0.557673,0.343749,[23 21] ; [53 39],[24.58823529 19.41176471] ; [51.41176471 40.58823529],0
d3,1,0.641156,0.217233,[38 32] ; [103  76],[39.63855422 30.36144578] ; [101.36144578  77.63855422],0
a7,1,0.649012,0.207148,[46 25] ; [120  57],[47.52419355 23.47580645] ; [118.47580645  58.52419355],0
d1,1,0.660073,0.193435,[25 47] ; [ 57 122],[23.52191235 48.47808765] ; [ 58.47808765 120.52191235],0
s8,1,0.67853,0.171785,[21 51] ; [ 57 122],[22.37450199 49.62549801] ; [ 55.62549801 123.37450199],0
s3,1,0.723094,0.125548,[38 33] ; [98 77],[39.25203252 31.74796748] ; [96.74796748 78.25203252],0
s4,1,0.734176,0.115312,[14 58] ; [ 31 145],[13.06451613 58.93548387] ; [ 31.93548387 144.06451613],0
s2,1,0.737069,0.112719,[33 39] ; [ 77 100],[31.80722892 40.19277108] ; [78.19277108 98.80722892],0
u1,1,0.753535,0.098585,[ 3 69] ; [  6 173],[ 2.58167331 69.41832669] ; [  6.41832669 172.58167331],0
p5,1,0.772922,0.083264,[ 7 65] ; [ 15 160],[ 6.41295547 65.58704453] ; [ 15.58704453 159.41295547],0
b2,1,0.801757,0.063038,[11 26] ; [27 71],[10.41481481 26.58518519] ; [27.58518519 70.41481481],0
b3,1,0.801757,0.063038,[11 26] ; [27 71],[10.41481481 26.58518519] ; [27.58518519 70.41481481],0
s5,1,0.822074,0.05057,[16 53] ; [ 42 129],[16.675 52.325] ; [ 41.325 129.675],0
b4,1,0.833235,0.044333,[42 30] ; [107  72],[42.74103586 29.25896414] ; [106.25896414  72.74103586],0
v1,1,0.842472,0.039494,[30 40] ; [77 97],[30.69672131 39.30327869] ; [76.30327869 97.69672131],0
d4,1,0.88635,0.020427,[48 23] ; [122  56],[48.47389558 22.52610442] ; [121.52610442  56.47389558],0
s7,1,0.906181,0.01389,[23 42] ; [ 63 111],[23.38912134 41.61087866] ; [ 62.61087866 111.38912134],0
u3,1,1.0,0.0,[26 20] ; [52 40],[26. 20.] ; [52. 40.],0
