Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000138,14.528758,[37 30] ; [ 8 35],[27.40909091 39.59090909] ; [17.59090909 25.40909091],1
a6,1,0.000686,11.527126,[49 17] ; [18 25],[40.56880734 25.43119266] ; [26.43119266 16.56880734],1
d2,1,0.00078,11.288205,[38 27] ; [11 32],[29.49074074 35.50925926] ; [19.50925926 23.49074074],1
d5,1,0.000831,11.171746,[50 16] ; [19 24],[41.77981651 24.22018349] ; [27.22018349 15.77981651],1
a3,1,0.000832,11.168813,[48 19] ; [17 26],[39.59090909 27.40909091] ; [25.40909091 17.59090909],1
d1,1,0.000894,11.034363,[42 25] ; [13 30],[33.5 33.5] ; [21.5 21.5],1
s7,1,0.003527,8.512462,[35 31] ; [10 31],[27.75700935 38.24299065] ; [17.24299065 23.75700935],0
b3,1,0.015581,5.849578,[23 29] ; [ 3 18],[18.52054795 33.47945205] ; [ 7.47945205 13.52054795],0
b2,1,0.015581,5.849578,[23 29] ; [ 3 18],[18.52054795 33.47945205] ; [ 7.47945205 13.52054795],0
s5,1,0.020531,5.366161,[23 41] ; [ 6 34],[17.84615385 46.15384615] ; [11.15384615 28.84615385],0
n5,1,0.027431,4.863504,[53 14] ; [25 17],[47.94495413 19.05504587] ; [30.05504587 11.94495413],0
p3,1,0.027684,4.84761,[29 37] ; [10 33],[23.6146789 42.3853211] ; [15.3853211 27.6146789],0
p5,1,0.033299,4.530337,[10 55] ; [ 1 40],[ 6.74528302 58.25471698] ; [ 4.25471698 36.74528302],0
p10,1,0.033978,4.495823,[53 14] ; [26 17],[48.11818182 18.88181818] ; [30.88181818 12.11818182],0
s8,1,0.041121,4.171012,[33 33] ; [13 30],[27.85321101 38.14678899] ; [18.14678899 24.85321101],0
a7,1,0.046823,3.951753,[44 23] ; [20 23],[38.98181818 28.01818182] ; [25.01818182 17.98181818],0
p12,1,0.09168,2.844628,[10 57] ; [ 2 41],[ 7.30909091 59.69090909] ; [ 4.69090909 38.30909091],0
d4,1,0.114409,2.492238,[52 14] ; [28 15],[48.44036697 17.55963303] ; [31.55963303 11.44036697],0
p9,1,0.114409,2.492238,[52 14] ; [28 15],[48.44036697 17.55963303] ; [31.55963303 11.44036697],0
v3,1,0.117773,2.446687,[26 36] ; [11 30],[22.27184466 39.72815534] ; [14.72815534 26.27184466],0
p7,1,0.140589,2.171506,[20 45] ; [18 22],[23.52380952 41.47619048] ; [14.47619048 25.52380952],0
s6,1,0.145714,2.116553,[43 23] ; [22 21],[39.35779817 26.64220183] ; [25.64220183 17.35779817],0
n3,1,0.162761,1.948389,[12  9] ; [9 2],[13.78125  7.21875] ; [7.21875 3.78125],0
n4,1,0.21069,1.566676,[51 16] ; [28 15],[48.11818182 18.88181818] ; [30.88181818 12.11818182],0
p8,1,0.231472,1.431795,[21 46] ; [ 9 34],[18.27272727 48.72727273] ; [11.72727273 31.27272727],0
v4,1,0.245623,1.348029,[61  6] ; [36  7],[59.08181818  7.91818182] ; [37.91818182  5.08181818],0
r3,1,0.246989,1.340258,[62  5] ; [42  1],[63.34545455  3.65454545] ; [40.65454545  2.34545455],0
p1,1,0.279106,1.171436,[ 7 60] ; [ 2 41],[ 5.48181818 61.51818182] ; [ 3.51818182 39.48181818],0
s1,1,0.27957,1.169181,[ 3 64] ; [ 4 37],[ 4.34259259 62.65740741] ; [ 2.65740741 38.34259259],0
