Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000138,14.528758,[37 30] ; [ 8 35],[27.40909091 39.59090909] ; [17.59090909 25.40909091],1
r1,1,0.283877,1.148434,[50 17] ; [28 15],[47.50909091 19.49090909] ; [30.49090909 12.50909091],0
p4,1,0.296219,1.091138,[27 39] ; [13 29],[24.44444444 41.55555556] ; [15.55555556 26.44444444],0
b5,1,0.303155,1.060262,[37 30] ; [28 15],[39.59090909 27.40909091] ; [25.40909091 17.59090909],0
v2,1,0.312995,1.017997,[35 27] ; [18 21],[32.53465347 29.46534653] ; [20.46534653 18.53465347],0
n2,1,0.338352,0.916667,[17  5] ; [10  1],[18.  4.] ; [9. 2.],0
u4,1,0.370554,0.801805,[ 4 63] ; [ 1 42],[ 3.04545455 63.95454545] ; [ 1.95454545 41.04545455],0
n6,1,0.415644,0.662598,[54 11] ; [33 10],[52.36111111 12.63888889] ; [34.63888889  8.36111111],0
v1,1,0.456365,0.554794,[31 32] ; [18 25],[29.12264151 33.87735849] ; [19.87735849 23.12264151],0
u3,1,0.463444,0.537564,[13  6] ; [15 11],[11.82222222  7.17777778] ; [16.17777778  9.82222222],0
s2,1,0.468534,0.525431,[33 33] ; [18 24],[31.16666667 34.83333333] ; [19.83333333 22.16666667],0
b1,1,0.48713,0.482859,[31 36] ; [17 26],[29.23636364 37.76363636] ; [18.76363636 24.23636364],0
b4,1,0.63786,0.221551,[45 22] ; [27 16],[43.85454545 23.14545455] ; [28.14545455 14.85454545],0
r2,1,0.667367,0.184697,[60  6] ; [38  5],[59.33944954  6.66055046] ; [38.66055046  4.33944954],0
n1,1,0.709749,0.138528,[10 11] ; [6 5],[10.5 10.5] ; [5.5 5.5],0
a8,1,0.804359,0.06136,[ 5 58] ; [ 4 39],[ 5.3490566 57.6509434] ; [ 3.6509434 39.3490566],0
r4,1,0.887808,0.019903,[57 10] ; [37  6],[57.25454545  9.74545455] ; [36.74545455  6.25454545],0
p6,1,0.906343,0.013842,[15 52] ; [ 9 33],[14.75229358 52.24770642] ; [ 9.24770642 32.75229358],0
d3,1,0.913799,0.011717,[36 30] ; [23 20],[35.72477064 30.27522936] ; [23.27522936 19.72477064],0
s3,1,0.930046,0.007707,[32 34] ; [20 22],[31.77777778 34.22222222] ; [20.22222222 21.77777778],0
u2,1,0.977165,0.000819,[11  7] ; [16 10],[11.04545455  6.95454545] ; [15.95454545 10.04545455],0
s4,1,0.985047,0.000351,[12 53] ; [ 8 35],[12.03703704 52.96296296] ; [ 7.96296296 35.03703704],0
