Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.375232,[32 51] ; [113  33],[52.55458515 30.44541485] ; [92.44541485 53.55458515],1
n1,1,0.000159,14.260225,[ 3 29] ; [21 20],[10.52054795 21.47945205] ; [13.47945205 27.52054795],1
a5,1,0.000334,12.86984,[27 56] ; [84 63],[40.05652174 42.94347826] ; [70.94347826 76.05652174],1
a3,1,0.005258,7.788383,[34 48] ; [88 57],[44.07048458 37.92951542] ; [77.92951542 67.07048458],0
s7,1,0.010177,6.603566,[17 66] ; [51 87],[25.53846154 57.46153846] ; [42.46153846 95.53846154],0
a8,1,0.021593,5.278286,[ 5 75] ; [ 24 116],[10.54545455 69.45454545] ; [ 18.45454545 121.54545455],0
a4,1,0.030724,4.668313,[11 72] ; [ 37 109],[17.39737991 65.60262009] ; [ 30.60262009 115.39737991],0
r1,1,0.036866,4.356568,[46 37] ; [101  45],[53.27947598 29.72052402] ; [93.72052402 52.27947598],0
s3,1,0.043626,4.070967,[31 51] ; [74 69],[38.26666667 43.73333333] ; [66.73333333 76.26666667],0
n6,1,0.060237,3.530855,[52 31] ; [108  37],[58.24561404 24.75438596] ; [101.75438596  43.24561404],0
p3,1,0.072176,3.232828,[12 71] ; [ 36 111],[17.32173913 65.67826087] ; [ 30.67826087 116.32173913],0
b3,1,0.074412,3.182918,[ 7 27] ; [33 55],[11.14754098 22.85245902] ; [28.85245902 59.14754098],0
b2,1,0.074412,3.182918,[ 7 27] ; [33 55],[11.14754098 22.85245902] ; [28.85245902 59.14754098],0
p12,1,0.105688,2.617538,[ 1 82] ; [  8 136],[ 3.2907489 79.7092511] ; [  5.7092511 138.2907489],0
s6,1,0.121792,2.39412,[36 45] ; [80 65],[41.57522124 39.42477876] ; [74.42477876 70.57522124],0
v3,1,0.169531,1.887081,[18 63] ; [44 99],[22.41964286 58.58035714] ; [ 39.58035714 103.41964286],0
s8,1,0.221328,1.495742,[17 65] ; [ 41 105],[20.85964912 61.14035088] ; [ 37.14035088 108.85964912],0
a6,1,0.236777,1.39968,[39 44] ; [81 66],[43.30434783 39.69565217] ; [76.69565217 70.30434783],0
s4,1,0.275844,1.187451,[19 64] ; [ 25 122],[15.87826087 67.12173913] ; [ 28.12173913 118.87826087],0
b5,1,0.278467,1.174557,[43 40] ; [87 60],[46.91304348 36.08695652] ; [83.08695652 63.91304348],0
a2,1,0.278777,1.173041,[ 2 81] ; [  8 139],[ 3.60869565 79.39130435] ; [  6.39130435 140.60869565],0
r4,1,0.331801,0.941858,[59 24] ; [113  34],[62.06956522 20.93043478] ; [109.93043478  37.06956522],0
u1,1,0.37694,0.780659,[ 2 81] ; [  7 140],[ 3.24782609 79.75217391] ; [  5.75217391 141.24782609],0
p5,1,0.380717,0.768387,[ 2 80] ; [  7 139],[ 3.23684211 78.76315789] ; [  5.76315789 140.23684211],0
v1,1,0.391446,0.734447,[31 51] ; [62 80],[34.04464286 47.95535714] ; [58.95535714 83.04464286],0
u2,1,0.444851,0.583737,[20 28] ; [28 29],[21.94285714 26.05714286] ; [26.05714286 30.94285714],0
r2,1,0.468454,0.525621,[69 13] ; [127  18],[70.80176211 11.19823789] ; [125.19823789  19.80176211],0
p10,1,0.496133,0.463197,[48 32] ; [93 51],[50.35714286 29.64285714] ; [90.64285714 53.35714286],0
p11,1,0.499855,0.455244,[54 29] ; [102  45],[56.29565217 26.70434783] ; [99.70434783 47.29565217],0
p1,1,0.543674,0.368773,[ 4 78] ; [ 10 135],[ 5.05726872 76.94273128] ; [  8.94273128 136.05726872],0
d5,1,0.548046,0.36083,[39 43] ; [76 71],[41.1790393 40.8209607] ; [73.8209607 73.1790393],0
d4,1,0.563257,0.334096,[49 34] ; [81 66],[46.91304348 36.08695652] ; [83.08695652 63.91304348],0
v2,1,0.567269,0.327273,[31 50] ; [57 78],[33. 48.] ; [55. 80.],0
n2,1,0.573857,0.316271,[24  8] ; [33  8],[24.98630137  7.01369863] ; [32.01369863  8.98630137],0
n3,1,0.575906,0.312901,[21 11] ; [28 11],[22.08450704  9.91549296] ; [26.91549296 12.08450704],0
p9,1,0.585363,0.297644,[58 22] ; [98 44],[56.21621622 23.78378378] ; [99.78378378 42.21621622],0
b1,1,0.591455,0.288078,[32 51] ; [62 85],[33.92173913 49.07826087] ; [60.07826087 86.92173913],0
s2,1,0.652327,0.202979,[29 54] ; [55 90],[30.57894737 52.42105263] ; [53.42105263 91.57894737],0
v4,1,0.654283,0.200543,[71 10] ; [124  21],[69.88938053 11.11061947] ; [125.11061947  19.88938053],0
s1,1,0.678944,0.171317,[ 4 78] ; [  9 136],[ 4.69603524 77.30396476] ; [  8.30396476 136.69603524],0
d3,1,0.706831,0.141462,[29 52] ; [49 98],[27.71052632 53.28947368] ; [50.28947368 96.71052632],0
p6,1,0.785126,0.074335,[14 66] ; [ 23 120],[13.2735426 66.7264574] ; [ 23.7264574 119.2735426],0
b4,1,0.800361,0.063948,[46 37] ; [84 63],[46.91304348 36.08695652] ; [83.08695652 63.91304348],0
r3,1,0.805614,0.060559,[70 12] ; [122  23],[69.35682819 12.64317181] ; [122.64317181  22.35682819],0
p8,1,0.839233,0.041158,[24 58] ; [ 44 100],[24.67256637 57.32743363] ; [ 43.32743363 100.67256637],0
d2,1,0.900577,0.015608,[12 71] ; [ 22 124],[12.3231441 70.6768559] ; [ 21.6768559 124.3231441],0
a7,1,0.923968,0.009108,[48 34] ; [87 60],[48.34061135 33.65938865] ; [86.65938865 60.34061135],0
u3,1,0.928392,0.008076,[22 27] ; [27 32],[22.23148148 26.76851852] ; [26.76851852 32.23148148],0
p7,1,0.93648,0.006351,[35 44] ; [63 81],[34.71748879 44.28251121] ; [63.28251121 80.71748879],0
s5,1,0.945757,0.004629,[19 63] ; [ 33 107],[19.20720721 62.79279279] ; [ 32.79279279 107.20720721],0
p2,1,0.966241,0.001791,[55 27] ; [99 48],[55.1441048 26.8558952] ; [98.8558952 48.1441048],0
a1,1,0.976098,0.000898,[ 5 78] ; [  9 138],[ 5.05217391 77.94782609] ; [  8.94782609 138.05217391],0
