Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,45.5386,[ 42 602] ; [24 58],[ 58.54545455 585.45454545] ; [ 7.45454545 74.54545455],1
s5,1,0.0,44.931961,[161 470] ; [49 30],[186.63380282 444.36619718] ; [23.36619718 55.63380282],1
p12,1,0.0,33.899941,[ 35 609] ; [19 62],[ 47.96689655 596.03310345] ; [ 6.03310345 74.96689655],1
p8,1,0.0,31.005957,[303 336] ; [65 16],[326.6 312.4] ; [41.4 39.6],1
s7,1,0.0,29.403592,[261 358] ; [57 19],[283.22589928 335.77410072] ; [34.77410072 41.22589928],1
p4,1,0.0,29.090478,[344 301] ; [68 12],[366.53793103 278.46206897] ; [45.46206897 34.53793103],1
p6,1,0.0,28.523258,[199 440] ; [49 31],[220.40611961 418.59388039] ; [27.59388039 52.40611961],1
p3,1,0.0,26.246687,[292 355] ; [61 20],[313.7239011 333.2760989] ; [39.2760989 41.7239011],1
s8,1,0.000263,13.314489,[254 392] ; [48 31],[269.09241379 376.90758621] ; [32.90758621 46.09241379],1
s6,1,0.000536,11.986405,[380 261] ; [62 16],[394.05006954 246.94993046] ; [47.94993046 30.05006954],1
n5,1,0.000623,11.705037,[469 175] ; [74  8],[481.66942149 162.33057851] ; [61.33057851 20.66942149],1
p7,1,0.001031,10.771107,[378 258] ; [62 17],[391.38461538 244.61538462] ; [48.61538462 30.38461538],0
v3,1,0.001073,10.696659,[243 380] ; [46 33],[256.47720798 366.52279202] ; [32.52279202 46.47720798],0
n4,1,0.005019,7.87274,[496 151] ; [74  8],[505.88477366 141.11522634] ; [64.11522634 17.88477366],0
p9,1,0.0072,7.222415,[515 126] ; [75  6],[523.80886427 117.19113573] ; [66.19113573 14.80886427],0
p10,1,0.012315,6.264997,[493 150] ; [72  9],[501.78867403 141.21132597] ; [63.21132597 17.78867403],0
b5,1,0.012654,6.21688,[394 255] ; [38 44],[383.54035568 265.45964432] ; [48.45964432 33.54035568],0
a1,1,0.015862,5.818064,[ 30 619] ; [ 9 73],[ 34.625171 614.374829] ; [ 4.374829 77.625171],0
v1,1,0.023768,5.111459,[331 301] ; [52 27],[340.44444444 291.55555556] ; [42.55555556 36.44444444],0
n6,1,0.025278,5.004735,[524 122] ; [73  7],[531.21487603 114.78512397] ; [65.78512397 14.21487603],0
s2,1,0.03181,4.608699,[285 360] ; [46 35],[294.07024793 350.92975207] ; [36.92975207 44.07024793],0
s3,1,0.033697,4.510023,[327 312] ; [51 29],[335.94158554 303.05841446] ; [42.05841446 37.94158554],0
s1,1,0.043354,4.081548,[ 19 619] ; [ 6 76],[ 22.15277778 615.84722222] ; [ 2.84722222 79.15277778],0
p11,1,0.063992,3.430781,[495 154] ; [70 12],[501.62106703 147.37893297] ; [63.37893297 18.62106703],0
a6,1,0.064587,3.415493,[449 198] ; [48 33],[441.70192308 205.29807692] ; [55.29807692 25.70192308],0
n1,1,0.074761,3.175256,[58 90] ; [11  7],[61.51807229 86.48192771] ; [ 7.48192771 10.51807229],0
u4,1,0.10361,2.649077,[ 13 636] ; [ 4 78],[ 15.09302326 633.90697674] ; [ 1.90697674 80.09302326],0
p2,1,0.150073,2.071505,[524 122] ; [71 10],[528.70701513 117.29298487] ; [66.29298487 14.70701513],0
b3,1,0.161532,1.959827,[151 238] ; [29 31],[155.94654788 233.05345212] ; [24.05345212 35.94654788],0
b2,1,0.161532,1.959827,[151 238] ; [29 31],[155.94654788 233.05345212] ; [24.05345212 35.94654788],0
r3,1,0.237943,1.39274,[613  35] ; [74  7],[610.66666667  37.33333333] ; [76.33333333  4.66666667],0
a5,1,0.25502,1.295592,[468 181] ; [64 18],[472.32284542 176.67715458] ; [59.67715458 22.32284542],0
a2,1,0.318677,0.99437,[159 490] ; [16 66],[155.36935705 493.63064295] ; [19.63064295 62.36935705],0
b1,1,0.332825,0.937874,[249 400] ; [36 46],[253.03009576 395.96990424] ; [31.96990424 50.03009576],0
a3,1,0.435877,0.607112,[453 192] ; [61 21],[456.02475928 188.97524072] ; [57.97524072 24.02475928],0
n2,1,0.485281,0.486972,[107  43] ; [15  4],[108.28402367  41.71597633] ; [13.71597633  5.28402367],0
b4,1,0.545018,0.366319,[373 276] ; [50 32],[375.5499316 273.4500684] ; [47.4500684 34.5499316],0
u2,1,0.557369,0.34428,[106  86] ; [13  8],[107.26760563  84.73239437] ; [11.73239437  9.26760563],0
d2,1,0.565167,0.330837,[316 328] ; [37 44],[313.56137931 330.43862069] ; [39.43862069 41.56137931],0
n3,1,0.581667,0.303548,[102  45] ; [12  7],[100.95180723  46.04819277] ; [13.04819277  5.95180723],0
u3,1,0.647079,0.209602,[110  84] ; [13  8],[110.98604651  83.01395349] ; [12.01395349  8.98604651],0
v4,1,0.661859,0.191273,[616  31] ; [78  3],[616.78296703  30.21703297] ; [77.21703297  3.78296703],0
r1,1,0.68257,0.167248,[522 122] ; [68 14],[523.36088154 120.63911846] ; [66.63911846 15.36088154],0
d4,1,0.722919,0.125713,[523 122] ; [67 14],[524.17355372 120.82644628] ; [65.82644628 15.17355372],0
r4,1,0.77045,0.085139,[592  57] ; [74  8],[591.29138167  57.70861833] ; [74.70861833  7.29138167],0
d5,1,0.772293,0.083739,[520 127] ; [64 17],[519.02197802 127.97802198] ; [64.97802198 16.02197802],0
d3,1,0.774326,0.082209,[429 218] ; [55 26],[430.14835165 216.85164835] ; [53.85164835 27.14835165],0
a8,1,0.791905,0.069611,[ 85 503] ; [12 65],[ 85.76842105 502.23157895] ; [11.23157895 65.76842105],0
