Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7.4e-05,15.712482,[41 33] ; [156 334],[25.84751773 48.15248227] ; [171.15248227 318.84751773],1
s2,1,0.000187,13.958047,[60 22] ; [256 246],[44.36986301 37.63013699] ; [271.63013699 230.36986301],1
s6,1,0.000558,11.912225,[68 12] ; [327 171],[54.67128028 25.32871972] ; [340.32871972 157.67128028],1
s3,1,0.001067,10.707852,[61 21] ; [274 223],[47.44386874 34.55613126] ; [287.55613126 209.44386874],0
p6,1,0.01679,5.718223,[42 39] ; [188 309],[32.23183391 48.76816609] ; [197.76816609 299.23183391],0
s7,1,0.033784,4.505578,[52 27] ; [256 227],[43.29537367 35.70462633] ; [264.70462633 218.29537367],0
d3,1,0.043433,4.078482,[69 13] ; [374 133],[61.67402377 20.32597623] ; [381.32597623 125.67402377],0
b3,1,0.044827,4.02514,[12 32] ; [144 190],[18.15873016 25.84126984] ; [137.84126984 196.15873016],0
b2,1,0.044827,4.02514,[12 32] ; [144 190],[18.15873016 25.84126984] ; [137.84126984 196.15873016],0
p3,1,0.046514,3.962876,[52 30] ; [260 244],[43.65870307 38.34129693] ; [268.34129693 235.65870307],0
r3,1,0.047716,3.919954,[74  7] ; [486  19],[77.40614334  3.59385666] ; [482.59385666  22.40614334],0
a8,1,0.05077,3.815854,[ 7 70] ; [ 83 376],[12.92910448 64.07089552] ; [ 77.07089552 381.92910448],0
s8,1,0.057316,3.613391,[48 34] ; [238 266],[40.02047782 41.97952218] ; [245.97952218 258.02047782],0
p4,1,0.091323,2.850897,[59 23] ; [312 189],[52.18181818 29.81818182] ; [318.81818182 182.18181818],0
v3,1,0.154442,2.027818,[29 52] ; [216 272],[34.87697715 46.12302285] ; [210.12302285 277.87697715],0
s1,1,0.154717,2.025116,[ 5 77] ; [ 15 484],[ 2.82271945 79.17728055] ; [ 17.17728055 481.82271945],0
d1,1,0.176363,1.828008,[64 18] ; [359 148],[58.88964346 23.11035654] ; [364.11035654 142.88964346],0
p11,1,0.181271,1.787172,[62 20] ; [415  92],[66.40747029 15.59252971] ; [410.59252971  96.40747029],0
n3,1,0.185633,1.751941,[13  2] ; [71 30],[10.86206897  4.13793103] ; [73.13793103 27.86206897],0
n1,1,0.193748,1.688889,[ 4 11] ; [44 55],[6.31578947 8.68421053] ; [41.68421053 57.31578947],0
p9,1,0.237734,1.393982,[74  8] ; [426  73],[70.56798623 11.43201377] ; [429.43201377  69.56798623],0
u1,1,0.262823,1.253827,[22 60] ; [108 399],[18.09847199 63.90152801] ; [111.90152801 395.09847199],0
r2,1,0.275144,1.190921,[74  6] ; [474  23],[75.97920277  4.02079723] ; [472.02079723  24.97920277],0
p2,1,0.289903,1.120073,[66 16] ; [427  75],[69.22260274 12.77739726] ; [423.77739726  78.22260274],0
a5,1,0.345881,0.88851,[69 13] ; [404 103],[65.85059423 16.14940577] ; [407.14940577  99.85059423],0
b1,1,0.366349,0.816012,[37 45] ; [202 305],[33.27334465 48.72665535] ; [205.72665535 301.27334465],0
u4,1,0.368776,0.807784,[ 1 81] ; [ 15 492],[ 2.22750424 79.77249576] ; [ 13.77249576 493.22750424],0
v4,1,0.370642,0.801511,[79  3] ; [473  31],[77.24232082  4.75767918] ; [474.75767918  29.24232082],0
a3,1,0.385145,0.754215,[67 15] ; [391 114],[63.97955707 18.02044293] ; [394.02044293 110.97955707],0
a4,1,0.399861,0.708746,[46 36] ; [258 247],[42.46678024 39.53321976] ; [261.53321976 243.46678024],0
b4,1,0.403856,0.696814,[45 37] ; [303 204],[48.44821732 33.55178268] ; [299.55178268 207.44821732],0
r1,1,0.430502,0.62147,[70 12] ; [413  92],[67.47189097 14.52810903] ; [415.52810903  89.47189097],0
p8,1,0.435146,0.609048,[46 34] ; [263 235],[42.76816609 37.23183391] ; [266.23183391 231.76816609],0
v2,1,0.439958,0.596391,[46 36] ; [297 193],[49.17132867 32.82867133] ; [293.82867133 196.17132867],0
p1,1,0.456006,0.555681,[ 5 77] ; [ 43 461],[ 6.71672355 75.28327645] ; [ 41.28327645 462.71672355],0
u3,1,0.492943,0.470096,[10  5] ; [66 49],[8.76923077 6.23076923] ; [67.23076923 47.76923077],0
u2,1,0.565656,0.330006,[8 7] ; [69 44],[9.0234375 5.9765625] ; [67.9765625 45.0234375],0
n2,1,0.577705,0.309959,[10  5] ; [75 27],[10.8974359  4.1025641] ; [74.1025641 27.8974359],0
v1,1,0.58241,0.302354,[44 38] ; [280 212],[46.28571429 35.71428571] ; [277.71428571 214.28571429],0
n5,1,0.61831,0.24825,[68 14] ; [427  75],[69.50342466 12.49657534] ; [425.49657534  76.50342466],0
a6,1,0.623258,0.241315,[54 28] ; [347 159],[55.92176871 26.07823129] ; [345.07823129 160.92176871],0
a7,1,0.651795,0.203644,[58 24] ; [370 136],[59.68707483 22.31292517] ; [368.31292517 137.68707483],0
p10,1,0.655268,0.199323,[70 12] ; [417  83],[68.61512027 13.38487973] ; [418.38487973  81.61512027],0
d2,1,0.657077,0.197093,[49 33] ; [288 216],[47.15699659 34.84300341] ; [289.84300341 214.15699659],0
a1,1,0.6604,0.193038,[ 4 78] ; [ 31 476],[ 4.87266553 77.12733447] ; [ 30.12733447 476.87266553],0
p7,1,0.705518,0.142795,[54 27] ; [318 175],[52.49477352 28.50522648] ; [319.50522648 173.49477352],0
d5,1,0.799073,0.064794,[73  9] ; [456  51],[73.64685908  8.35314092] ; [455.35314092  51.64685908],0
n6,1,0.866686,0.02818,[72 10] ; [444  58],[72.45205479  9.54794521] ; [443.54794521  58.45205479],0
p12,1,0.891538,0.018594,[ 7 75] ; [ 45 455],[ 7.32646048 74.67353952] ; [ 44.67353952 455.32646048],0
b5,1,0.893737,0.017843,[49 33] ; [299 208],[48.44821732 33.55178268] ; [299.55178268 207.44821732],0
a2,1,0.93484,0.006684,[23 59] ; [140 367],[22.69269949 59.30730051] ; [140.30730051 366.69269949],0
r4,1,0.976193,0.000891,[74  8] ; [457  50],[73.92529711  8.07470289] ; [457.07470289  49.92529711],0
p5,1,0.991859,0.000104,[11 71] ; [ 67 434],[10.97084048 71.02915952] ; [ 67.02915952 433.97084048],0
