Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,27.038234,[88 31] ; [17 36],[72.64534884 46.35465116] ; [32.35465116 20.64534884],1
b5,1,0.000252,13.396729,[66 55] ; [13 40],[54.93678161 66.06321839] ; [24.06321839 28.93678161],1
a2,1,0.000629,11.687003,[35 86] ; [ 3 50],[26.42528736 94.57471264] ; [11.57471264 41.42528736],1
d3,1,0.001001,10.825102,[95 25] ; [29 24],[86.01156069 33.98843931] ; [37.98843931 15.01156069],0
b1,1,0.001167,10.542463,[37 84] ; [30 23],[46.59195402 74.40804598] ; [20.40804598 32.59195402],0
u1,1,0.001644,9.909813,[32 89] ; [ 3 50],[24.33908046 96.66091954] ; [10.66091954 42.33908046],0
p12,1,0.025468,4.991795,[23 98] ; [ 3 49],[ 18.1849711 102.8150289] ; [ 7.8150289 44.1849711],0
s4,1,0.026546,4.920071,[22 97] ; [18 35],[27.6744186 91.3255814] ; [12.3255814 40.6744186],0
r2,1,0.049864,3.846016,[119   2] ; [49  4],[116.82758621   4.17241379] ; [51.17241379  1.82758621],0
a5,1,0.070569,3.269739,[103  18] ; [39 14],[98.74712644 22.25287356] ; [43.25287356  9.74712644],0
n6,1,0.108541,2.575333,[111   7] ; [46  7],[108.33918129   9.66081871] ; [48.66081871  4.33918129],0
p7,1,0.118193,2.441108,[104  13] ; [51  2],[106.67647059  10.32352941] ; [48.32352941  4.67647059],0
v2,1,0.147074,2.102344,[78 41] ; [28 24],[73.76608187 45.23391813] ; [32.23391813 19.76608187],0
d1,1,0.160974,1.965053,[84 37] ; [31 22],[79.97126437 41.02873563] ; [35.02873563 17.97126437],0
p9,1,0.171155,1.872798,[115   5] ; [48  5],[113.06358382   6.93641618] ; [49.93641618  3.06358382],0
s2,1,0.181809,1.782776,[91 29] ; [35 18],[87.39884393 32.60115607] ; [38.60115607 14.39884393],0
b2,1,0.203934,1.613972,[31 44] ; [18 15],[34.02777778 40.97222222] ; [14.97222222 18.02777778],0
b3,1,0.203934,1.613972,[31 44] ; [18 15],[34.02777778 40.97222222] ; [14.97222222 18.02777778],0
a4,1,0.220094,1.503755,[54 67] ; [29 24],[57.7183908 63.2816092] ; [25.2816092 27.7183908],0
u3,1,0.241909,1.369437,[19  9] ; [8 8],[17.18181818 10.81818182] ; [9.81818182 6.18181818],0
p10,1,0.270563,1.21389,[114   6] ; [48  5],[112.3699422   7.6300578] ; [49.6300578  3.3699422],0
a3,1,0.280725,1.163576,[93 27] ; [37 16],[90.1734104 29.8265896] ; [39.8265896 13.1734104],0
r4,1,0.28988,1.12018,[118   3] ; [50  3],[116.82758621   4.17241379] ; [51.17241379  1.82758621],0
a1,1,0.293232,1.104724,[  8 113] ; [ 6 47],[  9.73563218 111.26436782] ; [ 4.26436782 48.73563218],0
n3,1,0.313787,1.014668,[17  5] ; [6 4],[15.8125  6.1875] ; [7.1875 2.8125],0
n1,1,0.324534,0.970588,[10 12] ; [7 4],[11.33333333 10.66666667] ; [5.66666667 5.33333333],0
p6,1,0.332578,0.938832,[69 51] ; [34 18],[71.86046512 48.13953488] ; [31.13953488 20.86046512],0
p5,1,0.342488,0.901095,[38 82] ; [13 40],[35.37572254 84.62427746] ; [15.62427746 37.37572254],0
p3,1,0.342488,0.901095,[82 38] ; [40 13],[84.62427746 35.37572254] ; [37.37572254 15.62427746],0
v4,1,0.400406,0.707105,[117   2] ; [51  2],[116.23255814   2.76744186] ; [51.76744186  1.23255814],0
p1,1,0.413152,0.669711,[19 99] ; [ 6 47],[ 17.25146199 100.74853801] ; [ 7.74853801 45.25146199],0
p11,1,0.417503,0.657333,[108  13] ; [45  8],[106.39655172  14.60344828] ; [46.60344828  6.39655172],0
r1,1,0.428885,0.625842,[107  13] ; [45  8],[105.43352601  14.56647399] ; [46.56647399  6.43352601],0
n2,1,0.45067,0.568966,[20  2] ; [9 2],[19.33333333  2.66666667] ; [9.66666667 1.33333333],0
p4,1,0.513135,0.42767,[92 28] ; [43 10],[93.6416185 26.3583815] ; [41.3583815 11.6416185],0
s6,1,0.559285,0.340944,[107  13] ; [43  7],[105.88235294  14.11764706] ; [44.11764706  5.88235294],0
s1,1,0.600605,0.274085,[  4 116] ; [ 1 52],[  3.46820809 116.53179191] ; [ 1.53179191 51.46820809],0
v1,1,0.683634,0.166064,[80 40] ; [37 16],[81.15606936 38.84393064] ; [35.84393064 17.15606936],0
d5,1,0.733621,0.115813,[99 21] ; [44  8],[99.76744186 20.23255814] ; [43.23255814  8.76744186],0
n4,1,0.75074,0.100911,[98 23] ; [44  9],[98.74712644 22.25287356] ; [43.25287356  9.74712644],0
d2,1,0.75158,0.100208,[58 62] ; [27 26],[58.95953757 61.04046243] ; [26.04046243 26.95953757],0
s7,1,0.759243,0.093927,[78 36] ; [35 18],[77.13772455 36.86227545] ; [35.86227545 17.13772455],0
n5,1,0.795759,0.066998,[100  20] ; [45  8],[100.57803468  19.42196532] ; [44.42196532  8.57803468],0
v3,1,0.808616,0.058667,[63 56] ; [27 26],[62.26744186 56.73255814] ; [27.73255814 25.26744186],0
p2,1,0.812542,0.056239,[110  10] ; [48  5],[109.59537572  10.40462428] ; [48.40462428  4.59537572],0
d4,1,0.835119,0.043323,[103  17] ; [44  8],[102.55813953  17.44186047] ; [44.44186047  7.55813953],0
r3,1,0.88401,0.021283,[116   4] ; [51  2],[115.83815029   4.16184971] ; [51.16184971  1.83815029],0
b4,1,0.913908,0.011688,[72 49] ; [32 21],[72.32183908 48.67816092] ; [31.67816092 21.32183908],0
s8,1,0.924042,0.00909,[75 44] ; [33 20],[74.72093023 44.27906977] ; [33.27906977 19.72093023],0
s3,1,0.945438,0.004684,[84 34] ; [38 15],[84.1871345 33.8128655] ; [37.8128655 15.1871345],0
a8,1,0.990869,0.000131,[17 94] ; [ 8 44],[17.02453988 93.97546012] ; [ 7.97546012 44.02453988],0
u2,1,1.0,0.0,[14 14] ; [8 8],[14. 14.] ; [8. 8.],0
