Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.02098,5.328432,[60 37] ; [2 7],[56.73584906 40.26415094] ; [5.26415094 3.73584906],0
p11,1,0.023494,5.131573,[49 48] ; [1 8],[45.75471698 51.24528302] ; [4.24528302 4.75471698],0
a6,1,0.082917,3.006781,[61 36] ; [3 6],[58.56603774 38.43396226] ; [5.43396226 3.56603774],0
v2,1,0.104374,2.637405,[36 58] ; [1 8],[33.76699029 60.23300971] ; [3.23300971 5.76699029],0
r1,1,0.182075,1.780604,[64 32] ; [4 5],[62.17142857 33.82857143] ; [5.82857143 3.17142857],0
d4,1,0.215115,1.536667,[62 33] ; [4 5],[60.28846154 34.71153846] ; [5.71153846 3.28846154],0
v1,1,0.22938,1.444701,[25 72] ; [4 5],[26.53773585 70.46226415] ; [2.46226415 6.53773585],0
r3,1,0.279825,1.167938,[69 26] ; [5 4],[67.59615385 27.40384615] ; [6.40384615 2.59615385],0
n2,1,0.29661,1.089372,[23 18] ; [2 4],[21.80851064 19.19148936] ; [3.19148936 2.80851064],0
a4,1,0.332624,0.938653,[37 59] ; [2 7],[35.65714286 60.34285714] ; [3.34285714 5.65714286],0
r4,1,0.338383,0.916547,[59 38] ; [4 5],[57.6509434 39.3490566] ; [5.3490566 3.6509434],0
p2,1,0.353573,0.860591,[49 48] ; [6 3],[50.33018868 46.66981132] ; [4.66981132 4.33018868],0
d3,1,0.353573,0.860591,[49 48] ; [6 3],[50.33018868 46.66981132] ; [4.66981132 4.33018868],0
p8,1,0.380143,0.770239,[23 73] ; [1 8],[21.94285714 74.05714286] ; [2.05714286 6.94285714],0
v4,1,0.405973,0.690561,[72 23] ; [5 3],[71.01941748 23.98058252] ; [5.98058252 2.01941748],0
p10,1,0.423024,0.641899,[21 76] ; [3 6],[21.96226415 75.03773585] ; [2.03773585 6.96226415],0
v3,1,0.467746,0.527295,[21 72] ; [3 6],[21.88235294 71.11764706] ; [2.11764706 6.88235294],0
a7,1,0.474161,0.512263,[54 41] ; [4 5],[52.98076923 42.01923077] ; [5.01923077 3.98076923],0
b2,1,0.480899,0.496823,[21 38] ; [1 4],[20.28125 38.71875] ; [1.71875 3.28125],0
b3,1,0.480899,0.496823,[21 38] ; [1 4],[20.28125 38.71875] ; [1.71875 3.28125],0
n6,1,0.513363,0.427207,[53 42] ; [4 5],[52.06730769 42.93269231] ; [4.93269231 4.06730769],0
p3,1,0.545791,0.364912,[23 72] ; [3 6],[23.75 71.25] ; [2.25 6.75],0
s7,1,0.550822,0.355846,[15 75] ; [2 6],[15.6122449 74.3877551] ; [1.3877551 6.6122449],0
n4,1,0.635419,0.224784,[61 35] ; [5 4],[60.34285714 35.65714286] ; [5.65714286 3.34285714],0
d1,1,0.644121,0.213393,[40 57] ; [3 6],[39.3490566 57.6509434] ; [3.6509434 5.3490566],0
u3,1,0.656351,0.197987,[17 27] ; [2 2],[17.41666667 26.58333333] ; [1.58333333 2.41666667],0
s3,1,0.688433,0.160787,[26 70] ; [3 6],[26.51428571 69.48571429] ; [2.48571429 6.51428571],0
p7,1,0.695684,0.153,[38 57] ; [3 6],[37.45192308 57.54807692] ; [3.54807692 5.45192308],0
r2,1,0.699587,0.148902,[78 17] ; [7 1],[78.39805825 16.60194175] ; [6.60194175 1.39805825],0
p6,1,0.701393,0.147026,[15 79] ; [1 8],[14.60194175 79.39805825] ; [1.39805825 7.60194175],0
p4,1,0.704906,0.143418,[27 69] ; [2 7],[26.51428571 69.48571429] ; [2.48571429 6.51428571],0
b1,1,0.727499,0.12142,[49 48] ; [4 5],[48.5 48.5] ; [4.5 4.5],0
n5,1,0.749922,0.101597,[48 48] ; [4 5],[47.54285714 48.45714286] ; [4.45714286 4.54285714],0
n3,1,0.768625,0.086538,[22 17] ; [3 3],[21.66666667 17.33333333] ; [3.33333333 2.66666667],0
s2,1,0.775922,0.081019,[14 82] ; [1 8],[13.71428571 82.28571429] ; [1.28571429 7.71428571],0
s1,1,0.783829,0.075259,[ 8 87] ; [1 8],[ 8.22115385 86.77884615] ; [0.77884615 8.22115385],0
u2,1,0.822982,0.050047,[19 24] ; [2 2],[19.21276596 23.78723404] ; [1.78723404 2.21276596],0
n1,1,0.843691,0.038878,[15 25] ; [2 4],[14.7826087 25.2173913] ; [2.2173913 3.7826087],0
b5,1,0.864055,0.029314,[46 51] ; [4 5],[45.75471698 51.24528302] ; [4.24528302 4.75471698],0
d2,1,0.866618,0.028209,[45 50] ; [4 5],[44.75961538 50.24038462] ; [4.24038462 4.75961538],0
d5,1,0.869324,0.027066,[62 35] ; [6 3],[62.22641509 34.77358491] ; [5.77358491 3.22641509],0
a3,1,0.984019,0.000401,[53 43] ; [5 4],[53.02857143 42.97142857] ; [4.97142857 4.02857143],0
a5,1,0.99472,4.4e-05,[54 43] ; [5 4],[53.99056604 43.00943396] ; [5.00943396 3.99056604],0
