Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,90.475112,[40 77] ; [277  64],[80.98034934 36.01965066] ; [236.01965066 104.98034934],1
d3,1,0.0,40.124943,[61 56] ; [279  62],[86.8558952 30.1441048] ; [253.1441048  87.8558952],1
a2,1,0.0,29.378636,[  9 108] ; [114 227],[31.42139738 85.57860262] ; [ 91.57860262 249.42139738],1
u1,1,1e-06,24.481231,[  5 112] ; [ 87 254],[23.50218341 93.49781659] ; [ 68.49781659 272.50218341],1
b5,1,3e-06,21.819933,[50 67] ; [229 112],[71.27292576 45.72707424] ; [207.72707424 133.27292576],1
r4,1,3e-06,21.522496,[93 24] ; [321  20],[105.75982533  11.24017467] ; [308.24017467  32.75982533],1
r1,1,4.5e-05,16.632065,[80 37] ; [289  49],[94.88571429 22.11428571] ; [274.11428571  63.88571429],1
p2,1,0.000254,13.37961,[93 23] ; [314  26],[103.53508772  12.46491228] ; [303.46491228  36.53508772],1
d1,1,0.000994,10.839473,[59 58] ; [230 111],[73.82751092 43.17248908] ; [215.17248908 125.82751092],1
r2,1,0.001825,9.717289,[100  14] ; [324  14],[106.9380531   7.0619469] ; [317.0619469  20.9380531],0
b1,1,0.003748,8.401866,[60 57] ; [123 218],[46.7489083 70.2510917] ; [136.2510917 204.7489083],0
a5,1,0.005309,7.770941,[81 36] ; [278  63],[91.70960699 25.29039301] ; [267.29039301  73.70960699],0
v4,1,0.0099,6.652846,[106  10] ; [330  10],[110.9122807   5.0877193] ; [325.0877193  14.9122807],0
r3,1,0.010568,6.536567,[107  10] ; [330  10],[111.87964989   5.12035011] ; [325.12035011  14.87964989],0
n6,1,0.018652,5.533843,[92 25] ; [296  42],[99.77142857 17.22857143] ; [288.22857143  49.77142857],0
d4,1,0.023876,5.1036,[88 28] ; [290  51],[95.94748359 20.05251641] ; [282.05251641  58.94748359],0
d5,1,0.030902,4.65841,[91 25] ; [296  45],[98.23194748 17.76805252] ; [288.76805252  52.23194748],0
u3,1,0.051533,3.79088,[16 19] ; [62 34],[20.83969466 14.16030534] ; [57.16030534 38.83969466],0
s8,1,0.068052,3.329403,[63 54] ; [149 189],[54.51428571 62.48571429] ; [157.48571429 180.51428571],0
b4,1,0.104612,2.633789,[61 56] ; [207 134],[68.4628821 48.5371179] ; [199.5371179 141.4628821],0
s5,1,0.110051,2.553484,[43 67] ; [103 231],[36.17117117 73.82882883] ; [109.82882883 224.17117117],0
s7,1,0.113146,2.509725,[65 46] ; [160 161],[57.8125 53.1875] ; [167.1875 153.8125],0
v2,1,0.155247,2.019925,[58 54] ; [198 135],[64.43146067 47.56853933] ; [191.56853933 141.43146067],0
