Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.9e-05,16.146287,[209 224] ; [50 17],[224.294 208.706] ; [34.706 32.294],1
s5,1,0.00047,12.229896,[124 301] ; [31 29],[135.82474227 289.17525773] ; [19.17525773 40.82474227],1
s6,1,0.001214,10.469448,[280 152] ; [56 10],[291.46987952 140.53012048] ; [44.53012048 21.46987952],0
s3,1,0.005786,7.615922,[232 196] ; [49 19],[242.47580645 185.52419355] ; [38.52419355 29.47580645],0
v3,1,0.005995,7.551944,[186 235] ; [18 50],[175.63190184 245.36809816] ; [28.36809816 39.63190184],0
b2,1,0.022092,5.238514,[106 172] ; [ 7 30],[ 99.72698413 178.27301587] ; [13.27301587 23.72698413],0
b3,1,0.022092,5.238514,[106 172] ; [ 7 30],[ 99.72698413 178.27301587] ; [13.27301587 23.72698413],0
b5,1,0.030489,4.681501,[278 160] ; [53 16],[285.95266272 152.04733728] ; [45.04733728 23.95266272],0
n1,1,0.049108,3.87166,[37 42] ; [ 2 10],[33.85714286 45.14285714] ; [5.14285714 6.85714286],0
a8,1,0.050791,3.815138,[ 77 312] ; [ 6 57],[ 71.43141593 317.56858407] ; [11.56858407 51.43141593],0
u2,1,0.057441,3.609784,[68 45] ; [ 7 12],[64.20454545 48.79545455] ; [10.79545455  8.20454545],0
p4,1,0.062042,3.481927,[271 164] ; [51 18],[277.91666667 157.08333333] ; [44.08333333 24.91666667],0
s8,1,0.113398,2.506221,[188 245] ; [37 32],[194.07370518 238.92629482] ; [30.92629482 38.07370518],0
p6,1,0.11935,2.425827,[164 268] ; [33 36],[169.86826347 262.13173653] ; [27.13173653 41.86826347],0
p11,1,0.152968,2.042399,[356  82] ; [51 18],[351.60946746  86.39053254] ; [55.39053254 13.60946746],0
v4,1,0.164279,1.934393,[412  23] ; [68  1],[414.28571429  20.71428571] ; [65.71428571  3.28571429],0
s7,1,0.171652,1.868456,[205 206] ; [40 28],[210.21920668 200.78079332] ; [34.78079332 33.21920668],0
v2,1,0.17552,1.835151,[256 165] ; [36 33],[250.88163265 170.11836735] ; [41.11836735 27.88163265],0
p1,1,0.185619,1.752049,[ 48 388] ; [ 4 65],[ 44.8950495 391.1049505] ; [ 7.1049505 61.8950495],0
