Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,138.185262,[  4 118] ; [250 139],[60.64187867 61.35812133] ; [193.35812133 195.64187867],1
s5,1,0.531258,0.391986,[26 91] ; [ 95 284],[28.54233871 88.45766129] ; [ 92.45766129 286.54233871],0
p6,1,0.593102,0.285526,[31 88] ; [108 270],[33.28169014 85.71830986] ; [105.71830986 272.28169014],0
u2,1,0.628382,0.234261,[32 31] ; [66 55],[33.55434783 29.44565217] ; [64.44565217 56.55434783],0
b5,1,0.669134,0.182616,[72 50] ; [238 151],[74.01174168 47.98825832] ; [235.98825832 153.01174168],0
a1,1,0.702337,0.146052,[  6 116] ; [ 16 373],[  5.25244618 116.74755382] ; [ 16.74755382 372.25244618],0
n1,1,0.711783,0.136502,[11 22] ; [29 68],[10.15384615 22.84615385] ; [29.84615385 67.15384615],0
b4,1,0.73384,0.115615,[73 49] ; [226 163],[71.38551859 50.61448141] ; [227.61448141 161.38551859],0
n3,1,0.772393,0.083663,[25  8] ; [71 26],[24.36923077  8.63076923] ; [71.63076923 25.36923077],0
s2,1,0.88219,0.021961,[39 80] ; [130 258],[39.66666667 79.33333333] ; [129.33333333 258.66666667],0
v3,1,0.894357,0.017634,[39 81] ; [124 250],[39.5951417 80.4048583] ; [123.4048583 250.5951417],0
a8,1,0.897996,0.016434,[ 12 101] ; [ 36 317],[ 11.63948498 101.36051502] ; [ 36.36051502 316.63948498],0
p12,1,0.967081,0.001703,[  6 113] ; [ 19 365],[  5.91451292 113.08548708] ; [ 19.08548708 364.91451292],0
p11,1,0.984213,0.000392,[92 30] ; [293  96],[91.91780822 30.08219178] ; [293.08219178  95.91780822],0
