Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,138.185262,[  4 118] ; [250 139],[60.64187867 61.35812133] ; [193.35812133 195.64187867],1
d4,1,0.0,80.639255,[59 62] ; [339  49],[94.6129666 26.3870334] ; [303.3870334  84.6129666],1
d3,1,0.0,45.600909,[50 71] ; [289  99],[80.58742633 40.41257367] ; [258.41257367 129.58742633],1
d2,1,0.0,28.037976,[24 98] ; [180 206],[48.99212598 73.00787402] ; [155.00787402 230.99212598],1
a5,1,0.0,26.50351,[56 65] ; [279 110],[79.48039216 41.51960784] ; [255.51960784 133.48039216],1
a4,1,1e-06,25.080119,[25 94] ; [182 207],[48.49015748 70.50984252] ; [158.50984252 230.49015748],1
a2,1,8e-06,19.885012,[  7 115] ; [ 94 295],[24.11350294 97.88649706] ; [ 76.88649706 312.11350294],1
u1,1,3.1e-05,17.33212,[  2 120] ; [ 62 327],[ 15.27984344 106.72015656] ; [ 48.72015656 340.27984344],1
a3,1,3.2e-05,17.271006,[57 62] ; [267 121],[76.04733728 42.95266272] ; [247.95266272 140.04733728],1
p4,1,0.000166,14.182413,[43 75] ; [216 168],[60.88047809 57.11952191] ; [198.11952191 185.88047809],1
p2,1,0.000177,14.060622,[83 38] ; [323  61],[97.27920792 23.72079208] ; [308.72079208  75.27920792],1
a7,1,0.000704,11.479924,[74 47] ; [298  90],[88.43222004 32.56777996] ; [283.56777996 104.43222004],1
r1,1,0.007746,7.091267,[81 41] ; [303  84],[92.03929273 29.96070727] ; [291.96070727  95.03929273],0
a6,1,0.008215,6.986064,[71 50] ; [278 111],[82.80196078 38.19803922] ; [266.19803922 122.80196078],0
v2,1,0.009152,6.792999,[48 70] ; [202 169],[60.32719836 57.67280164] ; [189.67280164 181.32719836],0
p10,1,0.011054,6.456539,[77 41] ; [294  88],[87.556 30.444] ; [283.444  98.556],0
p3,1,0.03123,4.640273,[40 81] ; [169 214],[50.1765873 70.8234127] ; [158.8234127 224.1765873],0
n2,1,0.036104,4.392209,[30  4] ; [68 29],[25.4351145  8.5648855] ; [72.5648855 24.4351145],0
p7,1,0.04737,3.932187,[58 59] ; [226 151],[67.26315789 49.73684211] ; [216.73684211 160.26315789],0
r4,1,0.104783,2.631194,[101  21] ; [344  45],[106.24266145  15.75733855] ; [338.75733855  50.24266145],0
v1,1,0.10793,2.584276,[47 72] ; [183 199],[54.63073852 64.36926148] ; [175.36926148 206.63073852],0
p8,1,0.120529,2.410432,[49 71] ; [186 194],[56.4 63.6] ; [178.6 201.4],0
b1,1,0.155065,2.021702,[51 71] ; [135 254],[44.40704501 77.59295499] ; [141.59295499 247.40704501],0
n4,1,0.159177,1.982025,[79 42] ; [280 109],[85.1745098 35.8254902] ; [273.8254902 115.1745098],0
p9,1,0.171138,1.872944,[87 32] ; [299  79],[92.42253521 26.57746479] ; [293.57746479  84.42253521],0
r3,1,0.195047,1.679079,[111  11] ; [364  22],[114.07480315   7.92519685] ; [360.92519685  25.07480315],0
s3,1,0.195651,1.674541,[53 63] ; [150 235],[47.00199601 68.99800399] ; [155.99800399 229.00199601],0
s7,1,0.208992,1.578396,[24 92] ; [ 98 272],[29.11934156 86.88065844] ; [ 92.88065844 277.11934156],0
r2,1,0.238746,1.387983,[111  11] ; [363  23],[113.83464567   8.16535433] ; [360.16535433  25.83464567],0
n5,1,0.281491,1.159876,[78 42] ; [271 115],[82.76679842 37.23320158] ; [266.23320158 119.76679842],0
n6,1,0.292107,1.109886,[94 28] ; [315  72],[98.03143418 23.96856582] ; [310.96856582  76.03143418],0
s6,1,0.316373,1.003882,[57 62] ; [202 178],[61.76553106 57.23446894] ; [197.23446894 182.76553106],0
p1,1,0.328595,0.954428,[ 11 110] ; [ 25 361],[  8.59171598 112.40828402] ; [ 27.40828402 358.59171598],0
s1,1,0.359536,0.839512,[  5 113] ; [ 10 375],[  3.51888668 114.48111332] ; [ 11.48111332 373.51888668],0
u3,1,0.387211,0.747683,[32 32] ; [68 52],[34.7826087 29.2173913] ; [65.2173913 54.7826087],0
s4,1,0.428592,0.626635,[ 21 100] ; [ 55 327],[ 18.28230616 102.71769384] ; [ 57.71769384 324.28230616],0
b2,1,0.48239,0.493454,[18 48] ; [ 65 139],[20.28888889 45.71111111] ; [ 62.71111111 141.28888889],0
b3,1,0.48239,0.493454,[18 48] ; [ 65 139],[20.28888889 45.71111111] ; [ 62.71111111 141.28888889],0
p5,1,0.513047,0.427848,[ 11 110] ; [ 28 357],[  9.32608696 111.67391304] ; [ 29.67391304 355.32608696],0
