Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.433007,[ 88 188] ; [44 21],[106.83870968 169.16129032] ; [25.16129032 39.83870968],1
v1,1,0.00067,11.569904,[ 96 180] ; [37 27],[107.96470588 168.03529412] ; [25.03529412 38.96470588],1
p1,1,0.001225,10.451729,[  8 273] ; [ 8 58],[ 12.95677233 268.04322767] ; [ 3.04322767 62.95677233],0
s8,1,0.001604,9.955233,[ 71 213] ; [29 36],[ 81.37535817 202.62464183] ; [18.62464183 46.37535817],0
p8,1,0.003397,8.580872,[ 70 211] ; [28 37],[ 79.58959538 201.41040462] ; [18.41040462 46.58959538],0
r2,1,0.00946,6.733802,[243  34] ; [65  1],[248.73469388  28.26530612] ; [59.26530612  6.73469388],0
v3,1,0.013839,6.058511,[ 76 196] ; [28 36],[ 84.19047619 187.80952381] ; [19.80952381 44.19047619],0
v2,1,0.018498,5.548379,[114 151] ; [38 26],[122.43161094 142.56838906] ; [29.56838906 34.43161094],0
a5,1,0.020962,5.329946,[172 112] ; [50 16],[180.13714286 103.86285714] ; [41.86285714 24.13714286],0
r4,1,0.02112,5.316862,[212  72] ; [58  8],[219.08571429  64.91428571] ; [50.91428571 15.08571429],0
b1,1,0.051398,3.79527,[101 183] ; [32 34],[107.92 176.08] ; [25.08 40.92],0
v4,1,0.059888,3.540484,[237  41] ; [62  4],[241.63372093  36.36627907] ; [57.36627907  8.63372093],0
n3,1,0.064674,3.413266,[65 38] ; [10  1],[67.76315789 35.23684211] ; [7.23684211 3.76315789],0
n4,1,0.129624,2.297007,[181 102] ; [48 17],[186.22701149  96.77298851] ; [42.77298851 22.22701149],0
a2,1,0.142811,2.147404,[ 47 237] ; [16 50],[ 51.12 232.88] ; [11.88 54.12],0
p10,1,0.1516,2.05608,[182  98] ; [49 17],[186.93641618  93.06358382] ; [44.06358382 21.93641618],0
a4,1,0.160253,1.97184,[106 176] ; [31 35],[111.01724138 170.98275862] ; [25.98275862 40.01724138],0
s5,1,0.174932,1.840164,[ 60 216] ; [19 45],[ 64.12941176 211.87058824] ; [14.87058824 49.12941176],0
a3,1,0.228378,1.450933,[178 103] ; [47 19],[182.20461095  98.79538905] ; [42.79538905 23.20461095],0
p2,1,0.243126,1.362378,[180 103] ; [47 19],[184.07163324  98.92836676] ; [42.92836676 23.07163324],0
p11,1,0.248331,1.332667,[190  94] ; [49 17],[193.93142857  90.06857143] ; [45.06857143 20.93142857],0
s7,1,0.252517,1.309325,[ 83 188] ; [24 39],[ 86.81736527 184.18263473] ; [20.18263473 42.81736527],0
d3,1,0.271391,1.209704,[171 112] ; [35 31],[167.04297994 115.95702006] ; [38.95702006 27.04297994],0
u2,1,0.275753,1.187903,[52 53] ; [ 6 11],[49.91803279 55.08196721] ; [8.08196721 8.91803279],0
u1,1,0.291272,1.113733,[ 30 254] ; [10 56],[ 32.45714286 251.54285714] ; [ 7.54285714 58.45714286],0
n2,1,0.341955,0.903087,[72 34] ; [9 2],[73.38461538 32.61538462] ; [7.61538462 3.38461538],0
d5,1,0.362416,0.829504,[203  80] ; [51 15],[205.96561605  77.03438395] ; [48.03438395 17.96561605],0
n5,1,0.385158,0.754173,[174 107] ; [44 21],[177.04624277 103.95375723] ; [40.95375723 24.04624277],0
s3,1,0.409268,0.680925,[128 151] ; [34 32],[131.00869565 147.99130435] ; [30.99130435 35.00869565],0
s6,1,0.418844,0.653555,[140 141] ; [36 29],[142.93641618 138.06358382] ; [33.06358382 31.93641618],0
s4,1,0.424902,0.636717,[ 50 232] ; [ 9 57],[ 47.81034483 234.18965517] ; [11.18965517 54.81034483],0
s2,1,0.439832,0.596719,[101 181] ; [27 39],[103.72413793 178.27586207] ; [24.27586207 41.72413793],0
d2,1,0.441343,0.592788,[115 166] ; [30 35],[117.76011561 163.23988439] ; [27.23988439 37.76011561],0
p9,1,0.461069,0.543299,[194  80] ; [49 16],[196.40707965  77.59292035] ; [46.59292035 18.40707965],0
p5,1,0.475115,0.510056,[  8 274] ; [ 3 63],[  8.9137931 273.0862069] ; [ 2.0862069 63.9137931],0
n1,1,0.545021,0.366313,[38 67] ; [5 6],[38.92241379 66.07758621] ; [4.07758621 6.92241379],0
u3,1,0.554203,0.349841,[48 58] ; [10  9],[49.184 56.816] ; [ 8.816 10.184],0
a6,1,0.580092,0.306085,[174 109] ; [43 23],[175.96275072 107.03724928] ; [41.03724928 24.96275072],0
s1,1,0.594941,0.282694,[  9 271] ; [ 3 63],[  9.71098266 270.28901734] ; [ 2.28901734 63.71098266],0
b4,1,0.617433,0.249492,[173 111] ; [38 28],[171.21142857 112.78857143] ; [39.78857143 26.21142857],0
d1,1,0.634164,0.226456,[134 150] ; [29 37],[132.26285714 151.73714286] ; [30.73714286 35.26285714],0
n6,1,0.63503,0.225302,[207  74] ; [46 19],[205.47109827  75.52890173] ; [47.52890173 17.47109827],0
p12,1,0.644966,0.212306,[ 12 269] ; [ 2 64],[ 11.33717579 269.66282421] ; [ 2.66282421 63.33717579],0
b3,1,0.676604,0.173974,[ 51 103] ; [15 26],[ 52.12307692 101.87692308] ; [13.87692308 27.12307692],0
b2,1,0.676604,0.173974,[ 51 103] ; [15 26],[ 52.12307692 101.87692308] ; [13.87692308 27.12307692],0
d4,1,0.710472,0.137806,[211  70] ; [51 15],[212.16714697  68.83285303] ; [49.83285303 16.16714697],0
a7,1,0.771764,0.084139,[189  93] ; [43 23],[188.  94.] ; [44. 22.],0
r3,1,0.812275,0.056402,[243  37] ; [58  8],[243.58381503  36.41618497] ; [57.41618497  8.58381503],0
a8,1,0.836388,0.042649,[ 36 227] ; [ 8 55],[ 35.49693252 227.50306748] ; [ 8.50306748 54.49693252],0
r1,1,0.91303,0.011928,[202  80] ; [47 18],[202.3573487  79.6426513] ; [46.6426513 18.3573487],0
a1,1,0.991051,0.000126,[ 13 271] ; [ 3 63],[ 12.98285714 271.01714286] ; [ 3.01714286 62.98285714],0
b5,1,0.992396,9.1e-05,[168 116] ; [39 27],[167.96571429 116.03428571] ; [39.03428571 26.96571429],0
