Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,61.601556,[43 67] ; [107  14],[71.42857143 38.57142857] ; [78.57142857 42.42857143],1
s2,1,7.5e-05,15.682306,[35 76] ; [70 52],[50.02145923 60.97854077] ; [54.97854077 67.02145923],1
s8,1,0.000127,14.683911,[25 88] ; [56 66],[38.94893617 74.05106383] ; [42.05106383 79.94893617],1
s6,1,0.000151,14.358805,[49 64] ; [81 38],[63.31896552 49.68103448] ; [66.68103448 52.31896552],1
s5,1,0.000192,13.911128,[21 89] ; [48 66],[33.88392857 76.11607143] ; [35.11607143 78.88392857],1
s7,1,0.002046,9.507626,[35 75] ; [59 54],[46.367713 63.632287] ; [47.632287 65.367713],0
p6,1,0.005198,7.809201,[23 87] ; [46 76],[32.71551724 77.28448276] ; [36.28448276 85.71551724],0
p7,1,0.023637,5.121076,[45 66] ; [66 53],[53.56956522 57.43043478] ; [57.43043478 61.56956522],0
p3,1,0.02384,5.106224,[28 84] ; [47 74],[36.05150215 75.94849785] ; [38.94849785 82.05150215],0
d5,1,0.035302,4.430525,[77 36] ; [97 24],[84.02564103 28.97435897] ; [89.97435897 31.02564103],0
v4,1,0.042023,4.134279,[93 19] ; [112  10],[98.11965812 13.88034188] ; [106.88034188  15.11965812],0
p4,1,0.061124,3.506615,[41 71] ; [59 62],[48.06866953 63.93133047] ; [51.93133047 69.06866953],0
s4,1,0.061361,3.500219,[16 97] ; [29 93],[21.63829787 91.36170213] ; [23.36170213 98.63829787],0
v1,1,0.065066,3.403301,[40 70] ; [59 63],[46.93965517 63.06034483] ; [52.06034483 69.93965517],0
u3,1,0.065458,3.393402,[15 28] ; [20 16],[19.05063291 23.94936709] ; [15.94936709 20.05063291],0
p2,1,0.103223,2.655027,[74 39] ; [91 30],[79.67948718 33.32051282] ; [85.32051282 35.67948718],0
n5,1,0.107969,2.583704,[61 50] ; [79 42],[66.98275862 44.01724138] ; [73.01724138 47.98275862],0
d1,1,0.108213,2.580126,[53 60] ; [70 52],[59.14468085 53.85531915] ; [63.85531915 58.14468085],0
d4,1,0.109424,2.562515,[81 31] ; [99 23],[86.15384615 25.84615385] ; [93.84615385 28.15384615],0
n6,1,0.149489,2.077461,[75 35] ; [92 28],[79.86956522 30.13043478] ; [87.13043478 32.86956522],0
r2,1,0.162474,1.951046,[98 12] ; [113   7],[100.91304348   9.08695652] ; [110.08695652   9.91304348],0
v3,1,0.165493,1.923307,[30 78] ; [44 77],[34.89956332 73.10043668] ; [39.10043668 81.89956332],0
r1,1,0.185235,1.755119,[78 33] ; [95 27],[82.41630901 28.58369099] ; [90.58369099 31.41630901],0
p5,1,0.193301,1.692275,[  4 109] ; [  9 112],[  6.27777778 106.72222222] ; [  6.72222222 114.27777778],0
d3,1,0.194367,1.6842,[70 43] ; [84 36],[74.68669528 38.31330472] ; [79.31330472 40.68669528],0
a5,1,0.206277,1.597365,[66 47] ; [81 41],[70.68510638 42.31489362] ; [76.31489362 45.68510638],0
s3,1,0.267318,1.23046,[51 58] ; [66 56],[55.20779221 53.79220779] ; [61.79220779 60.20779221],0
n4,1,0.273318,1.20002,[66 45] ; [81 41],[70.03004292 40.96995708] ; [76.96995708 45.03004292],0
v2,1,0.275849,1.187427,[48 62] ; [60 58],[52.10526316 57.89473684] ; [55.89473684 62.10526316],0
n2,1,0.29391,1.101625,[29 15] ; [32 10],[31.20930233 12.79069767] ; [29.79069767 12.20930233],0
p12,1,0.299552,1.076188,[  2 110] ; [  5 117],[  3.35042735 108.64957265] ; [  3.64957265 118.35042735],0
a7,1,0.315073,1.009289,[74 37] ; [88 33],[77.50862069 33.49137931] ; [84.49137931 36.50862069],0
a2,1,0.318412,0.99546,[20 93] ; [28 94],[23.08085106 89.91914894] ; [24.91914894 97.08085106],0
r4,1,0.34544,0.890138,[86 27] ; [99 23],[88.95744681 24.04255319] ; [96.04255319 25.95744681],0
a3,1,0.351574,0.867769,[70 40] ; [84 37],[73.33333333 36.66666667] ; [80.66666667 40.33333333],0
p8,1,0.390023,0.738869,[35 76] ; [45 77],[38.11158798 72.88841202] ; [41.88841202 80.11158798],0
n3,1,0.396913,0.717658,[27 16] ; [30 12],[28.83529412 14.16470588] ; [28.16470588 13.83529412],0
a4,1,0.448793,0.573697,[45 67] ; [55 67],[47.86324786 64.13675214] ; [52.13675214 69.86324786],0
b5,1,0.455534,0.556845,[65 48] ; [76 46],[67.8 45.2] ; [73.2 48.8],0
a8,1,0.474172,0.512237,[12 86] ; [10 99],[10.41545894 87.58454106] ; [11.58454106 97.41545894],0
a6,1,0.532317,0.389967,[73 40] ; [74 48],[70.68510638 42.31489362] ; [76.31489362 45.68510638],0
u2,1,0.624162,0.240061,[17 25] ; [17 20],[18.07594937 23.92405063] ; [15.92405063 21.07594937],0
b4,1,0.671421,0.179944,[67 46] ; [69 53],[65.39574468 47.60425532] ; [70.60425532 51.39574468],0
d2,1,0.71514,0.133197,[57 55] ; [65 57],[58.39316239 53.60683761] ; [63.60683761 58.39316239],0
p1,1,0.748681,0.102643,[  8 104] ; [ 10 111],[  8.65236052 103.34763948] ; [  9.34763948 111.65236052],0
b2,1,0.757048,0.095704,[25 51] ; [17 39],[24.18181818 51.81818182] ; [17.81818182 38.18181818],0
b3,1,0.757048,0.095704,[25 51] ; [17 39],[24.18181818 51.81818182] ; [17.81818182 38.18181818],0
n1,1,0.758841,0.094251,[13 30] ; [14 28],[13.65882353 29.34117647] ; [13.34117647 28.65882353],0
u1,1,0.791534,0.069864,[18 95] ; [ 21 101],[18.75319149 94.24680851] ; [ 20.24680851 101.75319149],0
s1,1,0.853982,0.033871,[  7 103] ; [  7 114],[  6.66666667 103.33333333] ; [  7.33333333 113.66666667],0
a1,1,0.891592,0.018575,[  6 107] ; [  6 116],[  5.77021277 107.22978723] ; [  6.22978723 115.77021277],0
r3,1,0.905841,0.013992,[96 15] ; [104  17],[95.68965517 15.31034483] ; [104.31034483  16.68965517],0
