Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.004678,8.0,[16 24] ; [9 1],[20. 20.] ; [5. 5.],0
a1,1,0.008068,7.018272,[ 3 37] ; [4 6],[ 5.6 34.4] ; [1.4 8.6],0
p4,1,0.02189,5.254516,[20 20] ; [9 1],[23.2 16.8] ; [5.8 4.2],0
d2,1,0.030383,4.6875,[19 21] ; [1 9],[16. 24.] ; [4. 6.],0
p12,1,0.03714,4.343972,[ 1 39] ; [2 8],[ 2.4 37.6] ; [0.6 9.4],0
p8,1,0.041097,4.17203,[13 25] ; [7 3],[15.83333333 22.16666667] ; [4.16666667 5.83333333],0
b4,1,0.042911,4.098916,[35  5] ; [6 4],[32.8  7.2] ; [8.2 1.8],0
n4,1,0.11504,2.48358,[21 19] ; [8 2],[23.2 16.8] ; [5.8 4.2],0
r2,1,0.189755,1.71952,[34  5] ; [7 3],[32.63265306  6.36734694] ; [8.36734694 1.63265306],0
r4,1,0.197172,1.663202,[28 12] ; [9 1],[29.6 10.4] ; [7.4 2.6],0
v1,1,0.202431,1.624751,[18 20] ; [7 3],[19.79166667 18.20833333] ; [5.20833333 4.79166667],0
v3,1,0.236974,1.398507,[ 8 29] ; [4 6],[ 9.44680851 27.55319149] ; [2.55319149 7.44680851],0
p7,1,0.288379,1.127173,[20 19] ; [7 3],[21.48979592 17.51020408] ; [5.51020408 4.48979592],0
u3,1,0.291841,1.111111,[8 7] ; [4 1],[9. 6.] ; [3. 2.],0
p10,1,0.305749,1.048951,[30 10] ; [9 1],[31.2  8.8] ; [7.8 2.2],0
b3,1,0.317311,1.0,[ 9 16] ; [3 2],[10. 15.] ; [2. 3.],0
b2,1,0.317311,1.0,[ 9 16] ; [3 2],[10. 15.] ; [2. 3.],0
p11,1,0.363082,0.827206,[26 14] ; [8 2],[27.2 12.8] ; [6.8 3.2],0
d3,1,0.363082,0.827206,[26 14] ; [8 2],[27.2 12.8] ; [6.8 3.2],0
n6,1,0.376759,0.78125,[31  9] ; [9 1],[32.  8.] ; [8. 2.],0
s3,1,0.382078,0.764007,[26 14] ; [5 5],[24.8 15.2] ; [6.2 3.8],0
a3,1,0.414177,0.666779,[25 14] ; [5 5],[23.87755102 15.12244898] ; [6.12244898 3.87755102],0
n5,1,0.470486,0.520833,[23 17] ; [7 3],[24. 16.] ; [6. 4.],0
s8,1,0.470486,0.520833,[17 23] ; [3 7],[16. 24.] ; [4. 6.],0
a7,1,0.470486,0.520833,[23 17] ; [7 3],[24. 16.] ; [6. 4.],0
a4,1,0.560084,0.339559,[16 24] ; [3 7],[15.2 24.8] ; [3.8 6.2],0
p1,1,0.562834,0.334821,[ 7 33] ; [1 9],[ 6.4 33.6] ; [1.6 8.4],0
d1,1,0.5713,0.320513,[20 20] ; [6 4],[20.8 19.2] ; [5.2 4.8],0
b5,1,0.5713,0.320513,[20 20] ; [4 6],[19.2 20.8] ; [4.8 5.2],0
d5,1,0.740544,0.109649,[30 10] ; [8 2],[30.4  9.6] ; [7.6 2.4],0
s2,1,0.74714,0.10395,[30 10] ; [7 3],[29.6 10.4] ; [7.4 2.6],0
a5,1,0.765291,0.089127,[26 14] ; [7 3],[26.4 13.6] ; [6.6 3.4],0
b1,1,0.77572,0.081169,[18 22] ; [4 6],[17.6 22.4] ; [4.4 5.6],0
n1,1,0.811055,0.057152,[ 7 10] ; [1 1],[7.15789474 9.84210526] ; [0.84210526 1.15789474],0
v2,1,0.819678,0.051966,[17 20] ; [5 5],[17.31914894 19.68085106] ; [4.68085106 5.31914894],0
p6,1,0.827878,0.047273,[18 21] ; [5 5],[18.30612245 20.69387755] ; [4.69387755 5.30612245],0
s6,1,0.881196,0.022336,[32  7] ; [8 2],[31.83673469  7.16326531] ; [8.16326531 1.83673469],0
s7,1,0.898447,0.016288,[22 16] ; [5 4],[21.82978723 16.17021277] ; [5.17021277 3.82978723],0
n3,1,0.937193,0.006209,[8 9] ; [1 1],[8.05263158 8.94736842] ; [0.94736842 1.05263158],0
a6,1,1.0,0.0,[20 20] ; [5 5],[20. 20.] ; [5. 5.],0
