Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.5e-05,18.697076,[11 69] ; [23 24],[21.41732283 58.58267717] ; [12.58267717 34.41732283],1
s6,1,0.00202,9.531077,[23 57] ; [27 21],[31.25 48.75] ; [18.75 29.25],0
p8,1,0.002218,9.360079,[17 64] ; [22 25],[24.6796875 56.3203125] ; [14.3203125 32.6796875],0
p2,1,0.002603,9.066674,[37 44] ; [35 13],[45.20930233 35.79069767] ; [26.79069767 21.20930233],0
v4,1,0.009359,6.753098,[55 24] ; [43  5],[60.96062992 18.03937008] ; [37.03937008 10.96062992],0
p6,1,0.009483,6.729573,[12 66] ; [17 31],[17.95238095 60.04761905] ; [11.04761905 36.95238095],0
r3,1,0.011514,6.384203,[57 24] ; [43  5],[62.79069767 18.20930233] ; [37.20930233 10.79069767],0
p7,1,0.014791,5.941135,[31 50] ; [29 19],[37.6744186 43.3255814] ; [22.3255814 25.6744186],0
d3,1,0.020885,5.336339,[37 44] ; [32 16],[43.3255814 37.6744186] ; [25.6744186 22.3255814],0
s8,1,0.041989,4.135648,[ 9 71] ; [12 36],[13.125 66.875] ; [ 7.875 40.125],0
a7,1,0.047006,3.945187,[43 38] ; [34 14],[48.34883721 32.65116279] ; [28.65116279 19.34883721],0
n2,1,0.051018,3.807692,[18 21] ; [12  4],[21.27272727 17.72727273] ; [8.72727273 7.27272727],0
d5,1,0.054442,3.699087,[51 30] ; [38 10],[55.88372093 25.11627907] ; [33.11627907 14.88372093],0
s3,1,0.057478,3.608688,[28 52] ; [25 23],[33.125 46.875] ; [19.875 28.125],0
p11,1,0.058846,3.569623,[35 46] ; [29 19],[40.18604651 40.81395349] ; [23.81395349 24.18604651],0
r4,1,0.067008,3.354844,[46 35] ; [35 13],[50.86046512 30.13953488] ; [30.13953488 17.86046512],0
n6,1,0.076683,3.133841,[44 37] ; [33 14],[48.7265625 32.2734375] ; [28.2734375 18.7265625],0
a5,1,0.093435,2.814181,[40 41] ; [31 17],[44.58139535 36.41860465] ; [26.41860465 21.58139535],0
s1,1,0.111677,2.530333,[ 4 77] ; [ 6 41],[ 6.328125 74.671875] ; [ 3.671875 43.328125],0
p1,1,0.117367,2.452107,[ 5 75] ; [ 7 41],[ 7.5 72.5] ; [ 4.5 43.5],0
r2,1,0.120113,2.415845,[61 19] ; [42  6],[64.375 15.625] ; [38.625  9.375],0
s7,1,0.12646,2.335436,[15 61] ; [15 32],[18.53658537 57.46341463] ; [11.46341463 35.53658537],0
n3,1,0.131836,2.270747,[18 19] ; [12  5],[20.55555556 16.44444444] ; [9.44444444 7.55555556],0
s2,1,0.155242,2.019968,[19 61] ; [17 31],[22.5 57.5] ; [13.5 34.5],0
s4,1,0.165118,1.926714,[11 69] ; [11 36],[13.85826772 66.14173228] ; [ 8.14173228 38.85826772],0
a8,1,0.205416,1.603445,[ 6 70] ; [ 1 43],[ 4.43333333 71.56666667] ; [ 2.56666667 41.43333333],0
v2,1,0.21234,1.555397,[21 57] ; [18 30],[24.14285714 53.85714286] ; [14.85714286 33.14285714],0
a2,1,0.219112,1.510178,[15 66] ; [ 5 43],[12.55813953 68.44186047] ; [ 7.44186047 40.55813953],0
u3,1,0.220671,1.5,[14 21] ; [14 11],[16.33333333 18.66666667] ; [11.66666667 13.33333333],0
u1,1,0.258084,1.279007,[ 8 73] ; [ 8 40],[10.04651163 70.95348837] ; [ 5.95348837 42.04651163],0
d1,1,0.265319,1.240791,[34 47] ; [25 23],[37.04651163 43.95348837] ; [21.95348837 26.04651163],0
b4,1,0.283121,1.152049,[50 31] ; [25 23],[47.09302326 33.90697674] ; [27.90697674 20.09302326],0
b5,1,0.285388,1.141249,[45 36] ; [22 26],[42.06976744 38.93023256] ; [24.93023256 23.06976744],0
a3,1,0.292332,1.108851,[46 34] ; [23 25],[43.125 36.875] ; [25.875 22.125],0
b1,1,0.297089,1.087213,[43 38] ; [30 18],[45.8372093 35.1627907] ; [27.1627907 20.8372093],0
