Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.37312,[3 6] ; [35  1],[7.6 1.4] ; [30.4  5.6],1
r4,1,7e-06,20.089286,[2 7] ; [33  3],[7. 2.] ; [28.  8.],1
v4,1,0.002143,9.423077,[5 4] ; [34  2],[7.8 1.2] ; [31.2  4.8],0
v2,1,0.007441,7.163424,[3 6] ; [27  7],[6.27906977 2.72093023] ; [23.72093023 10.27906977],0
p10,1,0.014243,6.007771,[2 6] ; [25 10],[5.02325581 2.97674419] ; [21.97674419 13.02325581],0
d2,1,0.029262,4.752155,[6 3] ; [10 26],[3.2 5.8] ; [12.8 23.2],0
p8,1,0.032535,4.570085,[1 7] ; [19 16],[3.72093023 4.27906977] ; [16.27906977 18.72093023],0
a1,1,0.03647,4.375,[2 7] ; [ 1 35],[0.6 8.4] ; [ 2.4 33.6],0
p4,1,0.045466,4.001277,[1 7] ; [18 17],[3.53488372 4.46511628] ; [15.46511628 19.53488372],0
p2,1,0.069282,3.299957,[3 5] ; [25 10],[5.20930233 2.79069767] ; [22.79069767 12.20930233],0
a5,1,0.072998,3.214286,[5 4] ; [30  6],[7. 2.] ; [28.  8.],0
p3,1,0.083005,3.005066,[1 7] ; [16 19],[3.1627907 4.8372093] ; [13.8372093 21.1627907],0
s3,1,0.085872,2.950107,[2 7] ; [19 16],[4.29545455 4.70454545] ; [16.70454545 18.29545455],0
s6,1,0.100292,2.700893,[2 7] ; [19 17],[4.2 4.8] ; [16.8 19.2],0
p7,1,0.116551,2.463069,[2 7] ; [18 17],[4.09090909 4.90909091] ; [15.90909091 19.09090909],0
d4,1,0.118541,2.436497,[5 4] ; [29  7],[6.8 2.2] ; [27.2  8.8],0
p11,1,0.133614,2.25,[3 6] ; [22 14],[5. 4.] ; [20. 16.],0
d3,1,0.161097,1.963901,[4 5] ; [25 11],[5.8 3.2] ; [23.2 12.8],0
b5,1,0.232923,1.422925,[3 6] ; [20 16],[4.6 4.4] ; [18.4 17.6],0
r2,1,0.23568,1.40625,[7 2] ; [33  3],[8. 1.] ; [32.  4.],0
p1,1,0.23568,1.40625,[2 7] ; [ 3 33],[1. 8.] ; [ 4. 32.],0
a2,1,0.23568,1.40625,[2 7] ; [ 3 33],[1. 8.] ; [ 4. 32.],0
a6,1,0.281862,1.158088,[7 2] ; [21 15],[5.6 3.4] ; [22.4 13.6],0
b1,1,0.296598,1.089427,[6 3] ; [17 19],[4.6 4.4] ; [18.4 17.6],0
p9,1,0.361855,0.831444,[5 4] ; [25 10],[6.13636364 2.86363636] ; [23.86363636 11.13636364],0
n5,1,0.365228,0.819838,[5 4] ; [14 22],[3.8 5.2] ; [15.2 20.8],0
d1,1,0.370028,0.803571,[3 6] ; [18 18],[4.2 4.8] ; [16.8 19.2],0
s8,1,0.429195,0.625,[2 7] ; [13 23],[3. 6.] ; [12. 24.],0
s1,1,0.480893,0.496838,[1 7] ; [ 2 34],[0.54545455 7.45454545] ; [ 2.45454545 33.54545455],0
s7,1,0.48883,0.4791,[2 7] ; [11 21],[2.85365854 6.14634146] ; [10.14634146 21.85365854],0
p6,1,0.515906,0.42207,[1 7] ; [ 8 27],[1.6744186 6.3255814] ; [ 7.3255814 27.6744186],0
b4,1,0.533389,0.387931,[5 4] ; [24 12],[5.8 3.2] ; [23.2 12.8],0
d5,1,0.613102,0.255682,[6 3] ; [27  9],[6.6 2.4] ; [26.4  9.6],0
a4,1,0.644652,0.21271,[4 5] ; [13 23],[3.4 5.6] ; [13.6 22.4],0
u2,1,0.659118,0.194597,[2 1] ; [11  3],[2.29411765 0.70588235] ; [10.70588235  3.29411765],0
u3,1,0.686591,0.1628,[2 1] ; [7 6],[1.6875 1.3125] ; [7.3125 5.6875],0
a3,1,0.758486,0.094538,[6 3] ; [22 14],[5.6 3.4] ; [22.4 13.6],0
s5,1,0.770709,0.084942,[1 7] ; [ 6 30],[1.27272727 6.72727273] ; [ 5.72727273 30.27272727],0
s4,1,0.826444,0.048077,[1 8] ; [ 5 31],[1.2 7.8] ; [ 4.8 31.2],0
b2,1,0.857561,0.032213,[2 4] ; [ 5 12],[1.82608696 4.17391304] ; [ 5.17391304 11.82608696],0
b3,1,0.857561,0.032213,[2 4] ; [ 5 12],[1.82608696 4.17391304] ; [ 5.17391304 11.82608696],0
a7,1,0.872092,0.025922,[6 3] ; [25 11],[6.2 2.8] ; [24.8 11.2],0
n4,1,0.880048,0.022773,[5 4] ; [21 15],[5.2 3.8] ; [20.8 15.2],0
n3,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
n2,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
v1,1,1.0,0.0,[5 4] ; [20 16],[5. 4.] ; [20. 16.],0
