Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,158.482758,[34 78] ; [274  27],[83.52542373 28.47457627] ; [224.47457627  76.52542373],1
s6,1,0.0,46.142949,[73 40] ; [272  24],[95.31784841 17.68215159] ; [249.68215159  46.31784841],1
s5,1,0.0,28.706607,[27 85] ; [154 132],[50.93467337 61.06532663] ; [130.06532663 155.93467337],1
s8,1,7.1e-05,15.775422,[61 51] ; [225  76],[77.55932203 34.44067797] ; [208.44067797  92.55932203],1
s4,1,0.001468,10.118053,[ 12 101] ; [ 75 226],[23.74637681 89.25362319] ; [ 63.25362319 237.74637681],0
n5,1,0.004591,8.034081,[80 33] ; [250  50],[90.2905569 22.7094431] ; [239.7094431  60.2905569],0
d1,1,0.004905,7.914054,[60 53] ; [206  97],[72.25480769 40.74519231] ; [193.74519231 109.25480769],0
v4,1,0.010144,6.609431,[104   8] ; [295   6],[108.20338983   3.79661017] ; [290.79661017  10.20338983],0
p9,1,0.010194,6.600592,[92 19] ; [276  25],[99.14563107 11.85436893] ; [268.85436893  32.14563107],0
a4,1,0.017033,5.692928,[44 68] ; [159 144],[54.78554217 57.21445783] ; [148.21445783 154.78554217],0
r2,1,0.025008,5.023348,[103   7] ; [295   6],[106.52068127   3.47931873] ; [291.47931873   9.52068127],0
v1,1,0.035787,4.407205,[55 55] ; [181 113],[64.25742574 45.74257426] ; [171.74257426 122.25742574],0
u4,1,0.055118,3.6785,[  1 112] ; [ 15 288],[  4.34615385 108.65384615] ; [ 11.65384615 291.34615385],0
a1,1,0.07872,3.091141,[  3 110] ; [ 22 281],[  6.79086538 106.20913462] ; [ 18.20913462 284.79086538],0
s1,1,0.091949,2.83992,[  2 111] ; [ 17 283],[  5.19854722 107.80145278] ; [ 13.80145278 286.19854722],0
d2,1,0.122899,2.379986,[55 58] ; [172 129],[61.9589372 51.0410628] ; [165.0410628 135.9589372],0
r1,1,0.132958,2.257624,[90 23] ; [258  43],[94.98550725 18.01449275] ; [253.01449275  47.98550725],0
n2,1,0.133911,2.246567,[20 10] ; [47 11],[22.84090909  7.15909091] ; [44.15909091 13.84090909],0
b1,1,0.139684,2.181434,[38 75] ; [126 177],[44.54807692 68.45192308] ; [119.45192308 183.54807692],0
p6,1,0.149754,2.074756,[44 66] ; [144 156],[50.43902439 59.56097561] ; [137.56097561 162.43902439],0
d4,1,0.151089,2.061226,[92 21] ; [261  39],[96.58353511 16.41646489] ; [256.41646489  43.58353511],0
a2,1,0.156385,2.00884,[26 87] ; [ 91 212],[31.78125 81.21875] ; [ 85.21875 217.78125],0
d5,1,0.16221,1.9535,[90 23] ; [256  44],[94.66828087 18.33171913] ; [251.33171913  48.66828087],0
b5,1,0.186844,1.742328,[59 54] ; [180 123],[64.92067308 48.07932692] ; [174.07932692 128.92067308],0
p10,1,0.188808,1.726891,[91 20] ; [263  39],[95.14285714 15.85714286] ; [258.85714286  43.14285714],0
v2,1,0.201776,1.62947,[62 49] ; [184 109],[67.58910891 43.41089109] ; [178.41089109 114.58910891],0
n4,1,0.22969,1.44278,[91 22] ; [257  44],[94.98550725 18.01449275] ; [253.01449275  47.98550725],0
u1,1,0.254219,1.299969,[23 90] ; [ 78 225],[27.43509615 85.56490385] ; [ 73.56490385 229.43509615],0
p12,1,0.262389,1.256106,[  8 103] ; [ 33 269],[11.01937046 99.98062954] ; [ 29.98062954 272.01937046],0
p4,1,0.280137,1.166424,[71 42] ; [206  95],[75.60628019 37.39371981] ; [201.39371981  99.60628019],0
a3,1,0.325631,0.966196,[88 24] ; [250  52],[91.43961353 20.56038647] ; [246.56038647  55.43961353],0
p2,1,0.334762,0.93039,[93 20] ; [260  42],[96.11807229 16.88192771] ; [256.88192771  45.11807229],0
a6,1,0.338475,0.916199,[78 35] ; [192 108],[73.87409201 39.12590799] ; [196.12590799 103.87409201],0
u2,1,0.367676,0.811505,[18  7] ; [32 20],[16.23376623  8.76623377] ; [33.76623377 18.23376623],0
n3,1,0.402242,0.701613,[19 10] ; [43 15],[20.66666667  8.33333333] ; [41.33333333 16.66666667],0
a5,1,0.403353,0.698309,[86 27] ; [242  61],[89.09615385 23.90384615] ; [238.90384615  64.09615385],0
p7,1,0.410274,0.678007,[76 36] ; [211  82],[79.36790123 32.63209877] ; [207.63209877  85.36790123],0
r4,1,0.430276,0.622078,[103  10] ; [283  20],[104.85096154   8.14903846] ; [281.14903846  21.85096154],0
p11,1,0.482595,0.492994,[93 20] ; [240  63],[90.45432692 22.54567308] ; [242.54567308  60.45432692],0
d3,1,0.494976,0.46569,[78 35] ; [218  83],[80.79227053 32.20772947] ; [215.20772947  85.79227053],0
n1,1,0.503305,0.447962,[13 17] ; [29 28],[14.48275862 15.51724138] ; [27.51724138 29.48275862],0
n6,1,0.535139,0.384623,[98 15] ; [265  33],[99.80291971 13.19708029] ; [263.19708029  34.80291971],0
p1,1,0.592735,0.286094,[ 10 103] ; [ 32 269],[ 11.46376812 101.53623188] ; [ 30.53623188 270.46376812],0
p8,1,0.630216,0.231768,[60 51] ; [169 129],[62.14914425 48.85085575] ; [166.85085575 131.14914425],0
p3,1,0.649136,0.206991,[67 46] ; [171 130],[64.96135266 48.03864734] ; [173.03864734 127.96135266],0
a8,1,0.661579,0.191611,[16 81] ; [ 51 225],[17.42359249 79.57640751] ; [ 49.57640751 226.42359249],0
b4,1,0.683427,0.166293,[62 51] ; [173 130],[63.83413462 49.16586538] ; [171.16586538 131.83413462],0
u3,1,0.73818,0.111733,[17  8] ; [38 15],[17.62820513  7.37179487] ; [37.37179487 15.62820513],0
b2,1,0.788802,0.071753,[38 47] ; [ 89 118],[36.96917808 48.03082192] ; [ 90.03082192 116.96917808],0
b3,1,0.788802,0.071753,[38 47] ; [ 89 118],[36.96917808 48.03082192] ; [ 90.03082192 116.96917808],0
v3,1,0.844206,0.038618,[50 60] ; [135 155],[50.875 59.125] ; [134.125 155.875],0
a7,1,0.956048,0.003037,[78 35] ; [210  93],[78.23076923 34.76923077] ; [209.76923077  93.23076923],0
p5,1,0.968855,0.001524,[18 95] ; [ 47 251],[17.87104623 95.12895377] ; [ 47.12895377 250.87104623],0
