Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.927545,[58 48] ; [ 21 111],[35.18487395 70.81512605] ; [43.81512605 88.18487395],1
v1,1,1e-06,24.021718,[66 40] ; [41 93],[47.25833333 58.74166667] ; [59.74166667 74.25833333],1
a3,1,0.011648,6.363634,[59 50] ; [50 82],[49.29875519 59.70124481] ; [59.70124481 72.29875519],0
d5,1,0.025185,5.011144,[80 29] ; [80 54],[71.76954733 37.23045267] ; [88.23045267 45.76954733],0
b5,1,0.026216,4.941728,[60 49] ; [93 42],[68.34836066 40.65163934] ; [84.65163934 50.34836066],0
p11,1,0.038464,4.284395,[85 24] ; [89 46],[77.7295082 31.2704918] ; [96.2704918 38.7295082],0
r1,1,0.054382,3.700925,[79 30] ; [82 53],[71.92213115 37.07786885] ; [89.07786885 45.92213115],0
b1,1,0.070622,3.268505,[33 76] ; [56 79],[39.75819672 69.24180328] ; [49.24180328 85.75819672],0
p7,1,0.071885,3.239444,[69 34] ; [72 58],[62.3304721 40.6695279] ; [78.6695279 51.3304721],0
a4,1,0.078339,3.099022,[24 85] ; [ 18 116],[18.83950617 90.16049383] ; [ 23.16049383 110.83950617],0
d1,1,0.089179,2.889128,[41 68] ; [37 98],[34.8442623 74.1557377] ; [43.1557377 91.8442623],0
s8,1,0.092559,2.829303,[40 69] ; [36 99],[33.95081967 75.04918033] ; [42.04918033 92.95081967],0
d3,1,0.094831,2.790396,[69 40] ; [70 63],[62.60743802 46.39256198] ; [76.39256198 56.60743802],0
d4,1,0.098539,2.729038,[81 27] ; [88 47],[75.11111111 32.88888889] ; [93.88888889 41.11111111],0
p5,1,0.106776,2.601298,[15 93] ; [ 10 123],[11.2033195 96.7966805] ; [ 13.7966805 119.2033195],0
p6,1,0.124624,2.358225,[40 63] ; [39 94],[34.47881356 68.52118644] ; [44.52118644 88.47881356],0
n4,1,0.134535,2.239381,[71 37] ; [76 59],[65.33333333 42.66666667] ; [81.66666667 53.33333333],0
n6,1,0.165244,1.925571,[88 19] ; [101  34],[83.5661157 23.4338843] ; [105.4338843  29.5661157],0
n3,1,0.231231,1.433271,[23  7] ; [24 14],[20.73529412  9.26470588] ; [26.26470588 11.73529412],0
b4,1,0.245608,1.348112,[67 42] ; [73 62],[62.54098361 46.45901639] ; [77.45901639 57.54098361],0
a6,1,0.246485,1.343119,[59 50] ; [63 72],[54.5 54.5] ; [67.5 67.5],0
s6,1,0.258636,1.276041,[65 39] ; [74 60],[60.7394958 43.2605042] ; [78.2605042 55.7394958],0
u3,1,0.282793,1.153619,[25 25] ; [50 34],[27.98507463 22.01492537] ; [47.01492537 36.98507463],0
p12,1,0.283233,1.151511,[  5 101] ; [  3 132],[  3.5186722 102.4813278] ; [  4.4813278 130.5186722],0
n5,1,0.310383,1.029045,[73 34] ; [83 51],[69.26141079 37.73858921] ; [86.73858921 47.26141079],0
a7,1,0.332681,0.938435,[75 32] ; [86 48],[71.4813278 35.5186722] ; [89.5186722 44.4813278],0
s1,1,0.356767,0.84924,[  3 103] ; [  7 127],[  4.41666667 101.58333333] ; [  5.58333333 128.41666667],0
a8,1,0.381886,0.764623,[10 91] ; [ 17 107],[12.12 88.88] ; [ 14.88 109.12],0
s3,1,0.408993,0.681727,[53 54] ; [73 60],[56.175 50.825] ; [69.825 63.175],0
p10,1,0.457888,0.551052,[76 28] ; [92 42],[73.41176471 30.58823529] ; [94.58823529 39.41176471],0
n2,1,0.469182,0.523902,[19 10] ; [28 10],[20.34328358  8.65671642] ; [26.65671642 11.34328358],0
r3,1,0.489757,0.477061,[100   7] ; [122  12],[98.56431535  8.43568465] ; [123.43568465  10.56431535],0
a1,1,0.500695,0.453464,[  4 105] ; [  3 132],[  3.12704918 105.87295082] ; [  3.87295082 131.12704918],0
r2,1,0.531816,0.39092,[97 10] ; [119  16],[95.50413223 11.49586777] ; [120.49586777  14.50413223],0
n1,1,0.553755,0.350633,[ 9 21] ; [14 24],[10.14705882 19.85294118] ; [12.85294118 25.14705882],0
d2,1,0.570216,0.322321,[24 84] ; [ 26 109],[22.22222222 85.77777778] ; [ 27.77777778 107.22222222],0
b3,1,0.621659,0.243542,[16 44] ; [17 57],[14.7761194 45.2238806] ; [18.2238806 55.7761194],0
b2,1,0.621659,0.243542,[16 44] ; [17 57],[14.7761194 45.2238806] ; [18.2238806 55.7761194],0
p4,1,0.663132,0.189741,[50 56] ; [67 67],[51.675 54.325] ; [65.325 68.675],0
r4,1,0.682829,0.166959,[91 18] ; [110  25],[89.79098361 19.20901639] ; [111.20901639  23.79098361],0
u2,1,0.716424,0.131944,[27 22] ; [49 35],[28. 21.] ; [48. 36.],0
p2,1,0.726519,0.122332,[86 22] ; [105  30],[84.88888889 23.11111111] ; [106.11111111  28.88888889],0
p8,1,0.784329,0.074902,[49 58] ; [59 75],[47.95020747 59.04979253] ; [60.04979253 73.95020747],0
p3,1,0.836966,0.042344,[43 65] ; [52 83],[42.22222222 65.77777778] ; [52.77777778 82.22222222],0
s5,1,0.840808,0.040345,[26 78] ; [34 96],[26.66666667 77.33333333] ; [33.33333333 96.66666667],0
s4,1,0.868527,0.0274,[21 87] ; [ 27 106],[21.51037344 86.48962656] ; [ 26.48962656 106.51037344],0
s2,1,0.885124,0.020873,[47 61] ; [60 75],[47.55555556 60.44444444] ; [59.44444444 75.55555556],0
u1,1,0.921927,0.009605,[  3 106] ; [  4 131],[  3.12704918 105.87295082] ; [  3.87295082 131.12704918],0
s7,1,0.958577,0.002698,[38 64] ; [48 82],[37.81034483 64.18965517] ; [48.18965517 81.81034483],0
p9,1,0.966412,0.001773,[79 26] ; [99 33],[78.86075949 26.13924051] ; [99.13924051 32.86075949],0
p1,1,0.989213,0.000183,[  9 100] ; [ 11 123],[  8.97119342 100.02880658] ; [ 11.02880658 122.97119342],0
