Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-05,16.088011,[49 89] ; [25  9],[59.37209302 78.62790698] ; [14.62790698 19.37209302],1
s5,1,0.000148,14.401169,[ 26 106] ; [16 14],[34.22222222 97.77777778] ; [ 7.77777778 22.22222222],1
n4,1,0.000489,12.158549,[97 41] ; [13 21],[88.25581395 49.74418605] ; [21.74418605 12.25581395],1
s7,1,0.003032,8.787932,[43 89] ; [20 13],[50.4 81.6] ; [12.6 20.4],0
s6,1,0.00829,6.969653,[62 73] ; [23  9],[68.71257485 66.28742515] ; [16.28742515 15.71257485],0
a3,1,0.031938,4.60182,[88 49] ; [15 19],[82.52046784 54.47953216] ; [20.47953216 13.52046784],0
s3,1,0.054765,3.689236,[59 77] ; [21 13],[64. 72.] ; [16. 18.],0
s1,1,0.059883,3.540612,[  3 134] ; [ 3 31],[  4.80701754 132.19298246] ; [ 1.19298246 32.80701754],0
a6,1,0.065748,3.3861,[81 57] ; [14 20],[76.22093023 61.77906977] ; [18.77906977 15.22093023],0
u3,1,0.084871,2.969061,[20 30] ; [12  7],[23.1884058 26.8115942] ; [ 8.8115942 10.1884058],0
a4,1,0.132638,2.261351,[51 86] ; [ 8 26],[47.26900585 89.73099415] ; [11.73099415 22.26900585],0
s8,1,0.144019,2.134484,[39 99] ; [14 20],[42.52325581 95.47674419] ; [10.47674419 23.52325581],0
p4,1,0.144049,2.134163,[67 69] ; [12 22],[63.2 72.8] ; [15.8 18.2],0
p5,1,0.176369,1.827957,[ 14 122] ; [ 1 33],[ 12. 124.] ; [ 3. 31.],0
b4,1,0.177712,1.816651,[80 58] ; [24 10],[83.44186047 54.55813953] ; [20.55813953 13.44186047],0
a1,1,0.215879,1.531555,[ 13 125] ; [ 1 33],[ 11.23255814 126.76744186] ; [ 2.76744186 31.23255814],0
n5,1,0.231201,1.43346,[96 42] ; [20 14],[93.06976744 44.93023256] ; [22.93023256 11.06976744],0
a5,1,0.320813,0.98563,[78 60] ; [16 18],[75.41860465 62.58139535] ; [18.58139535 15.41860465],0
p11,1,0.337349,0.920481,[97 41] ; [21 13],[94.6744186 43.3255814] ; [23.3255814 10.6744186],0
a8,1,0.349128,0.876623,[ 10 122] ; [ 1 32],[  8.8 123.2] ; [ 2.2 30.8],0
r4,1,0.397725,0.715195,[91 47] ; [25  9],[93.06976744 44.93023256] ; [22.93023256 11.06976744],0
d3,1,0.404712,0.69428,[72 65] ; [20 13],[74.14117647 62.85882353] ; [17.85882353 15.14117647],0
n1,1,0.416872,0.659115,[15 20] ; [ 6 13],[13.61111111 21.38888889] ; [ 7.38888889 11.61111111],0
v2,1,0.416991,0.658781,[55 79] ; [11 22],[52.95808383 81.04191617] ; [13.04191617 19.95808383],0
r3,1,0.481559,0.49533,[115  23] ; [30  4],[116.3372093  21.6627907] ; [28.6627907  5.3372093],0
n2,1,0.487533,0.481967,[26 11] ; [15  4],[27.08928571  9.91071429] ; [13.91071429  5.08928571],0
u1,1,0.502956,0.448694,[  8 130] ; [ 1 33],[  7.22093023 130.77906977] ; [ 1.77906977 32.22093023],0
n6,1,0.505604,0.443155,[108  29] ; [25  9],[106.55555556  30.44444444] ; [26.44444444  7.55555556],0
b1,1,0.521874,0.410187,[57 81] ; [12 22],[55.36046512 82.63953488] ; [13.63953488 20.36046512],0
v3,1,0.538537,0.378257,[44 90] ; [ 9 24],[42.52694611 91.47305389] ; [10.47305389 22.52694611],0
d4,1,0.540299,0.374986,[94 44] ; [25  9],[95.47674419 42.52325581] ; [23.52325581 10.47674419],0
p3,1,0.557398,0.344229,[60 77] ; [13 21],[58.48538012 78.51461988] ; [14.51461988 19.48538012],0
a7,1,0.603267,0.270096,[81 57] ; [21 12],[82.31578947 55.68421053] ; [19.68421053 13.31578947],0
u2,1,0.623989,0.240301,[20 29] ; [ 9 10],[20.89705882 28.10294118] ; [ 8.10294118 10.89705882],0
