Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6e-06,20.624266,[262  63] ; [27 25],[249.13793103  75.86206897] ; [39.86206897 12.13793103],1
p9,1,2.3e-05,17.913824,[288  35] ; [35 17],[278.21066667  44.78933333] ; [44.78933333  7.21066667],1
p7,1,6.7e-05,15.895376,[251  71] ; [27 25],[239.34759358  82.65240642] ; [38.65240642 13.34759358],1
d3,1,0.000669,11.573146,[233  92] ; [25 27],[222.4137931 102.5862069] ; [35.5862069 16.4137931],1
d5,1,0.000694,11.50505,[279  45] ; [35 17],[270.57446809  53.42553191] ; [43.42553191  8.57446809],1
p10,1,0.000758,11.341333,[277  45] ; [35 17],[268.62032086  53.37967914] ; [43.37967914  8.62032086],1
p8,1,0.000831,11.171556,[209 114] ; [21 31],[198.10666667 124.89333333] ; [31.89333333 20.10666667],1
p11,1,0.000835,11.16107,[266  59] ; [32 20],[256.89655172  68.10344828] ; [41.10344828 10.89655172],1
v4,1,0.002791,8.939478,[313  12] ; [45  7],[308.62068966  16.37931034] ; [49.37931034  2.62068966],0
s1,1,0.007215,7.218737,[  5 318] ; [ 4 48],[  7.752 315.248] ; [ 1.248 50.752],0
v1,1,0.011249,6.425541,[194 124] ; [21 29],[185.78804348 132.21195652] ; [29.21195652 20.78804348],0
a2,1,0.01411,6.024272,[ 97 228] ; [ 7 45],[ 89.65517241 235.34482759] ; [14.34482759 37.65517241],0
a3,1,0.021327,5.299889,[242  81] ; [31 21],[235.144  87.856] ; [37.856 14.144],0
n2,1,0.027548,4.856138,[30 15] ; [16  1],[33.38709677 11.61290323] ; [12.61290323  4.38709677],0
a7,1,0.035275,4.431823,[239  85] ; [31 21],[232.65957447  91.34042553] ; [37.34042553 14.65957447],0
d4,1,0.047756,3.918569,[273  51] ; [38 14],[267.9893617  56.0106383] ; [43.0106383  8.9893617],0
v3,1,0.06024,3.530768,[139 176] ; [15 35],[132.90410959 182.09589041] ; [21.09589041 28.90410959],0
a6,1,0.060423,3.525726,[229  95] ; [30 22],[223.18085106 100.81914894] ; [35.81914894 16.18085106],0
d1,1,0.065474,3.393,[206 119] ; [26 26],[200. 125.] ; [32. 20.],0
r4,1,0.0684,3.321001,[300  25] ; [44  8],[296.55172414  28.44827586] ; [47.44827586  4.55172414],0
s7,1,0.077285,3.121096,[166 140] ; [19 28],[160.36827195 145.63172805] ; [24.63172805 22.36827195],0
r3,1,0.078958,3.086228,[311  13] ; [47  5],[308.4893617  15.5106383] ; [49.5106383  2.4893617],0
r1,1,0.085734,2.952712,[263  60] ; [37 15],[258.4  64.6] ; [41.6 10.4],0
n6,1,0.101982,2.674274,[277  46] ; [40 12],[273.04266667  49.95733333] ; [43.95733333  8.04266667],0
a1,1,0.102217,2.670602,[ 10 315] ; [ 4 48],[ 12.06896552 312.93103448] ; [ 1.93103448 50.06896552],0
s8,1,0.127355,2.324454,[161 162] ; [20 32],[155.90133333 167.09866667] ; [25.09866667 26.90133333],0
u1,1,0.129194,2.302159,[ 74 251] ; [ 7 45],[ 69.82758621 255.17241379] ; [11.17241379 40.82758621],0
p6,1,0.138051,2.199548,[146 174] ; [18 34],[141.07526882 178.92473118] ; [22.92473118 29.07526882],0
p12,1,0.139521,2.183237,[ 24 299] ; [ 1 51],[ 21.53333333 301.46666667] ; [ 3.46666667 48.53333333],0
u4,1,0.161746,1.957826,[  4 321] ; [ 2 50],[  5.17241379 319.82758621] ; [ 0.82758621 51.17241379],0
n4,1,0.175039,1.839249,[263  61] ; [38 14],[259.37234043  64.62765957] ; [41.62765957 10.37234043],0
r2,1,0.189786,1.719276,[310  12] ; [48  4],[308.22459893  13.77540107] ; [49.77540107  2.22459893],0
n1,1,0.213156,1.549858,[16 29] ; [9 8],[18.14516129 26.85483871] ; [ 6.85483871 10.14516129],0
s6,1,0.240478,1.37779,[223  97] ; [32 20],[219.35483871 100.64516129] ; [35.64516129 16.35483871],0
u2,1,0.253673,1.302963,[46 35] ; [ 9 12],[43.67647059 37.32352941] ; [11.32352941  9.67647059],0
s3,1,0.256802,1.285917,[188 134] ; [26 26],[184.2459893 137.7540107] ; [29.7540107 22.2459893],0
n5,1,0.265517,1.239761,[246  76] ; [36 16],[242.79144385  79.20855615] ; [39.20855615 12.79144385],0
b1,1,0.267818,1.227888,[142 183] ; [27 25],[145.68965517 179.31034483] ; [23.31034483 28.68965517],0
d2,1,0.317925,0.997464,[171 154] ; [23 28],[167.68617021 157.31382979] ; [26.31382979 24.68617021],0
a5,1,0.357681,0.846018,[256  69] ; [38 14],[253.44827586  71.55172414] ; [40.55172414 11.44827586],0
s5,1,0.360592,0.835829,[111 204] ; [14 35],[108.17307692 206.82692308] ; [16.82692308 32.17307692],0
p1,1,0.399272,0.710517,[ 26 298] ; [ 6 46],[ 27.57446809 296.42553191] ; [ 4.42553191 47.57446809],0
s2,1,0.448828,0.57361,[173 149] ; [25 27],[170.47058824 151.52941176] ; [27.52941176 24.47058824],0
s4,1,0.45081,0.568616,[ 60 262] ; [12 40],[ 61.98930481 260.01069519] ; [10.01069519 41.98930481],0
u3,1,0.47454,0.511385,[50 32] ; [11 10],[48.5631068 33.4368932] ; [12.4368932  8.5631068],0
b5,1,0.480812,0.49702,[198 127] ; [29 23],[195.68965517 129.31034483] ; [31.31034483 20.68965517],0
b2,1,0.510623,0.43279,[ 74 129] ; [14 19],[ 75.69491525 127.30508475] ; [12.30508475 20.69491525],0
b3,1,0.510623,0.43279,[ 74 129] ; [14 19],[ 75.69491525 127.30508475] ; [12.30508475 20.69491525],0
v2,1,0.585949,0.296715,[193 124] ; [29 22],[191.23369565 125.76630435] ; [30.76630435 20.23369565],0
a8,1,0.621211,0.244169,[ 37 254] ; [ 5 44],[ 35.94705882 255.05294118] ; [ 6.05294118 42.94705882],0
b4,1,0.778443,0.079157,[188 137] ; [29 23],[187.06896552 137.93103448] ; [29.93103448 22.06896552],0
a4,1,0.789288,0.071415,[156 168] ; [24 28],[155.10638298 168.89361702] ; [24.89361702 27.10638298],0
n3,1,0.841677,0.039899,[38  7] ; [14  3],[37.74193548  7.25806452] ; [14.25806452  2.74193548],0
