Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.426345,[ 3 20] ; [91 14],[16.890625  6.109375] ; [77.109375 27.890625],1
v4,1,1e-06,24.112306,[11 12] ; [95 10],[19.046875  3.953125] ; [86.953125 18.046875],1
v2,1,5.8e-05,16.183244,[ 3 20] ; [59 40],[11.68852459 11.31147541] ; [50.31147541 48.68852459],1
r1,1,0.000166,14.183351,[ 8 15] ; [79 26],[15.6328125  7.3671875] ; [71.3671875 33.6328125],1
s6,1,0.000306,13.030815,[ 5 18] ; [65 38],[12.77777778 10.22222222] ; [57.22222222 45.77777778],1
p9,1,0.00045,12.31093,[ 6 15] ; [72 32],[13.104  7.896] ; [64.896 39.104],1
p10,1,0.000543,11.961638,[ 6 17] ; [68 36],[13.4015748  9.5984252] ; [60.5984252 43.4015748],1
p11,1,0.001176,10.527804,[ 5 18] ; [62 43],[12.0390625 10.9609375] ; [54.9609375 50.0390625],0
n6,1,0.001676,9.874608,[ 9 13] ; [78 26],[15.19047619  6.80952381] ; [71.80952381 32.19047619],0
s2,1,0.005574,7.683147,[ 4 19] ; [51 53],[ 9.96062992 13.03937008] ; [45.03937008 58.96062992],0
s8,1,0.006213,7.487604,[ 3 20] ; [45 58],[ 8.76190476 14.23809524] ; [39.23809524 63.76190476],0
r2,1,0.008453,6.934955,[16  6] ; [95  8],[19.536  2.464] ; [91.464 11.536],0
n3,1,0.010155,6.607566,[3 8] ; [28 12],[6.68627451 4.31372549] ; [24.31372549 15.68627451],0
s7,1,0.010709,6.513036,[ 4 17] ; [49 50],[ 9.275 11.725] ; [43.725 55.275],0
n2,1,0.020073,5.405522,[5 7] ; [33 10],[8.29090909 3.70909091] ; [29.70909091 13.29090909],0
s5,1,0.030747,4.667057,[ 3 20] ; [36 63],[ 7.35245902 15.64754098] ; [31.64754098 67.35245902],0
s1,1,0.031904,4.603658,[ 4 19] ; [  5 100],[ 1.6171875 21.3828125] ; [ 7.3828125 97.6171875],0
u1,1,0.035628,4.414841,[ 1 22] ; [25 80],[ 4.671875 18.328125] ; [21.328125 83.671875],0
b1,1,0.046646,3.958122,[16  7] ; [49 56],[11.6796875 11.3203125] ; [53.3203125 51.6796875],0
p3,1,0.051123,3.804227,[ 4 19] ; [40 63],[ 8.03174603 14.96825397] ; [35.96825397 67.03174603],0
d4,1,0.063684,3.438744,[15  8] ; [85 18],[18.25396825  4.74603175] ; [81.74603175 21.25396825],0
a1,1,0.066869,3.358259,[ 5 18] ; [ 9 96],[ 2.515625 20.484375] ; [11.484375 93.515625],0
a3,1,0.09123,2.852529,[20  2] ; [78 27],[16.97637795  5.02362205] ; [81.02362205 23.97637795],0
b5,1,0.097962,2.738405,[ 9 14] ; [61 44],[12.578125 10.421875] ; [57.421875 47.578125],0
s3,1,0.130014,2.292332,[ 7 15] ; [52 53],[10.22047244 11.77952756] ; [48.77952756 56.22047244],0
p5,1,0.132261,2.265763,[ 4 18] ; [ 8 95],[ 2.112 19.888] ; [ 9.888 93.112],0
p6,1,0.142996,2.145421,[ 2 21] ; [23 81],[ 4.52755906 18.47244094] ; [20.47244094 83.52755906],0
s4,1,0.162006,1.955404,[ 2 21] ; [22 81],[ 4.38095238 18.61904762] ; [19.61904762 83.38095238],0
p4,1,0.165785,1.920648,[ 5 18] ; [38 65],[ 7.84920635 15.15079365] ; [35.15079365 67.84920635],0
n5,1,0.277254,1.180501,[18  5] ; [70 35],[15.8125  7.1875] ; [72.1875 32.8125],0
d1,1,0.298442,1.081141,[12 11] ; [67 38],[14.1953125  8.8046875] ; [64.8046875 40.1953125],0
n1,1,0.301795,1.066247,[7 5] ; [17 24],[5.43396226 6.56603774] ; [18.56603774 22.43396226],0
v1,1,0.323598,0.974349,[ 7 16] ; [42 59],[ 9.08870968 13.91129032] ; [39.91129032 61.08870968],0
a4,1,0.338354,0.916658,[15  7] ; [60 45],[12.99212598  9.00787402] ; [62.00787402 42.99212598],0
p7,1,0.403171,0.698848,[ 5 17] ; [33 71],[ 6.63492063 15.36507937] ; [31.36507937 72.63492063],0
v3,1,0.469443,0.523287,[ 7 16] ; [37 59],[ 8.50420168 14.49579832] ; [35.49579832 60.50420168],0
n4,1,0.499943,0.455057,[17  6] ; [70 35],[15.6328125  7.3671875] ; [71.3671875 33.6328125],0
d5,1,0.547044,0.362639,[17  6] ; [82 21],[18.07142857  4.92857143] ; [80.92857143 22.07142857],0
a7,1,0.596,0.281072,[14  9] ; [70 35],[15.09375  7.90625] ; [68.90625 36.09375],0
a8,1,0.642419,0.215593,[ 2 21] ; [12 87],[ 2.63934426 20.36065574] ; [11.36065574 87.63934426],0
b4,1,0.663506,0.189293,[12 11] ; [60 45],[12.9375 10.0625] ; [59.0625 45.9375],0
d3,1,0.680682,0.169359,[13 10] ; [63 40],[13.87301587  9.12698413] ; [62.12698413 40.87301587],0
b2,1,0.68386,0.165813,[ 6 10] ; [31 41],[6.72727273 9.27272727] ; [30.27272727 41.72727273],0
b3,1,0.68386,0.165813,[ 6 10] ; [31 41],[6.72727273 9.27272727] ; [30.27272727 41.72727273],0
a6,1,0.702613,0.145768,[17  6] ; [72 31],[16.24603175  6.75396825] ; [72.75396825 30.24603175],0
p1,1,0.720874,0.127657,[ 3 20] ; [11 94],[ 2.515625 20.484375] ; [11.484375 93.515625],0
p8,1,0.769192,0.086103,[ 5 17] ; [27 78],[ 5.54330709 16.45669291] ; [26.45669291 78.54330709],0
a2,1,0.810313,0.057611,[ 6 17] ; [30 75],[ 6.46875 16.53125] ; [29.53125 75.46875],0
d2,1,0.882855,0.021712,[13  9] ; [62 40],[13.30645161  8.69354839] ; [61.69354839 40.30645161],0
