Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.4e-05,18.935795,[27  9] ; [13 35],[17.14285714 18.85714286] ; [22.85714286 25.14285714],1
s7,1,0.001094,10.660716,[21 12] ; [12 33],[13.96153846 19.03846154] ; [19.03846154 25.96153846],0
s6,1,0.002157,9.411111,[32  4] ; [28 20],[25.71428571 10.28571429] ; [34.28571429 13.71428571],0
p1,1,0.0048,7.953281,[ 9 26] ; [ 2 45],[ 4.69512195 30.30487805] ; [ 6.30487805 40.69512195],0
s3,1,0.004887,7.920827,[25 11] ; [18 29],[18.65060241 17.34939759] ; [24.34939759 22.65060241],0
p9,1,0.021678,5.271426,[32  3] ; [34 14],[27.8313253  7.1686747] ; [38.1686747  9.8313253],0
d1,1,0.04376,4.065797,[23 13] ; [20 28],[18.42857143 17.57142857] ; [24.57142857 23.42857143],0
s5,1,0.086386,2.940469,[17 17] ; [15 33],[13.26829268 20.73170732] ; [18.73170732 29.26829268],0
d2,1,0.089681,2.880097,[17 19] ; [14 34],[13.28571429 22.71428571] ; [17.71428571 30.28571429],0
r2,1,0.110612,2.545455,[35  1] ; [42  6],[33.  3.] ; [44.  4.],0
v4,1,0.110612,2.545455,[35  1] ; [42  6],[33.  3.] ; [44.  4.],0
b3,1,0.111363,2.534768,[ 9 12] ; [ 5 19],[ 6.53333333 14.46666667] ; [ 7.46666667 16.53333333],0
b2,1,0.111363,2.534768,[ 9 12] ; [ 5 19],[ 6.53333333 14.46666667] ; [ 7.46666667 16.53333333],0
p10,1,0.126051,2.340481,[28  7] ; [31 17],[24.87951807 10.12048193] ; [34.12048193 13.87951807],0
b5,1,0.12663,2.333333,[24 12] ; [24 24],[20.57142857 15.42857143] ; [27.42857143 20.57142857],0
u1,1,0.12663,2.333333,[ 6 30] ; [ 3 45],[ 3.85714286 32.14285714] ; [ 5.14285714 42.85714286],0
p6,1,0.146764,2.10557,[16 20] ; [13 32],[12.88888889 23.11111111] ; [16.11111111 28.88888889],0
p2,1,0.149174,2.080675,[32  4] ; [36 11],[29.4939759  6.5060241] ; [38.5060241  8.4939759],0
n5,1,0.181026,1.789179,[15 21] ; [13 34],[12.14457831 23.85542169] ; [15.85542169 31.14457831],0
a6,1,0.217827,1.51863,[25 11] ; [27 21],[22.28571429 13.71428571] ; [29.71428571 18.28571429],0
a7,1,0.223284,1.483138,[29  7] ; [33 15],[26.57142857  9.42857143] ; [35.42857143 12.57142857],0
v3,1,0.274393,1.194653,[11 22] ; [10 35],[ 8.88461538 24.11538462] ; [12.11538462 32.88461538],0
a1,1,0.286886,1.134177,[ 1 35] ; [ 4 44],[ 2.14285714 33.85714286] ; [ 2.85714286 45.14285714],0
n6,1,0.302611,1.062652,[21 14] ; [34 14],[23.19277108 11.80722892] ; [31.80722892 16.19277108],0
p11,1,0.306793,1.04443,[27  9] ; [31 17],[24.85714286 11.14285714] ; [33.14285714 14.85714286],0
r4,1,0.33809,0.91766,[32  4] ; [39  9],[30.42857143  5.57142857] ; [40.57142857  7.42857143],0
d3,1,0.349575,0.875,[26 10] ; [30 18],[24. 12.] ; [32. 16.],0
v2,1,0.357168,0.847826,[18 14] ; [21 25],[16. 16.] ; [23. 23.],0
p4,1,0.358485,0.843193,[28  8] ; [33 15],[26.14285714  9.85714286] ; [34.85714286 13.14285714],0
n2,1,0.374857,0.7875,[6 3] ; [10  2],[6.85714286 2.14285714] ; [9.14285714 2.85714286],0
a2,1,0.383831,0.758397,[ 7 29] ; [ 6 42],[ 5.57142857 30.42857143] ; [ 7.42857143 40.57142857],0
a5,1,0.408422,0.68339,[27  9] ; [32 16],[25.28571429 10.71428571] ; [33.71428571 14.28571429],0
b4,1,0.436385,0.605769,[24 12] ; [28 20],[22.28571429 13.71428571] ; [29.71428571 18.28571429],0
a3,1,0.5569,0.3451,[24 12] ; [29 19],[22.71428571 13.28571429] ; [30.28571429 17.71428571],0
n1,1,0.576999,0.311111,[2 7] ; [4 8],[2.57142857 6.42857143] ; [3.42857143 8.57142857],0
s4,1,0.61063,0.259259,[10 26] ; [11 37],[ 9. 27.] ; [12. 36.],0
b1,1,0.654721,0.2,[14 22] ; [21 27],[15. 21.] ; [20. 28.],0
p5,1,0.667779,0.184211,[ 4 32] ; [ 4 44],[ 3.42857143 32.57142857] ; [ 4.57142857 43.42857143],0
u3,1,0.675014,0.175793,[8 4] ; [14  5],[8.51612903 3.48387097] ; [13.48387097  5.51612903],0
p8,1,0.698791,0.149733,[21 15] ; [30 18],[21.85714286 14.14285714] ; [29.14285714 18.85714286],0
p12,1,0.713694,0.134615,[ 3 33] ; [ 3 45],[ 2.57142857 33.42857143] ; [ 3.42857143 44.57142857],0
r1,1,0.736827,0.112935,[25 11] ; [31 16],[24.28915663 11.71084337] ; [31.71084337 15.28915663],0
d5,1,0.76738,0.0875,[28  8] ; [36 12],[27.42857143  8.57142857] ; [36.57142857 11.42857143],0
a4,1,0.787339,0.072775,[11 25] ; [16 32],[11.57142857 24.42857143] ; [15.42857143 32.57142857],0
p7,1,0.821649,0.050816,[27  8] ; [36 12],[26.56626506  8.43373494] ; [36.43373494 11.56626506],0
s1,1,0.836323,0.042683,[ 1 35] ; [ 1 47],[ 0.85714286 35.14285714] ; [ 1.14285714 46.85714286],0
d4,1,0.875411,0.024583,[29  7] ; [38 10],[28.71428571  7.28571429] ; [38.28571429  9.71428571],0
u2,1,0.979092,0.000687,[7 4] ; [12  7],[6.96666667 4.03333333] ; [12.03333333  6.96666667],0
n3,1,1.0,0.0,[6 3] ; [8 4],[6. 3.] ; [8. 4.],0
v1,1,1.0,0.0,[17 17] ; [23 23],[17. 17.] ; [23. 23.],0
