Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.524342,[36 51] ; [191  53],[59.66465257 27.33534743] ; [167.33534743  76.66465257],1
d3,1,0.0,32.699778,[38 49] ; [187  56],[59.31818182 27.68181818] ; [165.68181818  77.31818182],1
r3,1,0.000133,14.592828,[74 13] ; [235   8],[81.46363636  5.53636364] ; [227.53636364  15.46363636],1
r4,1,0.000316,12.973825,[66 21] ; [222  22],[75.6978852 11.3021148] ; [212.3021148  31.6978852],1
b5,1,0.00106,10.720309,[42 45] ; [166  78],[54.67069486 32.32930514] ; [153.32930514  90.67069486],0
a2,1,0.001221,10.458039,[ 7 80] ; [ 59 185],[17.34743202 69.65256798] ; [ 48.65256798 195.34743202],0
r2,1,0.004677,8.000403,[69 16] ; [224  19],[75.92987805  9.07012195] ; [217.07012195  25.92987805],0
u1,1,0.006914,7.295195,[ 5 82] ; [ 43 201],[12.6163142 74.3836858] ; [ 35.3836858 208.6163142],0
u3,1,0.011645,6.364143,[ 9 22] ; [43 34],[14.92592593 16.07407407] ; [37.07407407 39.92592593],0
s1,1,0.027129,4.882551,[ 3 84] ; [  1 240],[ 1.06097561 85.93902439] ; [  2.93902439 238.06097561],0
b1,1,0.028,4.828045,[40 47] ; [ 80 164],[31.5407855 55.4592145] ; [ 88.4592145 155.5407855],0
r1,1,0.038788,4.270131,[60 27] ; [194  49],[66.96363636 20.03636364] ; [187.03636364  55.96363636],0
d5,1,0.043462,4.077328,[65 22] ; [206  38],[71.22960725 15.77039275] ; [199.77039275  44.22960725],0
p4,1,0.047813,3.916538,[44 43] ; [153  91],[51.77945619 35.22054381] ; [145.22054381  98.77945619],0
d4,1,0.071444,3.249523,[63 24] ; [199  45],[68.86404834 18.13595166] ; [193.13595166  50.86404834],0
a8,1,0.087682,2.916422,[ 6 74] ; [ 32 181],[10.37542662 69.62457338] ; [ 27.62457338 185.37542662],0
n5,1,0.100773,2.693268,[68 19] ; [166  75],[62.06707317 24.93292683] ; [171.93292683  69.06707317],0
v4,1,0.103738,2.647109,[80  7] ; [235   9],[82.79456193  4.20543807] ; [232.20543807  11.79456193],0
n2,1,0.117262,2.453512,[16 13] ; [39 15],[19.21686747  9.78313253] ; [35.78313253 18.21686747],0
d1,1,0.133572,2.250491,[40 47] ; [135 109],[45.99697885 41.00302115] ; [129.00302115 114.99697885],0
p8,1,0.151763,2.054436,[42 44] ; [137 100],[47.65944272 38.34055728] ; [131.34055728 105.65944272],0
s5,1,0.158226,1.991099,[24 62] ; [ 49 190],[19.31692308 66.68307692] ; [ 53.68307692 185.31692308],0
v1,1,0.184663,1.759692,[43 43] ; [141 101],[48.24390244 37.75609756] ; [135.75609756 106.24390244],0
p6,1,0.243941,1.357672,[26 60] ; [ 89 150],[30.43076923 55.56923077] ; [ 84.56923077 154.43076923],0
p7,1,0.248447,1.332013,[52 35] ; [160  80],[56.40366972 30.59633028] ; [155.59633028  84.40366972],0
a5,1,0.253648,1.303098,[59 28] ; [181  63],[63.081571 23.918429] ; [176.918429  67.081571],0
n3,1,0.264574,1.244665,[17 11] ; [40 15],[19.22891566  8.77108434] ; [37.77108434 17.22891566],0
p10,1,0.267186,1.231135,[66 20] ; [199  43],[69.48170732 16.51829268] ; [195.51829268  46.48170732],0
p3,1,0.280773,1.163345,[38 49] ; [123 121],[42.31722054 44.68277946] ; [118.68277946 125.31722054],0
a1,1,0.317018,1.001211,[ 4 83] ; [  6 238],[ 2.62839879 84.37160121] ; [  7.37160121 236.62839879],0
p11,1,0.359452,0.839805,[67 20] ; [199  45],[69.91540785 17.08459215] ; [196.08459215  47.91540785],0
