Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,85.392264,[54 76] ; [196  27],[92.06798867 37.93201133] ; [157.93201133  65.06798867],1
n6,1,0.0,44.710492,[78 52] ; [200  22],[102.67045455  27.32954545] ; [175.32954545  46.67045455],1
a8,1,0.001926,9.618671,[  5 118] ; [ 31 174],[ 13.5 109.5] ; [ 22.5 182.5],0
p11,1,0.003396,8.581604,[80 50] ; [170  53],[92.06798867 37.93201133] ; [157.93201133  65.06798867],0
a4,1,0.00392,8.320405,[45 85] ; [112 110],[57.98295455 72.01704545] ; [ 99.01704545 122.98295455],0
s7,1,0.005632,7.664552,[41 82] ; [105 110],[53.13017751 69.86982249] ; [ 92.86982249 122.13017751],0
s8,1,0.00813,7.004705,[34 96] ; [ 89 133],[45.42613636 84.57386364] ; [ 77.57386364 144.42613636],0
a2,1,0.009889,6.654747,[ 20 110] ; [ 61 162],[ 29.83002833 100.16997167] ; [ 51.16997167 171.83002833],0
p9,1,0.013305,6.128056,[88 41] ; [176  44],[97.58166189 31.41833811] ; [166.41833811  53.58166189],0
p10,1,0.020473,5.371095,[86 44] ; [172  50],[95.28409091 34.71590909] ; [162.71590909  59.28409091],0
s2,1,0.024074,5.089299,[48 82] ; [109 112],[58.14814815 71.85185185] ; [ 98.85185185 122.14814815],0
s6,1,0.02481,5.037089,[67 63] ; [139  79],[76.95402299 53.04597701] ; [129.04597701  88.95402299],0
b3,1,0.025033,5.021617,[18 56] ; [51 77],[25.27722772 48.72277228] ; [43.72277228 84.27722772],0
b2,1,0.025033,5.021617,[18 56] ; [51 77],[25.27722772 48.72277228] ; [43.72277228 84.27722772],0
s3,1,0.028354,4.806394,[58 70] ; [127  94],[67.85100287 60.14899713] ; [117.14899713 103.85100287],0
p4,1,0.028748,4.782652,[55 74] ; [121 100],[64.86857143 64.13142857] ; [111.13142857 109.86857143],0
a5,1,0.031577,4.621326,[84 46] ; [168  55],[92.80453258 37.19546742] ; [159.19546742  63.80453258],0
p1,1,0.034475,4.471015,[  4 125] ; [ 20 202],[  8.82051282 120.17948718] ; [ 15.17948718 206.82051282],0
n1,1,0.039628,4.233734,[10 34] ; [26 36],[14.94339623 29.05660377] ; [21.05660377 40.94339623],0
u1,1,0.05824,3.586817,[ 15 115] ; [ 43 180],[ 21.35977337 108.64022663] ; [ 36.64022663 186.35977337],0
n2,1,0.058903,3.568004,[25 18] ; [49 16],[29.46296296 13.53703704] ; [44.53703704 20.46296296],0
p2,1,0.106881,2.599737,[90 40] ; [171  51],[96.39204545 33.60795455] ; [164.60795455  57.39204545],0
s4,1,0.108337,2.578316,[31 99] ; [ 37 183],[ 25.25714286 104.74285714] ; [ 42.74285714 177.25714286],0
p8,1,0.115533,2.476861,[48 80] ; [102 119],[55.01432665 72.98567335] ; [ 94.98567335 126.01432665],0
p3,1,0.118641,2.43517,[45 85] ; [ 96 127],[51.92634561 78.07365439] ; [ 89.07365439 133.92634561],0
