Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,7e-06,20.15374,[14 22] ; [123  37],[25.16326531 10.83673469] ; [111.83673469  48.16326531],1
p8,1,0.000122,14.755139,[14 21] ; [117  42],[23.63402062 11.36597938] ; [107.36597938  51.63402062],1
p2,1,0.000249,13.42237,[26 10] ; [149  11],[32.14285714  3.85714286] ; [142.85714286  17.14285714],1
p7,1,0.002079,9.4785,[22 11] ; [140  19],[27.84375  5.15625] ; [134.15625  24.84375],0
n6,1,0.006505,7.404845,[29  7] ; [150   9],[33.04615385  2.95384615] ; [145.95384615  13.04615385],0
d3,1,0.010587,6.533333,[21 15] ; [126  34],[27.  9.] ; [120.  40.],0
d5,1,0.0157,5.836197,[25 11] ; [137  22],[29.90769231  6.09230769] ; [132.09230769  26.90769231],0
d1,1,0.017555,5.640035,[18 18] ; [113  47],[24.06122449 11.93877551] ; [106.93877551  53.06122449],0
p5,1,0.020921,5.333392,[ 3 33] ; [ 42 118],[ 8.26530612 27.73469388] ; [ 36.73469388 123.26530612],0
b5,1,0.023415,5.137452,[27  9] ; [87 73],[20.93877551 15.06122449] ; [93.06122449 66.93877551],0
a4,1,0.024104,5.087153,[13 23] ; [91 69],[19.10204082 16.89795918] ; [84.89795918 75.10204082],0
n5,1,0.041411,4.159137,[26 10] ; [137  22],[30.09230769  5.90769231] ; [132.90769231  26.09230769],0
p11,1,0.042658,4.108906,[24 12] ; [131  29],[28.46938776  7.53061224] ; [126.53061224  33.46938776],0
a5,1,0.076267,3.142715,[25 11] ; [132  28],[28.83673469  7.16326531] ; [128.16326531  31.83673469],0
p12,1,0.107388,2.592245,[ 2 33] ; [ 26 134],[ 5.02564103 29.97435897] ; [ 22.97435897 137.02564103],0
a7,1,0.111201,2.537071,[21 15] ; [115  45],[24.97959184 11.02040816] ; [111.02040816  48.97959184],0
d2,1,0.140777,2.169449,[17 19] ; [97 63],[20.93877551 15.06122449] ; [93.06122449 66.93877551],0
a2,1,0.158768,1.98592,[ 7 29] ; [ 50 110],[10.46938776 25.53061224] ; [ 46.53061224 113.46938776],0
r1,1,0.179535,1.801471,[27  9] ; [135  25],[29.75510204  6.24489796] ; [132.24489796  27.75510204],0
v1,1,0.189977,1.717799,[19 16] ; [105  54],[22.37113402 12.62886598] ; [101.62886598  57.37113402],0
n1,1,0.198959,1.65,[6 2] ; [18 18],[4.36363636 3.63636364] ; [19.63636364 16.36363636],0
r3,1,0.235197,1.40915,[33  3] ; [154   6],[34.34693878  1.65306122] ; [152.65306122   7.34693878],0
b4,1,0.251549,1.314679,[16 20] ; [88 72],[19.10204082 16.89795918] ; [84.89795918 75.10204082],0
n2,1,0.299637,1.07581,[7 1] ; [25 11],[5.81818182 2.18181818] ; [26.18181818  9.81818182],0
s6,1,0.31288,1.018477,[28  8] ; [133  24],[30.03108808  5.96891192] ; [130.96891192  26.03108808],0
r4,1,0.387688,0.74618,[32  4] ; [149  11],[33.24489796  2.75510204] ; [147.75510204  12.24489796],0
s1,1,0.432383,0.616413,[ 3 33] ; [  8 152],[ 2.02040816 33.97959184] ; [  8.97959184 151.02040816],0
p1,1,0.454659,0.55901,[ 7 29] ; [ 23 136],[ 5.53846154 30.46153846] ; [ 24.46153846 134.53846154],0
u1,1,0.471262,0.519015,[ 8 28] ; [ 45 115],[ 9.73469388 26.26530612] ; [ 43.26530612 116.73469388],0
s3,1,0.512835,0.428279,[27  8] ; [114  45],[25.43814433  9.56185567] ; [115.56185567  43.43814433],0
a1,1,0.527081,0.400015,[ 2 34] ; [ 14 146],[ 2.93877551 33.06122449] ; [ 13.06122449 146.93877551],0
s2,1,0.528248,0.39776,[29  7] ; [121  39],[27.55102041  8.44897959] ; [122.44897959  37.55102041],0
a8,1,0.530644,0.393159,[ 4 28] ; [ 25 122],[ 5.18435754 26.81564246] ; [ 23.81564246 123.18435754],0
d4,1,0.587391,0.294437,[30  6] ; [138  21],[31.01538462  4.98461538] ; [136.98461538  22.01538462],0
v2,1,0.622082,0.242952,[20 15] ; [98 61],[21.28865979 13.71134021] ; [96.71134021 62.28865979],0
a6,1,0.63701,0.222674,[24 11] ; [103  57],[22.79487179 12.20512821] ; [104.20512821  55.79487179],0
b2,1,0.66179,0.191357,[12 15] ; [56 58],[13.0212766 13.9787234] ; [54.9787234 59.0212766],0
b3,1,0.66179,0.191357,[12 15] ; [56 58],[13.0212766 13.9787234] ; [54.9787234 59.0212766],0
p9,1,0.724716,0.124019,[32  3] ; [149  11],[32.48717949  2.51282051] ; [148.51282051  11.48717949],0
a3,1,0.739225,0.110809,[28  7] ; [131  28],[28.68556701  6.31443299] ; [130.31443299  28.68556701],0
s5,1,0.742216,0.108188,[17 16] ; [82 68],[17.85245902 15.14754098] ; [81.14754098 68.85245902],0
n3,1,0.755399,0.09705,[6 2] ; [25 11],[5.63636364 2.36363636] ; [25.36363636 10.63636364],0
p10,1,0.774695,0.081933,[30  5] ; [140  20],[30.51282051  4.48717949] ; [139.48717949  20.51282051],0
s4,1,0.775274,0.081501,[ 8 27] ; [ 40 119],[ 8.65979381 26.34020619] ; [ 39.34020619 119.65979381],0
s8,1,0.817915,0.053005,[27  9] ; [117  43],[26.44897959  9.55102041] ; [117.55102041  42.44897959],0
n4,1,0.821432,0.050942,[31  5] ; [140  20],[31.40816327  4.59183673] ; [139.59183673  20.40816327],0
u2,1,0.884061,0.021264,[6 2] ; [21  8],[5.83783784 2.16216216] ; [21.16216216  7.83783784],0
b1,1,0.90853,0.0132,[15 21] ; [65 95],[14.69387755 21.30612245] ; [65.30612245 94.69387755],0
v4,1,0.923912,0.009122,[35  1] ; [156   4],[35.08163265  0.91836735] ; [155.91836735   4.08163265],0
v3,1,0.981535,0.000536,[17 19] ; [74 82],[17.0625 18.9375] ; [73.9375 82.0625],0
