Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.46784,[99 21] ; [ 4 21],[85.24137931 34.75862069] ; [17.75862069  7.24137931],1
r3,1,0.0,30.208333,[106  14] ; [10 15],[96. 24.] ; [20.  5.],1
r2,1,1.6e-05,18.580645,[110  10] ; [14 10],[103.33333333  16.66666667] ; [20.66666667  3.33333333],1
p2,1,1.9e-05,18.316356,[83 36] ; [ 6 19],[73.54861111 45.45138889] ; [15.45138889  9.54861111],1
p9,1,5.3e-05,16.348364,[84 32] ; [ 7 17],[75.4 40.6] ; [15.6  8.4],1
p7,1,0.000496,12.129658,[59 59] ; [ 3 22],[51.16083916 66.83916084] ; [10.83916084 14.16083916],1
p11,1,0.000579,11.841667,[90 30] ; [10 15],[82.75862069 37.24137931] ; [17.24137931  7.75862069],1
n2,1,0.000766,11.322208,[36  9] ; [ 5 10],[30.75 14.25] ; [10.25  4.75],1
s6,1,0.000892,11.038663,[63 54] ; [ 4 20],[55.59574468 61.40425532] ; [11.40425532 12.59574468],1
a5,1,0.001245,10.422116,[80 40] ; [ 8 17],[72.82758621 47.17241379] ; [15.17241379  9.82758621],0
r1,1,0.001261,10.398263,[84 36] ; [ 9 16],[76.96551724 43.03448276] ; [16.03448276  8.96551724],0
n6,1,0.003092,8.752476,[94 25] ; [12 12],[88.20979021 30.79020979] ; [17.79020979  6.20979021],0
p10,1,0.004756,7.969905,[76 42] ; [ 8 16],[69.8028169 48.1971831] ; [14.1971831  9.8028169],0
p8,1,0.007244,7.211399,[35 83] ; [ 1 24],[29.70629371 88.29370629] ; [ 6.29370629 18.70629371],0
u2,1,0.013818,6.061224,[20 22] ; [ 1 11],[16.33333333 25.66666667] ; [4.66666667 7.33333333],0
s8,1,0.022356,5.217882,[42 77] ; [ 3 22],[37.1875 81.8125] ; [ 7.8125 17.1875],0
v1,1,0.026174,4.944493,[57 61] ; [ 6 19],[51.98601399 66.01398601] ; [11.01398601 13.98601399],0
a6,1,0.03716,4.34305,[56 64] ; [ 6 19],[51.31034483 68.68965517] ; [10.68965517 14.31034483],0
v2,1,0.039062,4.258178,[50 65] ; [ 5 19],[45.50359712 69.49640288] ; [ 9.49640288 14.50359712],0
p1,1,0.048318,3.898889,[  6 114] ; [ 4 21],[  8.27586207 111.72413793] ; [ 1.72413793 23.27586207],0
s2,1,0.051825,3.781423,[48 70] ; [ 5 20],[43.73426573 74.26573427] ; [ 9.26573427 15.73426573],0
d5,1,0.072645,3.222222,[76 44] ; [11 14],[72. 48.] ; [15. 10.],0
s5,1,0.076368,3.140547,[35 81] ; [ 3 21],[31.48571429 84.51428571] ; [ 6.51428571 17.48571429],0
n3,1,0.088957,2.893152,[30 14] ; [6 8],[27.31034483 16.68965517] ; [8.68965517 5.31034483],0
b5,1,0.114823,2.486555,[64 56] ; [ 9 16],[60.4137931 59.5862069] ; [12.5862069 12.4137931],0
s1,1,0.121759,2.394543,[  5 114] ; [ 3 22],[  6.61111111 112.38888889] ; [ 1.38888889 23.61111111],0
v3,1,0.138414,2.1955,[35 79] ; [ 4 21],[31.98561151 82.01438849] ; [ 7.01438849 17.98561151],0
s3,1,0.14567,2.117022,[59 60] ; [ 8 16],[55.75524476 63.24475524] ; [11.24475524 12.75524476],0
b1,1,0.148973,2.082737,[53 67] ; [15 10],[56.27586207 63.72413793] ; [11.72413793 13.27586207],0
p6,1,0.161056,1.964278,[24 93] ; [ 2 22],[21.57446809 95.42553191] ; [ 4.42553191 19.57446809],0
a3,1,0.201713,1.629928,[78 41] ; [13 12],[75.20138889 43.79861111] ; [15.79861111  9.20138889],0
u3,1,0.21023,1.569839,[15 27] ; [ 2 10],[13.22222222 28.77777778] ; [3.77777778 8.22222222],0
p3,1,0.252958,1.306891,[32 87] ; [ 4 21],[29.75 89.25] ; [ 6.25 18.75],0
b2,1,0.259925,1.269156,[29 42] ; [11  9],[31.20879121 39.79120879] ; [ 8.79120879 11.20879121],0
b3,1,0.259925,1.269156,[29 42] ; [11  9],[31.20879121 39.79120879] ; [ 8.79120879 11.20879121],0
n1,1,0.353391,0.861244,[15 30] ; [7 8],[16.5 28.5] ; [5.5 9.5],0
d3,1,0.361669,0.832089,[40 80] ; [ 6 19],[38.06896552 81.93103448] ; [ 7.93103448 17.06896552],0
b4,1,0.384173,0.757306,[69 51] ; [12 13],[67.03448276 52.96551724] ; [13.96551724 11.03448276],0
a2,1,0.393671,0.727574,[ 11 109] ; [ 1 24],[  9.93103448 110.06896552] ; [ 2.06896552 22.93103448],0
n4,1,0.433774,0.612699,[81 38] ; [19  6],[82.63888889 36.36111111] ; [17.36111111  7.63888889],0
a1,1,0.457532,0.551927,[  9 111] ; [ 3 22],[  9.93103448 110.06896552] ; [ 2.06896552 22.93103448],0
s7,1,0.475116,0.510053,[42 72] ; [ 7 17],[40.47826087 73.52173913] ; [ 8.52173913 15.47826087],0
d1,1,0.63535,0.224876,[42 78] ; [10 15],[43.03448276 76.96551724] ; [ 8.96551724 16.03448276],0
