Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.521357,[ 3 32] ; [22 12],[12.68115942 22.31884058] ; [12.31884058 21.68115942],1
n6,1,0.000975,10.87366,[21 14] ; [31  2],[26.76470588  8.23529412] ; [25.23529412  7.76470588],1
s2,1,0.005665,7.653782,[11 24] ; [22 12],[16.73913043 18.26086957] ; [16.26086957 17.73913043],0
p4,1,0.006405,7.432701,[15 19] ; [26  8],[20.5 13.5] ; [20.5 13.5],0
p6,1,0.01073,6.509523,[ 9 26] ; [19 15],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
p9,1,0.011162,6.439394,[17 17] ; [27  7],[22. 12.] ; [22. 12.],0
u1,1,0.018537,5.544666,[ 2 33] ; [ 9 25],[ 5.57971014 29.42028986] ; [ 5.42028986 28.57971014],0
p1,1,0.01888,5.512612,[ 1 34] ; [ 7 26],[ 4.11764706 30.88235294] ; [ 3.88235294 29.11764706],0
b1,1,0.021575,5.27972,[10 25] ; [19 15],[14.71014493 20.28985507] ; [14.28985507 19.71014493],0
s6,1,0.022819,5.182263,[18 17] ; [25  7],[22.46268657 12.53731343] ; [20.53731343 11.46268657],0
n5,1,0.030497,4.681036,[18 17] ; [26  8],[22.31884058 12.68115942] ; [21.68115942 12.31884058],0
r1,1,0.040634,4.191195,[23 11] ; [30  4],[26.5  7.5] ; [26.5  7.5],0
d3,1,0.04075,4.186387,[21 14] ; [28  6],[24.85507246 10.14492754] ; [24.14492754  9.85507246],0
v1,1,0.040831,4.183025,[13 22] ; [21 13],[17.24637681 17.75362319] ; [16.75362319 17.24637681],0
s5,1,0.048337,3.898224,[ 6 28] ; [13 20],[ 9.64179104 24.35820896] ; [ 9.35820896 23.64179104],0
n4,1,0.053066,3.741849,[19 16] ; [26  8],[22.82608696 12.17391304] ; [22.17391304 11.82608696],0
a3,1,0.056321,3.642546,[17 17] ; [24  9],[20.80597015 13.19402985] ; [20.19402985 12.80597015],0
p10,1,0.062602,3.467072,[17 18] ; [24 10],[20.79710145 14.20289855] ; [20.20289855 13.79710145],0
d1,1,0.066154,3.37596,[16 19] ; [23 11],[19.7826087 15.2173913] ; [19.2173913 14.7826087],0
a4,1,0.082756,3.009937,[10 24] ; [17 17],[13.5 20.5] ; [13.5 20.5],0
s3,1,0.088307,2.904969,[15 19] ; [22 12],[18.5 15.5] ; [18.5 15.5],0
p2,1,0.09986,2.707774,[24 11] ; [29  5],[26.88405797  8.11594203] ; [26.11594203  7.88405797],0
p3,1,0.117912,2.444844,[14 21] ; [20 14],[17.24637681 17.75362319] ; [16.75362319 17.24637681],0
a8,1,0.12771,2.320123,[ 1 30] ; [ 4 24],[ 2.62711864 28.37288136] ; [ 2.37288136 25.62711864],0
a5,1,0.142177,2.154238,[21 14] ; [26  8],[23.84057971 11.15942029] ; [23.15942029 10.84057971],0
p5,1,0.156301,2.009658,[ 3 32] ; [ 7 27],[ 5.07246377 29.92753623] ; [ 4.92753623 29.07246377],0
v4,1,0.17397,1.848395,[31  4] ; [33  1],[32.46376812  2.53623188] ; [31.53623188  2.46376812],0
b5,1,0.179221,1.804068,[25 10] ; [19 15],[22.31884058 12.68115942] ; [21.68115942 12.31884058],0
d2,1,0.186702,1.743449,[14 21] ; [19 15],[16.73913043 18.26086957] ; [16.26086957 17.73913043],0
