Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,177.566057,[  8 101] ; [388 129],[68.95207668 40.04792332] ; [327.04792332 189.95207668],1
d4,1,0.0,109.850232,[55 53] ; [471  45],[91.03846154 16.96153846] ; [434.96153846  81.03846154],1
a4,1,0.0,36.457646,[23 83] ; [278 238],[51.29581994 54.70418006] ; [249.70418006 266.29581994],1
d3,1,0.0,35.615102,[52 56] ; [396 121],[77.4144 30.5856] ; [370.5856 146.4144],1
d2,1,0.0,33.651564,[30 79] ; [299 216],[57.46955128 51.53044872] ; [271.53044872 243.46955128],1
u1,1,1e-06,23.40603,[  5 104] ; [133 384],[24.02875399 84.97124601] ; [113.97124601 403.02875399],1
a5,1,1e-06,23.318666,[65 43] ; [421  96],[83.9808 24.0192] ; [402.0192 114.9808],1
a3,1,2e-06,22.408488,[60 47] ; [402 113],[79.47588424 27.52411576] ; [382.52411576 132.47588424],1
a2,1,2.6e-05,17.676894,[12 97] ; [159 358],[29.77476038 79.22523962] ; [141.22523962 375.77476038],1
p4,1,0.001608,9.950103,[52 53] ; [339 176],[66.21774194 38.78225806] ; [324.78225806 190.21774194],0
r3,1,0.00539,7.743597,[100   9] ; [500  14],[104.97592295   4.02407705] ; [495.02407705  18.97592295],0
s8,1,0.00697,7.280753,[39 68] ; [260 252],[51.68497577 55.31502423] ; [247.31502423 264.68497577],0
n4,1,0.007558,7.13526,[80 28] ; [438  79],[89.5104 18.4896] ; [428.4896  88.5104],0
p2,1,0.009052,6.812467,[82 25] ; [445  69],[90.80354267 16.19645733] ; [436.19645733  77.80354267],0
s6,1,0.015025,5.913499,[64 40] ; [372 135],[74.21276596 29.78723404] ; [361.78723404 145.21276596],0
p3,1,0.015426,5.867114,[44 63] ; [278 237],[55.39228296 51.60771704] ; [266.60771704 248.39228296],0
p1,1,0.022967,5.170998,[16 91] ; [ 41 473],[ 9.82125604 97.17874396] ; [ 47.17874396 466.82125604],0
s2,1,0.039982,4.218666,[46 59] ; [280 231],[55.56818182 49.43181818] ; [270.43181818 240.56818182],0
p9,1,0.057639,3.604054,[84 21] ; [445  66],[90.17045455 14.82954545] ; [438.82954545  72.17045455],0
p10,1,0.08276,3.009856,[82 22] ; [440  74],[87.84466019 16.15533981] ; [434.15533981  79.84466019],0
s1,1,0.111386,2.534451,[ 6 98] ; [ 14 498],[  3.37662338 100.62337662] ; [ 16.62337662 495.37662338],0
b1,1,0.128544,2.31,[47 62] ; [183 334],[40.04792332 68.95207668] ; [189.95207668 327.04792332],0
p7,1,0.134326,2.241779,[63 42] ; [340 163],[69.59703947 35.40296053] ; [333.40296053 169.59703947],0
n5,1,0.164276,1.934415,[83 25] ; [426  90],[88.09615385 19.90384615] ; [420.90384615  95.09615385],0
s7,1,0.189889,1.718479,[49 54] ; [270 224],[55.03685092 47.96314908] ; [263.96314908 230.03685092],0
b5,1,0.20653,1.595586,[58 51] ; [309 208],[63.90255591 45.09744409] ; [303.09744409 213.90255591],0
v1,1,0.238243,1.390958,[55 52] ; [291 214],[60.49346405 46.50653595] ; [285.50653595 219.49346405],0
s5,1,0.238649,1.388555,[33 70] ; [191 309],[38.26202322 64.73797678] ; [185.73797678 314.26202322],0
u3,1,0.267157,1.231288,[26 22] ; [73 42],[29.15337423 18.84662577] ; [69.84662577 45.15337423],0
n2,1,0.299073,1.078321,[19  4] ; [75 29],[17.02362205  5.97637795] ; [76.97637795 27.02362205],0
a8,1,0.315362,1.008086,[12 90] ; [ 72 387],[15.27272727 86.72727273] ; [ 68.72727273 390.27272727],0
a7,1,0.356402,0.850532,[77 31] ; [389 126],[80.78330658 27.21669342] ; [385.21669342 129.78330658],0
a1,1,0.377432,0.779051,[  3 106] ; [ 24 493],[  4.70127796 104.29872204] ; [ 22.29872204 494.70127796],0
p12,1,0.405135,0.693033,[12 94] ; [ 45 469],[ 9.74516129 96.25483871] ; [ 47.25483871 466.74516129],0
p11,1,0.436404,0.60572,[92 17] ; [420  97],[89.15015974 19.84984026] ; [422.84984026  94.15015974],0
n3,1,0.446287,0.580065,[15  7] ; [79 25],[16.41269841  5.58730159] ; [77.58730159 26.41269841],0
s3,1,0.478592,0.502069,[56 47] ; [296 213],[59.24183007 43.75816993] ; [292.75816993 216.24183007],0
p5,1,0.495839,0.463832,[16 90] ; [ 65 449],[13.8483871 92.1516129] ; [ 67.1516129 446.8483871],0
v2,1,0.506508,0.441274,[59 44] ; [304 196],[62.00497512 40.99502488] ; [300.99502488 199.00497512],0
v3,1,0.555673,0.347252,[43 63] ; [218 281],[45.72892562 60.27107438] ; [215.27107438 283.72892562],0
s4,1,0.559336,0.340855,[20 87] ; [ 83 424],[17.9495114 89.0504886] ; [ 85.0504886 421.9495114],0
b3,1,0.588223,0.293128,[28 39] ; [122 197],[26.03626943 40.96373057] ; [123.96373057 195.03626943],0
b2,1,0.588223,0.293128,[28 39] ; [122 197],[26.03626943 40.96373057] ; [123.96373057 195.03626943],0
u4,1,0.599659,0.27551,[  2 107] ; [ 14 503],[  2.78594249 106.21405751] ; [ 13.21405751 503.78594249],0
n1,1,0.600539,0.274183,[10 12] ; [41 63],[ 8.9047619 13.0952381] ; [42.0952381 61.9047619],0
a6,1,0.626672,0.236601,[73 35] ; [361 155],[75.11538462 32.88461538] ; [358.88461538 157.11538462],0
r4,1,0.652206,0.203131,[104   5] ; [498  19],[104.82108626   4.17891374] ; [497.17891374  19.82108626],0
p8,1,0.697923,0.150642,[56 49] ; [282 227],[57.80130293 47.19869707] ; [280.19869707 228.80130293],0
p6,1,0.798656,0.065069,[40 66] ; [200 312],[41.16504854 64.83495146] ; [198.83495146 313.16504854],0
r2,1,0.800839,0.063636,[106   3] ; [500  12],[106.36714976   2.63285024] ; [499.63285024  12.36714976],0
b4,1,0.81432,0.055158,[65 44] ; [302 215],[63.90255591 45.09744409] ; [303.09744409 213.90255591],0
u2,1,0.868152,0.027558,[25 23] ; [61 53],[25.48148148 22.51851852] ; [60.51851852 53.48148148],0
v4,1,0.984267,0.000389,[106   3] ; [501  14],[106.03044872   2.96955128] ; [500.96955128  14.03044872],0
