Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.119651,[71  8] ; [12 20],[59.07207207 19.92792793] ; [23.92792793  8.07207207],1
v1,1,0.008118,7.007364,[44 32] ; [10 23],[37.65137615 38.34862385] ; [16.34862385 16.65137615],0
a5,1,0.016028,5.79977,[55 24] ; [15 18],[49.375 29.625] ; [20.625 12.375],0
p11,1,0.016434,5.755869,[61 18] ; [18 15],[55.72321429 23.27678571] ; [23.27678571  9.72321429],0
r1,1,0.017505,5.645032,[62 16] ; [19 14],[56.91891892 21.08108108] ; [24.08108108  8.91891892],0
n6,1,0.018424,5.555368,[68 11] ; [22 11],[63.48214286 15.51785714] ; [26.51785714  6.48214286],0
a6,1,0.024098,5.087568,[56 23] ; [16 17],[50.78571429 28.21428571] ; [21.21428571 11.78571429],0
r4,1,0.051629,3.787751,[71  8] ; [25  8],[67.71428571 11.28571429] ; [28.28571429  4.71428571],0
v3,1,0.056526,3.636478,[32 46] ; [ 7 25],[27.65454545 50.34545455] ; [11.34545455 20.65454545],0
a4,1,0.086916,2.930587,[24 54] ; [ 5 28],[20.37837838 57.62162162] ; [ 8.62162162 24.37837838],0
a2,1,0.089266,2.887569,[11 68] ; [ 1 32],[ 8.46428571 70.53571429] ; [ 3.53571429 29.46428571],0
s3,1,0.133774,2.248151,[39 36] ; [12 21],[35.41666667 39.58333333] ; [15.58333333 17.41666667],0
n2,1,0.135479,2.228571,[12  1] ; [9 4],[10.5  2.5] ; [10.5  2.5],0
r2,1,0.135521,2.228089,[74  5] ; [28  5],[71.94642857  7.05357143] ; [30.05357143  2.94642857],0
v2,1,0.150397,2.068218,[39 35] ; [12 20],[35.60377358 38.39622642] ; [15.39622642 16.60377358],0
p5,1,0.169896,1.883857,[ 9 68] ; [ 1 30],[ 7.12962963 69.87037037] ; [ 2.87037037 28.12962963],0
p6,1,0.174758,1.841648,[26 50] ; [ 7 26],[23.00917431 52.99082569] ; [ 9.99082569 23.00917431],0
a8,1,0.181244,1.787394,[ 8 64] ; [ 1 31],[ 6.23076923 65.76923077] ; [ 2.76923077 29.23076923],0
d3,1,0.19191,1.702892,[30 49] ; [ 8 24],[27.04504505 51.95495495] ; [10.95495495 21.04504505],0
b5,1,0.197621,1.659867,[51 28] ; [17 16],[47.96428571 31.03571429] ; [20.03571429 12.96428571],0
s4,1,0.20553,1.602633,[11 66] ; [ 8 25],[13.3 63.7] ; [ 5.7 27.3],0
b2,1,0.233038,1.422222,[13 35] ; [ 2 14],[11.25 36.75] ; [ 3.75 12.25],0
b3,1,0.233038,1.422222,[13 35] ; [ 2 14],[11.25 36.75] ; [ 3.75 12.25],0
n1,1,0.233703,1.418182,[7 6] ; [4 9],[5.5 7.5] ; [5.5 7.5],0
s1,1,0.271572,1.208791,[ 3 74] ; [ 3 30],[ 4.2 72.8] ; [ 1.8 31.2],0
a3,1,0.275363,1.189836,[46 31] ; [16 17],[43.4 33.6] ; [18.6 14.4],0
p2,1,0.304975,1.052312,[63 15] ; [23  9],[60.98181818 17.01818182] ; [25.01818182  6.98181818],0
s6,1,0.326638,0.962182,[44 31] ; [16 17],[41.66666667 33.33333333] ; [18.33333333 14.66666667],0
p9,1,0.343848,0.896033,[63 13] ; [24  8],[61.22222222 14.77777778] ; [25.77777778  6.22222222],0
b4,1,0.428024,0.628178,[40 39] ; [14 19],[38.08928571 40.91071429] ; [15.91071429 17.08928571],0
p3,1,0.42885,0.625936,[39 38] ; [14 19],[37.1 39.9] ; [15.9 17.1],0
u2,1,0.464613,0.534759,[12 21] ; [8 9],[13.2 19.8] ; [ 6.8 10.2],0
p1,1,0.482935,0.492227,[14 64] ; [ 4 28],[12.76363636 65.23636364] ; [ 5.23636364 26.76363636],0
b1,1,0.486602,0.48403,[28 51] ; [14 19],[29.625 49.375] ; [12.375 20.625],0
p4,1,0.521458,0.411009,[43 35] ; [16 17],[41.45945946 36.54054054] ; [17.54054054 15.45945946],0
n3,1,0.539315,0.376812,[11  2] ; [12  1],[11.5  1.5] ; [11.5  1.5],0
p10,1,0.569703,0.323179,[61 16] ; [23  8],[59.88888889 17.11111111] ; [24.11111111  6.88888889],0
s7,1,0.611363,0.258194,[26 45] ; [13 18],[27.14705882 43.85294118] ; [11.85294118 19.14705882],0
u3,1,0.615703,0.251954,[18 15] ; [8 9],[17.16 15.84] ; [8.84 8.16],0
p12,1,0.617475,0.249433,[ 4 73] ; [ 1 32],[ 3.5 73.5] ; [ 1.5 31.5],0
v4,1,0.715285,0.133055,[71  8] ; [28  4],[70.45945946  8.54054054] ; [28.54054054  3.45945946],0
s2,1,0.725501,0.123283,[28 48] ; [11 22],[27.19266055 48.80733945] ; [11.80733945 21.19266055],0
d2,1,0.745662,0.105213,[19 60] ; [ 7 26],[18.33928571 60.66071429] ; [ 7.66071429 25.33928571],0
p7,1,0.748465,0.102825,[47 28] ; [19 13],[46.26168224 28.73831776] ; [19.73831776 12.26168224],0
s5,1,0.751684,0.100122,[18 57] ; [ 7 26],[17.36111111 57.63888889] ; [ 7.63888889 25.36111111],0
r3,1,0.851004,0.035283,[70  8] ; [30  3],[70.27027027  7.72972973] ; [29.72972973  3.27027027],0
d5,1,0.873367,0.025403,[42 37] ; [17 16],[41.61607143 37.38392857] ; [17.38392857 15.61607143],0
p8,1,0.898335,0.016324,[38 36] ; [16 16],[37.69811321 36.30188679] ; [16.30188679 15.69811321],0
s8,1,0.929332,0.007865,[25 52] ; [11 22],[25.2 51.8] ; [10.8 22.2],0
