Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,48.109369,[32 50] ; [97 15],[54.5257732 27.4742268] ; [74.4742268 37.5257732],1
v1,1,0.002484,9.152013,[42 45] ; [81 36],[52.45588235 34.54411765] ; [70.54411765 46.45588235],0
s2,1,0.002493,9.145496,[56 31] ; [97 20],[65.25 21.75] ; [87.75 29.25],0
p7,1,0.003116,8.738336,[49 33] ; [91 24],[58.27411168 23.72588832] ; [81.72588832 33.27411168],0
s3,1,0.004929,7.905218,[49 34] ; [90 26],[57.97487437 25.02512563] ; [81.02512563 34.97487437],0
p6,1,0.007576,7.130959,[30 55] ; [64 54],[39.35960591 45.64039409] ; [54.64039409 63.35960591],0
a5,1,0.011468,6.391373,[64 23] ; [104  15],[70.95145631 16.04854369] ; [97.04854369 21.95145631],0
a3,1,0.011676,6.359367,[61 26] ; [100  18],[68.32682927 18.67317073] ; [92.67317073 25.32682927],0
p10,1,0.012645,6.218131,[71 13] ; [112   6],[76.0990099  7.9009901] ; [106.9009901  11.0990099],0
n5,1,0.014806,5.939441,[58 28] ; [97 21],[65.34313725 20.65686275] ; [89.65686275 28.34313725],0
v4,1,0.015905,5.813352,[78  6] ; [117   1],[81.08910891  2.91089109] ; [113.91089109   4.08910891],0
d1,1,0.01883,5.51728,[50 37] ; [87 32],[57.8592233 29.1407767] ; [79.1407767 39.8592233],0
s6,1,0.019927,5.41832,[71 16] ; [109   9],[76.3902439 10.6097561] ; [103.6097561  14.3902439],0
v2,1,0.028928,4.771876,[45 40] ; [79 37],[52.43781095 32.56218905] ; [71.56218905 44.43781095],0
a6,1,0.03774,4.316687,[59 28] ; [95 23],[65.35609756 21.64390244] ; [88.64390244 29.35609756],0
r4,1,0.041745,4.1455,[78  9] ; [115   4],[81.50970874  5.49029126] ; [111.49029126   7.50970874],0
d5,1,0.052842,3.748898,[69 18] ; [106  13],[73.90776699 13.09223301] ; [101.09223301  17.90776699],0
v3,1,0.062094,3.480565,[32 54] ; [58 57],[38.50746269 47.49253731] ; [51.49253731 63.50746269],0
p9,1,0.065576,3.390427,[72 10] ; [113   6],[75.47263682  6.52736318] ; [109.52736318   9.47263682],0
u1,1,0.075021,3.169601,[20 67] ; [41 78],[25.76213592 61.23786408] ; [35.23786408 83.76213592],0
p4,1,0.083913,2.98743,[53 32] ; [87 31],[58.62068966 26.37931034] ; [81.37931034 36.62068966],0
p8,1,0.111484,2.533055,[44 40] ; [75 43],[49.48514851 34.51485149] ; [69.51485149 48.48514851],0
r1,1,0.126769,2.331637,[69 17] ; [103  14],[72.86699507 13.13300493] ; [99.13300493 17.86699507],0
b4,1,0.132532,2.262588,[58 29] ; [67 52],[52.79126214 34.20873786] ; [72.20873786 46.79126214],0
d2,1,0.166084,1.917936,[40 46] ; [67 52],[44.88780488 41.11219512] ; [62.11219512 56.88780488],0
b1,1,0.174156,1.8468,[25 62] ; [45 74],[29.5631068 57.4368932] ; [40.4368932 78.5631068],0
b5,1,0.178659,1.808743,[49 38] ; [78 41],[53.63592233 33.36407767] ; [73.36407767 45.63592233],0
u2,1,0.207589,1.588162,[11 14] ; [12  7],[13.06818182 11.93181818] ; [9.93181818 9.06818182],0
