Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,40.356267,[23 83] ; [26  5],[37.91240876 68.08759124] ; [11.08759124 19.91240876],1
s7,1,0.0,37.858927,[16 83] ; [23  8],[29.7 69.3] ; [ 9.3 21.7],1
s3,1,1e-06,24.743341,[32 73] ; [25  6],[44.00735294 60.99264706] ; [12.99264706 18.00735294],1
s6,1,7.8e-05,15.609389,[35 71] ; [22  8],[44.42647059 61.57352941] ; [12.57352941 17.42647059],1
a5,1,0.000261,13.329491,[46 60] ; [25  6],[54.93430657 51.06569343] ; [16.06569343 14.93430657],1
p6,1,0.001014,10.801022,[15 88] ; [13 18],[21.52238806 81.47761194] ; [ 6.47761194 24.52238806],0
p3,1,0.001554,10.013869,[26 79] ; [17 14],[33.19852941 71.80147059] ; [ 9.80147059 21.19852941],0
v3,1,0.00382,8.367379,[18 87] ; [12 16],[23.68421053 81.31578947] ; [ 6.31578947 21.68421053],0
p11,1,0.008829,6.85717,[54 52] ; [24  7],[60.35036496 45.64963504] ; [17.64963504 13.35036496],0
n1,1,0.009026,6.817627,[13 29] ; [7 2],[16.47058824 25.52941176] ; [3.52941176 5.47058824],0
a2,1,0.010102,6.61679,[ 9 97] ; [ 8 23],[13.15328467 92.84671533] ; [ 3.84671533 27.15328467],0
d5,1,0.010762,6.50415,[66 39] ; [27  4],[71.80147059 33.19852941] ; [21.19852941  9.80147059],0
p10,1,0.011648,6.363747,[54 50] ; [24  7],[60.08888889 43.91111111] ; [17.91111111 13.08888889],0
p4,1,0.01178,6.343724,[32 74] ; [17 14],[37.91240876 68.08759124] ; [11.08759124 19.91240876],0
v1,1,0.015722,5.833689,[30 73] ; [15 13],[35.38167939 67.61832061] ; [ 9.61832061 18.38167939],0
a4,1,0.017536,5.641952,[33 72] ; [17 14],[38.60294118 66.39705882] ; [11.39705882 19.60294118],0
p9,1,0.018732,5.526349,[65 35] ; [27  4],[70.22900763 29.77099237] ; [21.77099237  9.22900763],0
v2,1,0.019158,5.487044,[31 73] ; [15 13],[36.24242424 67.75757576] ; [ 9.75757576 18.24242424],0
v4,1,0.021261,5.305234,[74 32] ; [28  3],[78.91970803 27.08029197] ; [23.08029197  7.91970803],0
r4,1,0.021888,5.254697,[47 59] ; [21 10],[52.61313869 53.38686131] ; [15.38686131 15.61313869],0
s5,1,0.027746,4.843753,[18 85] ; [10 17],[22.18461538 80.81538462] ; [ 5.81538462 21.18461538],0
r3,1,0.031066,4.649294,[75 30] ; [28  3],[79.52205882 25.47794118] ; [23.47794118  7.52205882],0
p7,1,0.039372,4.244763,[30 75] ; [15 16],[34.74264706 70.25735294] ; [10.25735294 20.74264706],0
d1,1,0.057796,3.599529,[38 68] ; [17 14],[42.55474453 63.44525547] ; [12.44525547 18.55474453],0
p2,1,0.071851,3.240228,[59 46] ; [23  8],[63.30882353 41.69117647] ; [18.69117647 12.30882353],0
a3,1,0.091841,2.8418,[64 41] ; [24  7],[67.94117647 37.05882353] ; [20.05882353 10.94117647],0
