Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,56.732782,[10 29] ; [78  7],[27.67741935 11.32258065] ; [60.32258065 24.67741935],1
n6,1,0.006385,7.438168,[28 11] ; [78  8],[33.072  5.928] ; [72.928 13.072],0
r1,1,0.012787,6.198302,[24 14] ; [71 14],[29.3495935  8.6504065] ; [65.6504065 19.3495935],0
n2,1,0.040369,4.202307,[8 6] ; [20  3],[10.59459459  3.40540541] ; [17.40540541  5.59459459],0
a5,1,0.05302,3.743277,[25 14] ; [69 17],[29.328  9.672] ; [64.672 21.328],0
a6,1,0.062478,3.470355,[21 18] ; [61 25],[25.584 13.416] ; [56.416 29.584],0
p5,1,0.072145,3.23352,[ 1 38] ; [11 75],[ 3.744 35.256] ; [ 8.256 77.744],0
s6,1,0.075006,3.169924,[29 10] ; [75 11],[32.448  6.552] ; [71.552 14.448],0
p2,1,0.075654,3.155887,[25 14] ; [68 18],[29.016  9.984] ; [63.984 22.016],0
a3,1,0.078661,3.092346,[26 12] ; [71 15],[29.72580645  8.27419355] ; [67.27419355 18.72580645],0
p12,1,0.097461,2.746607,[ 1 38] ; [10 76],[ 3.432 35.568] ; [ 7.568 78.432],0
r4,1,0.12893,2.305335,[31  8] ; [77  9],[33.696  5.304] ; [74.304 11.696],0
s7,1,0.129787,2.295056,[18 19] ; [52 30],[21.76470588 15.23529412] ; [48.23529412 33.76470588],0
d4,1,0.141922,2.156999,[37  2] ; [73 12],[34.59677419  4.40322581] ; [75.40322581  9.59677419],0
n3,1,0.189446,1.721923,[7 6] ; [18  6],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
s2,1,0.201802,1.629287,[23 16] ; [60 25],[26.10483871 12.89516129] ; [56.89516129 28.10483871],0
s4,1,0.227537,1.45619,[14 25] ; [21 62],[11.18852459 27.81147541] ; [23.81147541 59.18852459],0
a2,1,0.230666,1.436748,[ 9 30] ; [29 57],[11.856 27.144] ; [26.144 59.856],0
p11,1,0.233856,1.417255,[22 17] ; [58 28],[24.96 14.04] ; [55.04 30.96],0
p10,1,0.253543,1.303673,[28 11] ; [68 16],[30.43902439  8.56097561] ; [65.56097561 18.43902439],0
v3,1,0.265394,1.240398,[ 9 29] ; [28 55],[11.61983471 26.38016529] ; [25.38016529 57.61983471],0
d2,1,0.265804,1.238275,[20 19] ; [52 32],[22.82926829 16.17073171] ; [49.17073171 34.82926829],0
v2,1,0.266432,1.235024,[23 16] ; [40 43],[20.13934426 18.86065574] ; [42.86065574 40.13934426],0
p7,1,0.283549,1.15,[15 24] ; [41 43],[17.75609756 21.24390244] ; [38.24390244 45.75609756],0
s3,1,0.286123,1.137773,[22 16] ; [57 27],[24.60655738 13.39344262] ; [54.39344262 29.60655738],0
a1,1,0.308349,1.037736,[ 3 36] ; [ 3 83],[ 1.872 37.128] ; [ 4.128 81.872],0
b4,1,0.32618,0.964003,[28 11] ; [54 32],[25.584 13.416] ; [56.416 29.584],0
p4,1,0.343995,0.895484,[18 21] ; [47 38],[20.44354839 18.55645161] ; [44.55645161 40.44354839],0
a8,1,0.378623,0.775168,[ 2 34] ; [ 8 67],[ 3.24324324 32.75675676] ; [ 6.75675676 68.24324324],0
p9,1,0.435002,0.609432,[29  9] ; [70 15],[30.58536585  7.41463415] ; [68.41463415 16.58536585],0
p3,1,0.452621,0.56408,[14 25] ; [37 49],[15.912 23.088] ; [35.088 50.912],0
s8,1,0.506287,0.441732,[17 22] ; [43 43],[18.72 20.28] ; [41.28 44.72],0
s1,1,0.524551,0.404937,[ 3 36] ; [ 4 79],[ 2.23770492 36.76229508] ; [ 4.76229508 78.23770492],0
b1,1,0.528365,0.397535,[14 25] ; [36 50],[15.6 23.4] ; [34.4 51.6],0
r3,1,0.53578,0.383418,[37  2] ; [78  7],[36.16935484  2.83064516] ; [78.83064516  6.16935484],0
d5,1,0.564323,0.332275,[32  7] ; [74 12],[33.072  5.928] ; [72.928 13.072],0
d1,1,0.58116,0.304363,[22 17] ; [53 33],[23.4 15.6] ; [51.6 34.4],0
b2,1,0.599997,0.275,[ 9 13] ; [19 36],[ 8. 14.] ; [20. 35.],0
b3,1,0.599997,0.275,[ 9 13] ; [19 36],[ 8. 14.] ; [20. 35.],0
u3,1,0.611179,0.258462,[9 4] ; [9 6],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
a7,1,0.621064,0.244375,[27 12] ; [55 30],[25.79032258 13.20967742] ; [56.20967742 28.79032258],0
v4,1,0.663697,0.189064,[35  3] ; [81  5],[35.5483871  2.4516129] ; [80.4516129  5.5483871],0
