Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.875215,[189 171] ; [ 79 210],[148.65947612 211.34052388] ; [119.34052388 169.65947612],1
v2,1,0.0,40.30398,[248 112] ; [125 159],[208.50931677 151.49068323] ; [164.49068323 119.50931677],1
n5,1,1e-05,19.577761,[311  60] ; [204  90],[287.31578947  83.68421053] ; [227.68421053  66.31578947],1
s8,1,4.6e-05,16.615681,[191 178] ; [106 189],[165.0496988 203.9503012] ; [131.9503012 163.0496988],1
p4,1,6.6e-05,15.927014,[250 118] ; [155 139],[225.13595166 142.86404834] ; [179.86404834 114.13595166],1
p6,1,9e-05,15.331975,[162 199] ; [ 88 206],[137.78625954 223.21374046] ; [112.21374046 181.78625954],1
p9,1,0.000107,15.006133,[340  29] ; [240  52],[323.78214826  45.21785174] ; [256.21785174  35.78214826],1
p3,1,0.000257,13.360033,[214 155] ; [129 166],[190.61295181 178.38704819] ; [152.38704819 142.61295181],1
a5,1,0.000383,12.611519,[296  77] ; [199  97],[275.98654709  97.01345291] ; [219.01345291  76.98654709],1
p10,1,0.000938,10.946954,[331  37] ; [238  56],[316.3021148  51.6978852] ; [252.6978852  41.3021148],1
p8,1,0.001815,9.727406,[225 137] ; [146 146],[205.35474006 156.64525994] ; [165.64525994 126.35474006],0
b3,1,0.002057,9.498021,[115 140] ; [ 51 118],[ 99.83490566 155.16509434] ; [ 66.16509434 102.83490566],0
b2,1,0.002057,9.498021,[115 140] ; [ 51 118],[ 99.83490566 155.16509434] ; [ 66.16509434 102.83490566],0
n4,1,0.002204,9.37103,[313  60] ; [220  76],[297.17339312  75.82660688] ; [235.82660688  60.17339312],0
r1,1,0.00271,8.993297,[323  49] ; [231  65],[308.51497006  63.48502994] ; [245.48502994  50.51497006],0
a3,1,0.003045,8.780043,[286  86] ; [197  99],[268.9760479 103.0239521] ; [214.0239521  81.9760479],0
v4,1,0.00374,8.405925,[367   4] ; [281  14],[360.97297297  10.02702703] ; [287.02702703   7.97297297],0
r4,1,0.003808,8.373267,[360  13] ; [271  26],[351.2880597  21.7119403] ; [279.7119403  17.2880597],0
p7,1,0.006203,7.490416,[256 103] ; [176 112],[239.70324575 119.29675425] ; [192.29675425  95.70324575],0
b5,1,0.008133,7.004022,[235 138] ; [157 140],[218.23283582 154.76716418] ; [173.76716418 123.23283582],0
s6,1,0.008199,6.989562,[257 108] ; [175 114],[241.10091743 123.89908257] ; [190.89908257  98.10091743],0
s5,1,0.010355,6.57273,[140 221] ; [ 83 202],[124.61764706 236.38235294] ; [ 98.38235294 186.61764706],0
s2,1,0.012242,6.275534,[202 165] ; [133 161],[185.99848714 181.00151286] ; [149.00151286 144.99848714],0
p5,1,0.014341,5.995617,[ 54 314] ; [ 25 270],[ 43.84917044 324.15082956] ; [ 35.15082956 259.84917044],0
d5,1,0.02162,5.276126,[311  60] ; [228  69],[299.35479042  71.64520958] ; [239.64520958  57.35479042],0
d1,1,0.023244,5.150187,[237 136] ; [163 134],[222.68656716 150.31343284] ; [177.31343284 119.68656716],0
n1,1,0.032904,4.550788,[27 28] ; [23 52],[21.15384615 33.84615385] ; [28.84615385 46.15384615],0
u4,1,0.033888,4.500352,[ 11 362] ; [  2 295],[  7.23731343 365.76268657] ; [  5.76268657 291.23731343],0
d4,1,0.036986,4.35106,[316  55] ; [233  62],[305.82432432  65.17567568] ; [243.17567568  51.82432432],0
u1,1,0.047242,3.936736,[ 76 297] ; [ 43 254],[ 66.24925373 306.75074627] ; [ 52.75074627 244.24925373],0
a4,1,0.054901,3.685098,[178 193] ; [120 176],[165.75412294 205.24587706] ; [132.24587706 163.75412294],0
a8,1,0.067812,3.335205,[ 54 282] ; [ 30 244],[ 46.26885246 289.73114754] ; [ 37.73114754 236.26885246],0
p2,1,0.078964,3.086092,[324  45] ; [244  50],[316.12669683  52.87330317] ; [251.87330317  42.12669683],0
s7,1,0.080847,3.047785,[187 170] ; [130 156],[176.00155521 180.99844479] ; [140.99844479 145.00155521],0
n6,1,0.091437,2.848891,[330  40] ; [251  45],[322.77777778  47.22222222] ; [258.22222222  37.77777778],0
a2,1,0.114535,2.490501,[ 96 277] ; [ 61 236],[ 87.40447761 285.59552239] ; [ 69.59552239 227.40447761],0
d2,1,0.131838,2.270725,[184 187] ; [129 166],[174.35885886 196.64114114] ; [138.64114114 156.35885886],0
u3,1,0.143285,2.142325,[57 30] ; [55 45],[52.10695187 34.89304813] ; [59.89304813 40.10695187],0
n2,1,0.156962,2.003249,[45 10] ; [54 22],[41.5648855 13.4351145] ; [57.4351145 18.5648855],0
p12,1,0.184461,1.761308,[ 37 330] ; [ 21 273],[ 32.20272315 334.79727685] ; [ 25.79727685 268.20272315],0
s4,1,0.197928,1.6576,[ 53 314] ; [ 53 239],[ 59.03186646 307.96813354] ; [ 46.96813354 245.03186646],0
r3,1,0.223519,1.481637,[364   9] ; [283  12],[361.2739521  11.7260479] ; [285.7260479   9.2739521],0
u2,1,0.249291,1.327275,[53 34] ; [52 47],[49.11290323 37.88709677] ; [55.88709677 43.11290323],0
p1,1,0.319892,0.989388,[ 36 335] ; [ 22 271],[ 32.40662651 338.59337349] ; [ 25.59337349 267.40662651],0
s1,1,0.330112,0.948457,[  8 359] ; [ 10 282],[ 10.02427921 356.97572079] ; [  7.97572079 284.02427921],0
s3,1,0.339798,0.911194,[213 152] ; [159 132],[206.98170732 158.01829268] ; [165.01829268 125.98170732],0
b4,1,0.370038,0.803538,[230 143] ; [173 124],[224.35671642 148.64328358] ; [178.64328358 118.35671642],0
d3,1,0.436143,0.60641,[263 109] ; [201  95],[258.39520958 113.60479042] ; [205.60479042  90.39520958],0
a1,1,0.519038,0.415804,[ 19 354] ; [ 12 285],[ 17.25820896 355.74179104] ; [ 13.74179104 283.25820896],0
a7,1,0.621212,0.244168,[270 102] ; [209  86],[267.14842579 104.85157421] ; [211.85157421  83.14842579],0
b1,1,0.864126,0.029284,[127 246] ; [103 194],[128.04477612 244.95522388] ; [101.95522388 195.04477612],0
n3,1,0.963783,0.002062,[40 15] ; [55 21],[39.88549618 15.11450382] ; [55.11450382 20.88549618],0
a6,1,0.988249,0.000217,[258 113] ; [206  90],[258.08695652 112.91304348] ; [205.91304348  90.08695652],0
